gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Psmb7,0.30451468,0.25502235,0.29568347,0.2855582,0.31530973,0.27679023,0.29836512,0.25573277,0.23030682,0.31357598,0.29563305,0.31691694,0.29282793,0.32265747,0.2772081,0.23200841,0.27400634,0.2759599
Nr6a1,0.13009612,0.05286975,0.069686286,0.06630856,0.08291492,0.06245845,0.06323544,0.093153425,0.06419107,0.1682973,0.06214551,0.079511896,0.07703193,0.060469415,0.11189944,0.14287375,0.07540578,0.0
Rpl35,0.0689446,0.037623566,0.04054674,0.0280222,0.038982216,0.029668223,0.028145788,0.010972348,0.015589013,0.03979397,0.024973845,0.043980196,0.03872837,0.03343624,0.023615042,0.010804924,0.014135922,0.03394867
Golga1,0.21367067,0.19583373,0.19061664,0.18187143,0.23145019,0.2340888,0.24525887,0.24974437,0.25904578,0.19311656,0.22828339,0.17084838,0.20624992,0.18684073,0.19917117,0.32682702,0.19228607,0.1846272
Scai,0.32055303,0.18542007,0.20958473,0.238217,0.2961849,0.43282092,0.3481421,0.5511635,0.43949497,0.39540288,0.2957065,0.20221338,0.24183865,0.22809033,0.5039013,0.5451119,0.3800366,0.4950189
Ppp6c,0.77507335,0.80508965,0.8146728,0.8076061,0.8763739,0.7438581,0.76180255,0.68163073,0.74884087,0.8869238,0.78299785,0.80612797,0.77513474,0.8840639,0.70586807,0.60752845,0.81010455,0.709973
Gtdc1,1.2244843,2.5476437,1.9062489,1.5939763,1.4419446,2.0986364,2.7659883,2.3787932,2.1852746,1.6499697,2.6342754,2.0335853,1.7221235,1.5374115,2.0830133,3.2265058,2.4164164,1.6924853
Zeb2,1.342428,2.1457617,1.6562607,1.8259016,2.2689846,0.8410238,2.479405,2.876907,12.576645,0.81592757,1.2686421,1.0872236,1.0279174,1.1277834,0.90926635,1.9339556,1.374148,1.9449248
Orc4,0.510196,0.48467806,0.5256243,0.5615211,0.6382881,0.43106848,0.4830506,0.4258306,0.40154743,0.67777604,0.5042897,0.5759107,0.55728585,0.6087963,0.5275126,0.45100605,0.5331621,0.5799916
Mmadhc,0.103255026,0.07674416,0.0982919,0.09137937,0.116454974,0.07932681,0.07191377,0.08700866,0.08145435,0.11513187,0.09653007,0.11683077,0.105188094,0.14741193,0.11972932,0.102988206,0.103122346,0.038733743
Rbm43,0.063808054,0.05411125,0.055424236,0.06320813,0.06626788,0.019174077,0.02917823,0.026347028,0.025456993,0.085321166,0.049689837,0.06313932,0.058829322,0.05542941,0.040834654,0.03273656,0.037181687,0.0
Nmi,0.25870943,0.35800907,0.3429899,0.29948375,0.38795736,0.30588397,0.39850307,0.47504383,0.47902018,0.3775289,0.432907,0.42309755,0.34820077,0.4941447,0.4429011,0.56784546,0.647497,0.32444257
Neb,0.048172545,0.103566155,0.0865118,0.056602664,0.083394624,0.005311838,0.12005162,0.014731103,0.0065271417,0.042906303,0.112392835,0.12578177,0.05778561,0.06509876,0.013491337,0.12122262,0.050742846,0.04144848
Arl5a,0.304344,0.3096022,0.31839472,0.296986,0.29203588,0.22587436,0.2002786,0.20395961,0.16612256,0.31738663,0.31793872,0.33876935,0.33601156,0.30299428,0.20435463,0.28162417,0.27301046,0.18918346
Cacnb4,0.016005922,0.07963495,0.03656312,0.03674827,0.044303954,0.035401084,0.051988,0.04994157,0.03745828,0.011549884,0.06799089,0.022965852,0.033651084,0.030670682,0.038201597,0.040902156,0.024465634,0.0
Stam2,0.3870417,0.53980166,0.46969196,0.40249866,0.57766205,0.51391786,0.5935578,0.4749824,0.47507545,0.44038188,0.5501352,0.54987395,0.5123285,0.62739307,0.5302936,0.47599378,0.687365,0.8362156
Prpf40a,2.75453,1.8177389,2.246085,2.3472426,2.5033722,2.320982,1.6313344,1.5510515,1.5487238,2.4686759,1.8185302,2.1137516,2.235203,2.3304183,2.292804,1.5796512,2.0906372,2.3939004
Nr4a2,2.0283332,2.1329422,2.330283,2.1622567,2.1664908,2.8274264,3.0860424,2.1798213,1.7713561,1.9825919,2.1761932,2.1343749,2.2401264,2.091443,2.730493,1.8018115,2.094477,2.064821
Ermn,0.009307757,0.0024454533,0.0097880615,0.01239639,0.008095475,0.0046328083,0.04159383,0.0046128132,0.0046435213,0.013882168,0.022223826,0.008492334,0.012495172,0.0062594065,0.003388,0.019826544,0.0,0.0
Cytip,4.039927,5.4897013,4.9370513,4.740133,4.7692585,4.020711,4.864018,4.1948133,3.9053564,3.4316304,4.2660465,4.256864,4.37391,4.515102,4.270998,3.931121,4.452369,4.5569706
Ccdc148,0.064773664,0.029573282,0.033130135,0.026589192,0.018341007,0.085006125,0.014054225,0.017230326,0.008561161,0.12101705,0.07261062,0.08634974,0.07484011,0.028578585,0.14863501,0.04374252,0.078436695,0.04326991
Baz2b,0.56817824,0.5630772,0.61307967,0.57686263,0.67670846,0.79957205,0.5234244,0.83901507,0.9116272,0.4730856,0.43700877,0.39447278,0.49487343,0.6139382,0.73555124,0.7144238,0.654287,0.7465457
Ly75,0.33818814,0.43113643,0.37152869,0.3206828,0.37785682,0.6151144,0.57618755,0.52928185,0.4163341,0.45222965,0.4348837,0.4313381,0.40152407,0.56158566,0.7916964,0.61137855,0.74675304,0.6367183
Rbms1,1.1345189,1.4110272,1.1675287,1.2581247,1.3601512,1.0075287,1.505942,1.5711837,1.7689589,1.0992509,1.2661804,1.1066221,1.0225352,1.1803409,0.7882666,1.6226647,1.3027928,1.3638778
Dpp4,0.6645986,0.70596105,0.7374363,0.6993772,0.8935723,1.8216486,1.1457229,1.3951733,1.2359351,0.68292236,0.5176206,0.56707996,0.55933446,0.757255,1.3865327,0.87712425,0.8099771,0.7247285
Ifih1,0.22152157,0.19853562,0.22864519,0.16888957,0.30888152,0.37273407,0.34369558,0.36355725,0.24094377,0.3103892,0.3249219,0.31964618,0.22711772,0.4122681,0.5811442,0.46296355,0.42292324,0.46178883
Cobll1,1.517279,1.6495152,1.507503,1.6494607,1.8253758,1.3858398,1.8559922,2.0501118,1.6733261,1.3311229,1.5871277,1.6879755,1.6746593,1.682471,1.1870468,1.3813728,1.738215,2.042297
Galnt3,0.34371185,0.23023915,0.24575791,0.2609493,0.33024636,0.16346759,0.28748086,0.36463362,0.5028833,0.3079565,0.35822898,0.35215613,0.35464624,0.4396155,0.19473122,0.44970345,0.3090461,0.26721662
Ttc21b,0.11817569,0.08643667,0.11406107,0.0697563,0.09843194,0.0945664,0.051441513,0.04756917,0.062190663,0.15096244,0.086950235,0.093036,0.08512212,0.070486695,0.124342695,0.089522846,0.06655118,0.031621903
Stk39,1.9063467,1.6409521,1.6633507,1.803926,1.4738002,1.9513305,2.4462025,1.7319409,1.0498667,3.2804983,2.6480865,2.5250235,2.5372772,2.2048028,3.1312895,3.4658117,2.6664367,2.0911384
Spc25,0.23731637,0.36155856,0.27000943,0.22712173,0.087008595,0.062222794,0.0421187,0.014395133,0.009805104,0.2564024,0.3353968,0.3146986,0.2989626,0.042766776,0.040797718,0.04450126,0.033282977,0.0
Fastkd1,0.016395058,0.004757576,0.00905479,0.0062964335,0.017830754,0.015343452,0.0,0.011937931,0.0132306395,0.021043794,0.013919093,0.0016154468,0.003483498,0.0056943153,0.009257027,0.010555035,0.01137739,0.0
Ccdc173,0.04217109,0.05995307,0.057435893,0.04836199,0.051801972,0.027047645,0.039568543,0.02584552,0.015021264,0.045384817,0.04732952,0.056111645,0.030364072,0.039003294,0.031973105,0.01657926,0.020249132,0.032958806
Mettl5,0.084514335,0.051701482,0.06599061,0.0479351,0.0652019,0.026864396,0.025693793,0.025135389,0.03740033,0.077884376,0.051331934,0.039897155,0.039055023,0.0724893,0.035532657,0.05362368,0.031094197,0.019699693
Tlk1,1.4719417,1.1949471,1.2293123,1.2931994,1.2546506,1.7102461,1.0517086,1.3590329,1.3306098,1.6728681,1.1610817,1.1113272,1.0568655,1.120293,1.4524928,1.342872,1.1459415,1.1326444
Mettl8,0.09016076,0.09168901,0.0947955,0.098887525,0.093648925,0.08697584,0.14332804,0.066510595,0.06953484,0.059215914,0.064085245,0.062548034,0.06274749,0.06267162,0.0790327,0.082348175,0.048341535,0.038274642
Slc25a12,0.5082626,0.48274016,0.472266,0.47018912,0.48642004,0.726919,0.59347785,0.7220468,0.75467426,0.51932186,0.49826533,0.5302957,0.5513833,0.6212118,0.6437846,0.80778766,0.63956213,1.095484
Sp3,1.1183547,1.0903167,1.171856,1.1992867,1.1390487,0.8641071,0.71410584,0.7259551,0.80538434,1.2464528,1.2348778,1.2768303,1.286896,1.1614424,1.0389187,0.753166,0.8546152,0.7993296
Ola1,0.2818744,0.20361437,0.21572968,0.23922421,0.21147697,0.2629337,0.24894668,0.21531981,0.21708354,0.38623887,0.22950408,0.1993251,0.24310943,0.24765263,0.23999935,0.44192606,0.22100192,0.49231175
Cir1,0.42021504,0.6015272,0.55236655,0.4887601,0.5455568,0.49045983,0.53588533,0.48109668,0.5664338,0.46806842,0.55870366,0.6881043,0.59975237,0.63924223,0.5461487,0.35166466,0.68176734,0.52318096
Gpr155,0.023987895,0.026015049,0.021647971,0.027246153,0.041143913,0.03282808,0.028236423,0.04445006,0.043198746,0.011904171,0.027628489,0.023785286,0.023129724,0.0206146,0.017871656,0.02718856,0.035795126,0.023928294
Wipf1,2.1215224,2.7310076,2.619422,2.6925187,3.2246966,2.0352929,2.3144932,1.9923708,1.498867,1.9194366,2.478199,2.6760015,2.6700506,3.2489252,2.2660012,1.7842405,3.4295235,3.291368
Atf2,1.082737,0.91695786,0.9676479,0.8100847,0.9925606,1.3346069,0.8990676,1.0841421,1.0657214,1.0985845,1.1098784,1.0829196,0.97994673,1.1520684,1.2054188,1.0447847,0.99957824,1.1751869
Atp5g3,0.035990346,0.02847162,0.03845116,0.038576722,0.036077634,0.03016785,0.056868352,0.023095991,0.019872833,0.021055179,0.020866217,0.029236788,0.024010167,0.016242018,0.021756358,0.017099615,0.0154153695,0.0
Lnpk,0.39935708,0.34583518,0.37198752,0.33558807,0.33876714,0.197475,0.18175483,0.2146873,0.22420654,0.4138907,0.42956245,0.37164676,0.3663817,0.2647605,0.2030934,0.21347778,0.25704864,0.15980835
Nfe2l2,0.36983147,0.50038534,0.39131948,0.3925998,0.4618794,0.55471927,0.41131732,0.4746867,0.42946708,0.19319783,0.36440364,0.25649884,0.30566555,0.35900846,0.35118496,0.37588868,0.42999288,0.31975567
Pde11a,0.04544259,0.041016288,0.040273722,0.013461707,0.019344473,0.08268331,0.046131223,0.10945205,0.090899155,0.07889935,0.03184819,0.02998367,0.03673135,0.028896544,0.17865618,0.12897857,0.12444427,0.01723267
Ccdc141,0.13572194,0.053842206,0.0810446,0.10808663,0.078114666,0.22889432,0.058813438,0.027702305,0.007829609,0.3301607,0.22600658,0.2117821,0.23173532,0.19154464,0.38819358,0.091335796,0.13603671,0.06692718
Sestd1,0.109848335,0.009361865,0.03549501,0.066672534,0.04242208,0.054282956,0.0045674844,0.011420028,0.0044315318,0.15472619,0.05308624,0.07600787,0.11526765,0.08266225,0.11992513,0.03596382,0.04858276,0.05576112
Cwc22,0.3138552,0.19057798,0.22453505,0.2501613,0.27152407,0.31220844,0.30766532,0.20413066,0.20515145,0.31059805,0.2126908,0.25515544,0.25877324,0.31009457,0.28074104,0.14470345,0.28673607,0.2876896
Cerkl,0.15569024,0.17699672,0.1675236,0.12425038,0.17724684,0.21628498,0.09483299,0.16315988,0.17832714,0.1973479,0.19234762,0.23372954,0.16413733,0.19855797,0.16476671,0.20675106,0.15288131,0.1678289
Nckap1,0.15434165,0.15653673,0.1669442,0.17468366,0.21076597,0.16844378,0.3806839,0.283281,0.4587791,0.12433621,0.15126725,0.1371185,0.14409842,0.17269972,0.15882033,0.37519124,0.2931756,0.2986992
Calcrl,0.29519537,0.31233916,0.28067806,0.26337588,0.43286985,0.26932895,0.3644687,0.4438663,0.7061598,0.18889503,0.30751535,0.26158565,0.24276702,0.39307085,0.24382183,0.43147275,0.22854723,0.640141
Tfpi,0.014133697,0.00602241,0.010823033,0.0069772177,0.0076867575,0.032605913,0.021945223,0.007108655,0.006844114,0.03385546,0.004809897,0.011863183,0.0075210286,0.0032243743,0.01340932,0.02606905,0.025080377,0.0
Selenoh,2.2845147,1.6280653,1.8960475,1.8483918,2.0644994,0.89982855,0.63930213,0.35873494,0.2642172,2.2284806,1.5358332,1.9661545,1.5399117,1.7455227,0.8445173,0.48785782,0.7670056,0.9435923
Zdhhc5,0.3676417,0.30125248,0.2908463,0.30133948,0.33322564,0.2815913,0.24295022,0.2267242,0.2537618,0.34513807,0.25035676,0.27687675,0.2576203,0.24505776,0.22053982,0.1985541,0.14816853,0.1668043
Clp1,0.14085157,0.11881427,0.120657906,0.12032976,0.14203769,0.09974718,0.055012565,0.053859346,0.046039402,0.123555034,0.08473778,0.11045119,0.100874655,0.103736855,0.08916381,0.038392775,0.10297023,0.058474958
Ptprj,2.183714,1.6460552,1.9536186,1.9001524,1.795955,1.1174088,1.6500589,1.448532,1.3415732,1.9984481,2.3536022,2.1833005,1.8244425,2.2105932,1.8088214,2.627946,2.119805,2.4288025
Ndufs3,0.13777424,0.12000853,0.1473893,0.13719645,0.13670148,0.11313073,0.060296483,0.098303296,0.095620416,0.22101974,0.13247637,0.1424113,0.17240946,0.16546346,0.11325492,0.13234244,0.06546242,0.07688238
Ptpmt1,0.04259363,0.018013813,0.029155672,0.025269605,0.026197745,0.01602546,0.05977319,0.022750035,0.011256773,0.07229929,0.029278172,0.039731782,0.046558447,0.03597125,0.044589844,0.015059726,0.016403403,0.014703065
Slc39a13,0.029732052,0.023868734,0.030038495,0.019361723,0.034937464,0.020892266,0.040927194,0.016774101,0.031890314,0.051689774,0.018896963,0.0326344,0.019738883,0.026345441,0.022366237,0.014901189,0.012079899,0.03962729
Madd,0.4232819,0.65755904,0.56684303,0.51856095,0.6164067,0.61263776,0.8522295,0.69563013,0.7082039,0.51799846,0.6703127,0.628711,0.56729376,0.5985916,0.5904628,0.77539414,0.580024,0.7235514
Ddb2,0.54661745,0.4549404,0.49349242,0.57353216,0.51194257,0.49059018,0.31957605,0.37261978,0.14971934,0.54240626,0.44685,0.41872746,0.6656083,0.43393603,0.294469,0.39123178,0.25563535,0.23261529
1110051M20Rik,0.14266825,0.06466338,0.07208186,0.07824583,0.053593308,0.23706956,0.16463149,0.13433197,0.09393104,0.13938558,0.08653382,0.085891545,0.08554062,0.068698265,0.235076,0.18468271,0.0921955,0.056837413
Zfp408,0.13615756,0.12738656,0.13214485,0.12784623,0.13476807,0.11605834,0.14036138,0.11342371,0.13977106,0.09537614,0.12387569,0.12017711,0.1272062,0.1877183,0.11359482,0.11291941,0.12807997,0.17946586
Atg13,0.5964382,0.74970627,0.694042,0.6472587,0.6710187,0.55423313,0.5151153,0.45540506,0.44159392,0.5625478,0.6176843,0.70960015,0.69597286,0.7445412,0.54963374,0.47294882,0.6310971,0.57584244
Dgkz,0.42373204,0.43143442,0.41774422,0.40360355,0.41984025,0.46862212,0.48053396,0.4178724,0.40135223,0.4811333,0.47991458,0.38126317,0.33408195,0.4086605,0.48232242,0.7156658,0.49126565,0.48776704
Cry2,0.10477757,0.05386668,0.055130146,0.04579894,0.06462337,0.07523217,0.02949508,0.038142562,0.041808512,0.103511445,0.06866095,0.056005638,0.05346089,0.089603,0.07046042,0.022356372,0.037072517,0.05801818
Slc35c1,0.0026851508,0.0042523546,0.0050454373,0.0014877602,0.002103912,0.0002331784,0.0,0.000701883,0.0008141749,0.006048253,0.0026395044,0.0016023294,0.004550834,0.00051098596,0.00010534277,0.00077712553,0.0,0.0
Cd82,1.6669481,1.5416508,1.7062,1.6843021,1.5180117,1.421925,1.7732464,1.6475682,1.5071522,1.7066723,1.4996701,1.7107688,1.6382965,1.5847973,1.7517138,1.2922397,1.4688389,1.2189872
Ext2,0.2381233,0.19450204,0.1946836,0.26805884,0.20997275,0.3049314,0.32249907,0.30194387,0.35705814,0.24196854,0.17654657,0.16690172,0.19550264,0.1821061,0.22965454,0.27407223,0.24354166,0.2155706
Accs,0.040072046,0.042258643,0.060599174,0.05748697,0.054975223,0.035873212,0.09681451,0.052439045,0.049419418,0.058683854,0.05974059,0.056171335,0.054867424,0.06501344,0.060800947,0.076260366,0.06472477,0.074652284
Alkbh3,0.15514337,0.12473492,0.14850555,0.11554503,0.1219958,0.14897838,0.10658334,0.1655119,0.13566841,0.15486711,0.16334663,0.1513922,0.15012695,0.13502593,0.17959785,0.17455594,0.1743398,0.1968247
Hsd17b12,0.67100936,0.688149,0.6568158,0.71797204,0.6226683,0.38966554,0.43040395,0.26340908,0.17523777,0.62502944,0.68300873,0.73219514,0.73224723,0.6550197,0.4767284,0.4061643,0.51697284,0.4990561
Ttc17,0.53820926,0.52240163,0.5259384,0.47929013,0.6145183,0.70217204,0.7225939,0.7272601,0.78388584,0.45658335,0.58178586,0.4704389,0.5443569,0.678777,0.6871736,0.75197375,0.7130706,0.81531596
Api5,0.6156988,0.4971909,0.5141895,0.53613985,0.6079657,0.515231,0.32118395,0.27410984,0.30599234,0.5718229,0.40973932,0.4959104,0.49883032,0.4870628,0.38273075,0.29098836,0.3430083,0.33480975
Prr5l,0.014549078,0.019406524,0.01624751,0.019880965,0.022372121,0.009068672,0.074076,0.009662205,0.013605481,0.0071242205,0.00676502,0.007283437,0.014006532,0.013323036,0.0053263907,0.007915585,0.0043419707,0.0
Trim44,0.41335532,0.26843104,0.35659084,0.3662987,0.42139748,0.49316114,0.48668763,0.45228076,0.49810055,0.53104657,0.3346192,0.33745828,0.36688483,0.4767833,0.48745325,0.69946575,0.32445127,0.4562994
Cd44,1.6414368,1.455832,1.5893966,1.4642279,1.3207871,2.077895,1.0590371,1.5375674,0.79660237,1.6635914,1.8739036,1.9573897,1.6968656,1.8161774,2.0790896,1.652784,1.6384661,1.4935293
Pdhx,0.26158786,0.1595253,0.21554123,0.2203651,0.24073456,0.11624422,0.15221626,0.098423935,0.06887012,0.1396392,0.19856732,0.20214866,0.21052565,0.1999627,0.16424681,0.08950951,0.15629703,0.17256267
Cat,0.068499334,0.08551955,0.07826999,0.06515678,0.10693099,0.055866327,0.065595105,0.04900887,0.08427233,0.07262708,0.063003354,0.08261008,0.052822027,0.06816259,0.070735954,0.08892886,0.057060353,0.052869044
Nat10,0.14790307,0.08251482,0.1071383,0.14217988,0.16624299,0.08352631,0.099614814,0.066443026,0.063978694,0.20321277,0.071928754,0.10899718,0.12574431,0.14866833,0.099305585,0.12782903,0.12091316,0.07173148
Caprin1,1.4640378,0.7037562,0.9410048,1.1091883,1.1032934,0.77432865,0.7855076,0.55452275,0.5201639,1.3147386,0.85346943,0.938772,1.1352189,0.8686337,0.8778566,0.69051564,0.65510553,0.75817764
Hipk3,0.300674,0.16626196,0.1979612,0.20792837,0.20497687,0.15658858,0.2063073,0.21149725,0.27928057,0.35959893,0.23793755,0.25033355,0.19141102,0.21008706,0.20719697,0.325793,0.1743935,0.27470055
Qser1,0.021302804,0.010227189,0.008729365,0.005187061,0.009554375,0.005095498,0.0,0.0006610054,0.0008298373,0.00991663,0.0067729815,0.00715097,0.004647111,0.00476906,0.011111223,0.006787284,0.021013265,0.0
Prrg4,0.042270612,0.016573885,0.031028084,0.031598166,0.027667623,0.009915119,0.0,0.0050917896,0.0063664634,0.036566656,0.011786017,0.031774364,0.012813744,0.021613592,0.018647889,0.009344479,0.027275398,0.021634955
Eif3m,0.27092046,0.24472046,0.26817816,0.24774344,0.32016674,0.1923278,0.15365714,0.25352415,0.23660588,0.25367865,0.22619179,0.27171487,0.24947165,0.3298513,0.24579415,0.20789354,0.29261765,0.29999298
Rcn1,0.04836932,0.041585967,0.047273416,0.03473495,0.059055854,0.04524817,0.12675536,0.08362984,0.08393985,0.038778692,0.048145168,0.06642099,0.051530197,0.06972297,0.02436065,0.07314028,0.060687795,0.061306432
Elp4,0.62062824,0.5280296,0.60208213,0.6184076,0.45374006,0.7540714,0.69084984,0.7753339,0.89158106,0.7240189,0.5736057,0.49708402,0.62018555,0.48435214,0.7216149,0.9996395,0.6257963,0.7276348
Dnajc24,0.18808074,0.1041391,0.16945414,0.13943982,0.17915237,0.19123076,0.14623831,0.13276409,0.1514058,0.25470364,0.1517842,0.20566632,0.17660564,0.20337008,0.18711886,0.18580306,0.13375622,0.24292222
Arl14ep,0.16472594,0.081484206,0.11983929,0.13030694,0.17695881,0.10154921,0.16216527,0.07495985,0.08549633,0.51241666,0.27829507,0.27349794,0.29957405,0.3206062,0.28741333,0.42263064,0.25886813,0.5644016
Mettl15,0.20592986,0.17424957,0.18182188,0.23790929,0.15330477,0.21478091,0.27031916,0.2055327,0.21140908,0.28420672,0.19797458,0.15237203,0.20253678,0.17153195,0.23724797,0.21278149,0.13169265,0.12974891
Emc4,0.020292379,0.028930899,0.027429989,0.021424105,0.029514303,0.01758077,0.010581523,0.013052518,0.01085096,0.0147446245,0.023214316,0.028414957,0.018306486,0.03172587,0.028965762,0.012781866,0.023941712,0.073624685
Arhgap11a,0.19481066,0.23666248,0.19170433,0.19861485,0.07962089,0.045838922,0.027241701,0.019719923,0.01384551,0.13296907,0.21216735,0.21074636,0.18401112,0.09087775,0.047361977,0.029626386,0.03673168,0.0
Aqr,0.6130339,0.5022087,0.5316079,0.43173084,0.50661194,0.37273914,0.35532662,0.37446174,0.4363159,0.4597893,0.4272618,0.5242363,0.40464613,0.50310737,0.25790998,0.3867169,0.28579813,0.48281798
Zfp770,0.09002472,0.04698368,0.067324325,0.07716596,0.06740564,0.032407165,0.029847939,0.020777225,0.019503415,0.09106132,0.06204397,0.090344556,0.08147312,0.09611311,0.061950706,0.0673485,0.019938359,0.059675273
Dph6,0.3201838,0.15344599,0.20123969,0.23522952,0.15963107,0.33093658,0.1351713,0.22350468,0.19710217,0.44076172,0.13984494,0.18636571,0.2653118,0.15514334,0.3047763,0.31393778,0.15473223,0.20180827
Rasgrp1,0.6485731,0.90798116,0.8249295,0.7082925,0.73998964,1.2685572,0.8721198,1.048781,0.73886365,0.452586,0.77829033,0.6985106,0.6710341,0.8989181,0.9419466,0.7054529,1.244185,0.87845093
Srp14,0.076185815,0.07996669,0.083928965,0.08282108,0.07569997,0.084406905,0.06379807,0.08575511,0.06885769,0.062378347,0.08098984,0.089071356,0.075867034,0.09203181,0.08346638,0.06925445,0.100032285,0.038124118
Plcb2,0.013094322,0.01159585,0.01907903,0.018144323,0.016230155,0.03507488,0.0075507737,0.035170533,0.045992643,0.0027311884,0.0073235277,0.0063944524,0.005823027,0.016121868,0.01636391,0.0371957,0.031748638,0.0
Ccdc32,0.026618782,0.024705566,0.03357783,0.0218995,0.023032326,0.018110216,0.019148959,0.024995895,0.025410743,0.029955104,0.026689352,0.022924878,0.025766691,0.029767081,0.03413487,0.020029478,0.0073213954,0.055726938
Rmdn3,0.14655335,0.11928525,0.13083857,0.15591276,0.12040395,0.090662606,0.11627209,0.06439833,0.039254095,0.16885047,0.13322146,0.14130314,0.15546861,0.13535318,0.13384825,0.06469306,0.083972156,0.014703065
