,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,Act-Cl13_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Tnfrsf4,0.0020653734,0.0020676656,0.0020635533,0.00039599524,0.00039599524,0.0,0.021021504,0.020462446,0.02067379,0.00716904,0.0040650545,0.010500964,0.010700503,0.009387636,0.01736781,0.013365643,0.009982035,0.019681713,0.010589958,0.009468201,0.012462031,0.033727176,0.022129621,0.036808234,0.012369296,0.012261426,0.012371787,0.0013611775,0.0012879885,0.0058156983,0.0011698531,0.0011723057,0.0
Pcgf6,0.10319597,0.10323062,0.10315877,0.14983124,0.14983124,0.060123518,0.08628451,0.08574381,0.07995017,0.054748684,0.048332807,0.061635707,0.07314163,0.07446129,0.06643982,0.05860875,0.053747714,0.06768269,0.07999266,0.07709487,0.08482872,0.060747594,0.066012315,0.059348945,0.045375384,0.06488209,0.04492488,0.04127617,0.041211065,0.04800942,0.024018068,0.02406842,0.0
Klf4,0.0164686,0.016418679,0.016636664,0.014733095,0.014733095,0.019569097,0.010353938,0.010830732,0.01133138,0.0016249819,0.001723324,0.0015194182,0.0061298157,0.006555845,0.0039662565,0.0069405814,0.009601951,0.0019726912,0.0064365426,0.008786604,0.0025145866,0.0047407784,0.005072755,0.004652584,0.0035456133,0.002354746,0.003573116,0.007894389,0.007908563,0.0066023623,0.0132945515,0.013262132,0.019172521
Zfp553,0.011504321,0.01151709,0.011517475,0.010983875,0.010983875,0.0,0.01160876,0.0114295455,0.010510137,0.0062333643,0.007214769,0.005179892,0.014942864,0.014660652,0.016376058,0.006795233,0.007117469,0.006193727,0.011166629,0.015001928,0.004765997,0.0054191337,0.010731386,0.004007859,0.0016784852,0.0035316788,0.0016356863,0.002394344,0.0023462828,0.005240534,0.00015882029,0.00015915323,0.0
Zmym2,0.9667001,0.96620256,0.9700151,0.53266996,0.53266996,0.450278,0.3060076,0.3098069,0.33337763,0.32587254,0.3305276,0.32087567,0.30267897,0.30689004,0.28129336,0.2987582,0.3037368,0.28946483,0.30788806,0.31009474,0.30420542,0.3387078,0.37363,0.32943022,0.39750394,0.30401295,0.3996631,0.4927334,0.4952563,0.34265575,0.6462602,0.6464256,0.63170296
Crebl2,0.11405031,0.11403665,0.11471646,0.04577035,0.04577035,0.0,0.01312763,0.012109668,0.024556942,0.006942826,0.0072723003,0.0065891566,0.007503692,0.008324068,0.0033374694,0.01255745,0.014841421,0.0082940385,0.008105844,0.0073488597,0.009369157,0.022306357,0.01929427,0.02310656,0.031862095,0.028661745,0.031936005,0.036573336,0.036752664,0.023558293,0.016464023,0.016456682,0.01331021
Sema7a,0.0078016957,0.0078103547,0.007404511,0.015362066,0.015362066,0.057520315,0.51044226,0.5194258,0.35669786,0.38132447,0.34724683,0.41790456,0.5607275,0.5724683,0.50110257,0.47503498,0.4655144,0.4928068,0.47023582,0.44338506,0.51504636,0.24267155,0.21966049,0.24878477,0.40447626,0.21680593,0.40881044,0.12162166,0.11810415,0.335958,0.03475977,0.034475066,0.11370987
Foxm1,0.020759301,0.020782342,0.020706221,0.02901377,0.02901377,0.059678584,0.09562966,0.0935596,0.09707368,0.121376514,0.1295998,0.11254937,0.08612815,0.0836843,0.09853908,0.090722814,0.08902642,0.09388941,0.022692172,0.024841847,0.019104635,0.027836816,0.029136518,0.027491532,0.010895172,0.02487994,0.010572198,0.03367102,0.033976495,0.016014824,0.023678197,0.023727838,0.0
Setbp1,0.35607016,0.35611808,0.35494152,0.67214495,0.67214495,1.4177822,1.0934819,1.0383579,1.6558468,1.6005933,1.4454882,1.7670884,1.1193265,1.098277,1.2262245,1.3943135,1.267051,1.6318699,1.5565507,1.5790814,1.5189497,1.9761368,1.6222472,2.0701528,4.425703,6.449747,4.378958,1.3076166,1.2979741,1.8753248,0.7795546,0.7797333,0.8512138
Smarcc1,0.6086507,0.609057,0.6091021,0.4497538,0.4497538,0.68948305,1.0312446,1.0222702,1.0213484,0.5455055,0.51936346,0.57356733,0.6452237,0.6608376,0.5659293,0.81718224,0.8433429,0.768349,0.65605074,0.66805035,0.6360249,0.661435,0.62928534,0.669976,0.6460142,0.53766966,0.6485164,0.5040677,0.5044774,0.47917733,0.52173185,0.52174425,0.5681462
Ttf2,0.03422331,0.034207568,0.0340325,0.037935846,0.037935846,0.051274396,0.12694931,0.12450629,0.13551743,0.12843731,0.11850403,0.13910002,0.099356875,0.0954427,0.119234756,0.1074135,0.11086294,0.100974545,0.057383813,0.07110774,0.034480307,0.054245383,0.054105435,0.05428256,0.06307244,0.03633718,0.06368988,0.0345486,0.034679946,0.028562183,0.020029394,0.020071384,0.0
Ash1l,1.9858584,1.9862578,1.9888941,1.732373,1.732373,2.0102751,1.312785,1.3115895,1.3897033,1.0339551,0.9862524,1.0851606,1.0060637,1.0233836,0.91810614,1.0388969,1.0442724,1.0288627,0.99018335,0.9866219,0.99612695,1.4349184,1.6243565,1.3845915,1.5341856,1.1321611,1.5434703,1.5311939,1.5361619,1.267005,1.6977781,1.6988086,1.5813593
Max,0.40259206,0.40256625,0.4014132,0.46300834,0.46300834,0.34054112,0.42620122,0.4219946,0.4356644,0.44400907,0.41436806,0.4758267,0.48287028,0.47166482,0.5397765,0.4190469,0.39442763,0.4650029,0.5448984,0.53535825,0.5608197,0.69516695,0.6100932,0.71776795,0.4769177,0.60103834,0.47405118,0.5164788,0.5161161,0.5402084,0.41589606,0.41604614,0.3690273
Mcm2,0.005418418,0.005424432,0.0051544355,0.036451556,0.036451556,0.0366946,0.09115121,0.090749785,0.07990594,0.046127643,0.045358516,0.04695325,0.06801958,0.06786663,0.068796314,0.086525105,0.087458536,0.08478269,0.06947761,0.0714913,0.066117026,0.026264377,0.03400319,0.024208453,0.027796976,0.021756684,0.027936475,0.010324859,0.010177826,0.01887431,0.0076415446,0.007532781,0.039681137
Nono,0.15711153,0.1572859,0.15745686,0.1847629,0.1847629,0.13926524,0.32436725,0.3263908,0.2729142,0.21520679,0.21548413,0.21490909,0.24372284,0.23934564,0.2659522,0.27989948,0.29189903,0.25750032,0.20442623,0.22557437,0.16913265,0.16258647,0.14304537,0.16777784,0.15012598,0.21082868,0.14872406,0.124711834,0.124673516,0.1338378,0.11736996,0.11741734,0.077780195
Scml4,9.14921,9.15033,9.157095,7.7617097,7.7617097,5.332178,0.6971708,0.7220402,1.2936437,1.0174011,1.0311079,1.0026876,0.78827345,0.8259096,0.5971408,0.5657182,0.54983014,0.59537584,0.8102669,0.7924571,0.8399891,2.6093135,3.2742417,2.432666,1.2211671,1.1366148,1.2231197,2.460164,2.4736,1.5824571,2.2012384,2.2018,2.1802008
Ddit3,0.009494613,0.009505151,0.00962263,0.017094383,0.017094383,0.0,0.010700492,0.010901916,0.008070434,0.014489452,0.016252022,0.01259745,0.014573608,0.015716642,0.008768782,0.009853553,0.011392632,0.006980608,0.009489182,0.011291951,0.006480587,0.02244855,0.019260865,0.023295404,0.009931481,0.01640453,0.009781988,0.01350676,0.013591089,0.009480732,0.0056796023,0.005649038,0.013505933
Cd22,0.00072801305,0.00072882103,0.00067946286,0.00078689493,0.00078689493,0.013528203,0.0084612,0.008367772,0.011411202,0.0059160255,0.0030774234,0.008963078,0.006263545,0.0043182364,0.016142659,0.004556272,0.004672353,0.0043395874,0.0009226906,0.0008550073,0.0010356455,0.020962583,0.012079229,0.023322573,0.00079233997,0.0,0.0008106388,0.0019943924,0.0020111618,0.0008523596,0.0,0.0,0.0
Epcam,0.001314817,0.0013162763,0.0012928162,0.007406114,0.007406114,0.0,0.014588743,0.013229372,0.021147165,0.011871089,0.010659465,0.013171689,0.008691037,0.008005421,0.012172894,0.014782346,0.012365115,0.01929451,0.012922117,0.009271438,0.01901464,0.017610801,0.014563144,0.018420454,0.0023692346,0.010917004,0.0021718265,0.0036324433,0.0035858226,0.006324371,0.0,0.0,0.0
Daxx,0.08552857,0.08555839,0.08592193,0.052767344,0.052767344,0.0,0.08883063,0.08597695,0.09521849,0.07359592,0.082386374,0.064159945,0.08725649,0.08718932,0.087597646,0.06651768,0.06390315,0.07139814,0.10222172,0.100181505,0.10562659,0.10137219,0.09707904,0.102512725,0.09594624,0.14839897,0.09473486,0.104561105,0.10404971,0.13367642,0.0875853,0.08751407,0.0810399
Prdm4,0.060434323,0.060501397,0.05995321,0.07203425,0.07203425,0.0297493,0.12983249,0.13271087,0.08565611,0.08482828,0.09041446,0.07883189,0.110892564,0.11312892,0.09953536,0.12729245,0.1291936,0.12374365,0.10549411,0.11825652,0.08419526,0.059898823,0.067648456,0.057840027,0.04427089,0.06470253,0.04379903,0.072878525,0.0728784,0.069050424,0.07805016,0.078012675,0.11197369
Cd244a,0.0044066124,0.004411503,0.004368649,0.012531162,0.012531162,0.0,0.039635897,0.038781866,0.038734622,0.047512043,0.04183743,0.053603366,0.045510992,0.043712407,0.054644983,0.02991559,0.028812792,0.031974144,0.049519513,0.04683325,0.054002546,0.015993105,0.0070415675,0.018371208,0.10717639,0.032066934,0.10891102,0.012501883,0.01231088,0.023655921,0.01169713,0.011630632,0.049891654
Fkbp1a,0.17297879,0.17302884,0.17332686,0.17065158,0.17065158,0.1916719,0.28288546,0.28066424,0.26209942,0.18841821,0.1934265,0.18304212,0.21068446,0.21046096,0.21181951,0.23001379,0.23057644,0.2289635,0.25168633,0.24221985,0.2674847,0.32487166,0.26647836,0.3403847,0.246361,0.3638467,0.24364771,0.20763174,0.20645353,0.27524948,0.15549257,0.15529753,0.22576928
Kmt5b,0.7539877,0.7540644,0.75363815,0.5762976,0.5762976,0.60669374,0.24310197,0.24129137,0.32551682,0.30616203,0.3124316,0.2994321,0.29028407,0.28486377,0.3178108,0.21680611,0.21496099,0.22025035,0.324017,0.32358125,0.3247442,0.511628,0.56100917,0.49850917,0.45061797,0.5255716,0.44888696,0.610639,0.6130457,0.4659165,0.62250376,0.6224678,0.7117617
Adgre5,0.7869581,0.78718674,0.7788503,1.8065648,1.8065648,1.030002,1.1056925,1.1321934,0.9069774,0.9502579,1.0516502,0.84142,1.0722764,1.1148202,0.85621953,0.950969,1.0507098,0.764786,0.93316597,1.0148312,0.79687715,0.80250317,1.0711232,0.73114043,0.82542735,0.68551457,0.8286586,1.460663,1.4703194,0.90394455,1.5248458,1.5252495,1.2613584
Klrd1,0.43355793,0.4334111,0.43273503,0.5403685,0.5403685,0.42869848,0.09594858,0.099537306,0.1503853,0.22204386,0.2783975,0.16155191,0.14998515,0.16262847,0.08577684,0.13291833,0.14054151,0.11868836,0.21274646,0.25896037,0.13562125,0.15610711,0.24429257,0.13267939,0.38944998,0.29272324,0.39168385,0.39108172,0.39363328,0.23486462,0.5573494,0.5577218,0.39306954
Nsd1,2.770477,2.7707467,2.774151,1.3947331,1.3947331,2.515867,1.0271373,1.0117147,1.3949913,0.8777998,0.7453909,1.0199322,0.8107375,0.81940556,0.76671743,0.80116326,0.7920093,0.81825066,0.83486104,0.82146096,0.85722405,1.2316825,1.1443622,1.2548804,2.115566,1.1683311,2.137442,1.3798425,1.3875287,0.9365759,1.5546635,1.5553001,1.5356454
Dnmt3b,0.040783457,0.040828723,0.040872455,0.0431343,0.0431343,0.13421293,0.027694954,0.026694806,0.05742933,0.018605918,0.0126387,0.025011333,0.013938261,0.012740911,0.02001892,0.025382685,0.018038213,0.039092362,0.017866453,0.01921627,0.0156137785,0.02891519,0.026885534,0.029454397,0.06077561,0.030083878,0.061484426,0.02236311,0.0222444,0.0285274,0.018640539,0.018645573,0.010826156
Klrc1,0.018869162,0.018890103,0.018096814,0.21291588,0.21291588,0.4980108,0.7267761,0.72114426,0.8025032,1.3292269,1.4015874,1.2515527,1.0673593,1.0560485,1.124801,0.92250603,0.9174145,0.9320103,1.0928255,1.041416,1.1786214,1.2400895,1.2186791,1.2457776,1.1695955,1.4651908,1.1627688,1.5632565,1.5672647,1.318326,1.9057981,1.9070451,1.3650548
Nab1,0.59220356,0.59182173,0.59150386,0.69797826,0.69797826,0.743688,1.0232636,0.99680954,1.154573,1.4313577,1.2962685,1.5763674,1.2982047,1.2531375,1.5270752,1.1539787,1.0451027,1.357214,1.1704783,1.0614343,1.3524593,1.562697,1.3924307,1.6079308,1.2607356,1.3269945,1.2592053,1.0441943,1.0389906,1.3623884,1.0651976,1.0654032,0.8706475
E2f6,0.029656447,0.029624261,0.029874526,0.028453814,0.028453814,0.0,0.071793474,0.07188945,0.05656889,0.02587669,0.03060171,0.02080469,0.03491478,0.03433634,0.03785237,0.06155639,0.05408503,0.07550294,0.0377518,0.038372386,0.036716126,0.035896834,0.031195752,0.03714574,0.0138796745,0.019751418,0.013744068,0.010643678,0.010428631,0.023382474,0.00068797986,0.0006894222,0.0
Suv39h2,0.02619027,0.026219338,0.026144752,0.017252313,0.017252313,0.038156234,0.10017461,0.10088559,0.08112032,0.086205706,0.08445021,0.08809011,0.08123443,0.07932363,0.090938315,0.08252639,0.086463995,0.07517621,0.07235191,0.07584382,0.06652437,0.053443212,0.04677806,0.055213902,0.0485292,0.026081352,0.049047627,0.02167199,0.02123585,0.04750315,0.024776382,0.024781652,0.038341366
Ifi204,7.5403994e-05,7.548769e-05,7.642068e-05,0.00043190457,0.00043190457,0.0,0.004028047,0.003746514,0.005182281,0.004598184,0.005885235,0.0032166194,0.0062759193,0.006694581,0.0041497736,0.009843941,0.010488847,0.008640115,0.0070502874,0.009168987,0.003514443,0.016488103,0.017284537,0.01627652,0.009533367,0.002354746,0.009699155,0.017306373,0.017066201,0.03124823,8.900148e-05,8.918806e-05,0.0
Ikzf3,2.613529,2.614054,2.61733,1.9460837,1.9460837,3.0859897,2.9341333,2.9462817,3.0231981,2.702029,2.6473534,2.7607193,2.7214527,2.7738843,2.4551816,2.7630987,2.7952862,2.7030153,2.9734468,3.0606444,2.8279254,3.6133094,3.4416723,3.6589072,5.194106,5.204421,5.1938677,4.0449257,4.0565844,3.5073845,6.514366,6.5205455,5.1972857
Cd86,0.2784731,0.27834958,0.27755946,0.26415807,0.26415807,0.086675584,0.15643625,0.15153912,0.18752089,0.16449414,0.13783623,0.19310965,0.18929753,0.18914607,0.19006668,0.13950932,0.14474635,0.12973355,0.19656244,0.203933,0.18426192,0.14386101,0.23344009,0.12006307,0.439585,0.47321877,0.43880823,0.45678288,0.45816854,0.36143026,0.2046977,0.20479901,0.16070578
Tcof1,0.26230103,0.262322,0.26302534,0.16573669,0.16573669,0.1128596,0.20979874,0.20703655,0.23705417,0.20005655,0.20581688,0.19387323,0.2282162,0.23017408,0.21827328,0.22213137,0.20978738,0.24517348,0.20213033,0.2132261,0.18361291,0.13319246,0.16526355,0.12467233,0.13897917,0.15767205,0.13854747,0.13989137,0.13970073,0.15599963,0.184224,0.1842917,0.15777963
Crebbp,2.4172897,2.4176655,2.4171538,2.59026,2.59026,2.0859303,1.351973,1.3545443,1.5066547,1.5395755,1.4887828,1.5940981,1.3284123,1.3107924,1.4178935,1.2379076,1.2234132,1.2649641,1.3837681,1.3731229,1.4015335,1.5807154,1.6578264,1.5602298,1.908325,1.6245539,1.9148785,2.2213826,2.229057,1.7460725,2.4475782,2.4501152,1.5301113
Aff4,1.474792,1.4734148,1.4710588,2.2935703,2.2935703,1.2616141,0.6462683,0.65125924,0.7104882,0.80246925,0.8090675,0.79538655,0.77977175,0.779194,0.7827057,0.68683296,0.678863,0.7017103,0.67395437,0.6524589,0.7098275,1.2347229,1.2308828,1.235743,1.0557669,1.1688753,1.0531547,1.0336764,1.0334891,1.0308158,1.1000144,1.0998936,1.1619251
Hlf,0.013571271,0.013586334,0.012897558,0.017598635,0.017598635,0.02340266,0.55082905,0.5620588,0.36231458,0.11932471,0.10238554,0.13750778,0.3037673,0.3108847,0.267622,0.2281746,0.22662276,0.23107137,0.17749584,0.18776579,0.1603566,0.17689809,0.122624256,0.19131671,0.06251212,0.038269654,0.063071996,0.03489765,0.03367332,0.10877627,0.03860144,0.03862259,0.03840902
Pbx1,0.008573601,0.008583116,0.0074224854,0.007450016,0.007450016,0.0,0.037168197,0.032788467,0.07468484,0.0048431815,6.5541724e-05,0.009971662,0.03101356,0.028313866,0.044723775,0.0025662952,0.0022228847,0.0032073278,0.006915876,0.0071421885,0.0065381895,0.020700416,0.010207954,0.023487888,0.0026869809,0.0,0.0027490358,0.0061220024,0.0062157866,0.0,0.010499097,0.009750152,0.24516414
Zdhhc21,0.301707,0.30176166,0.30241936,0.28761464,0.28761464,0.329086,0.5282107,0.5188176,0.54874074,0.35111937,0.33799946,0.36520272,0.40522766,0.4098229,0.3818909,0.5244519,0.51479733,0.5424738,0.5119502,0.53260803,0.4774749,0.4140718,0.3987276,0.4181482,0.44456872,0.5242457,0.4427286,0.3372934,0.33695543,0.36078307,0.30195788,0.30177847,0.35847196
Zeb2,0.033767458,0.03380494,0.032175068,0.07579794,0.07579794,0.17576835,1.248667,1.2641047,1.0379509,1.719644,2.1242664,1.2853082,1.5501393,1.6079669,1.2564659,1.5252452,1.7351136,1.1334909,1.8440812,2.1629744,1.3118887,0.9053765,0.78433496,0.9375329,2.013178,2.1642668,2.0096889,2.8045626,2.8228993,2.1190987,12.669528,12.677989,10.348774
Adam8,0.0031467744,0.0031502668,0.0031892026,0.0,0.0,0.0,0.027454091,0.026895765,0.026659412,0.056012567,0.051927764,0.060397338,0.05235287,0.048322886,0.07281886,0.038516667,0.037923597,0.039623726,0.051228955,0.045402914,0.06095189,0.020574974,0.017688561,0.021341791,0.09311714,0.07658639,0.09349891,0.060605895,0.060361646,0.072520964,0.021047628,0.020926354,0.05259681
Bcl11a,0.00016632398,0.00016650859,0.00014161518,0.0011837168,0.0011837168,0.0,0.004220854,0.0037615404,0.008340456,0.0022394091,0.0012925492,0.003255801,0.005153742,0.0045877,0.008028349,0.00042751266,0.00061997963,6.824102e-05,0.0004904224,0.00069172087,0.00015448073,0.0050790156,0.0025842865,0.0057417755,0.0023694467,0.0,0.0024241682,0.0007142638,0.00072520575,0.0,0.00015438221,0.00015470586,0.0
Taf5l,0.13970263,0.13985768,0.14046551,0.16457187,0.16457187,0.17104599,0.22021006,0.22225182,0.19235633,0.16879284,0.15828402,0.18007338,0.19616309,0.19675094,0.19317771,0.23382345,0.2212935,0.2572127,0.24551387,0.24630436,0.24419464,0.18721691,0.15139917,0.19673239,0.1578475,0.2441685,0.15585394,0.14317748,0.14230874,0.1917856,0.1424917,0.14252174,0.19463795
Tgif1,0.09389493,0.09386309,0.09297845,0.19442987,0.19442987,0.027988676,0.13805857,0.1406762,0.09701398,0.12819552,0.11381028,0.14363714,0.1381945,0.1394982,0.13157368,0.11777468,0.12047434,0.11273532,0.14055191,0.14134248,0.13923253,0.17943133,0.18660992,0.17752424,0.11663465,0.15584657,0.11572907,0.18060677,0.17981587,0.2228641,0.094628416,0.094619095,0.1080972
Rela,0.08193336,0.08195919,0.0816449,0.29322675,0.29322675,0.0,0.12155703,0.122485325,0.104719505,0.13808246,0.121118926,0.15629168,0.1415972,0.13631244,0.16843553,0.14223851,0.14655069,0.13418911,0.13241233,0.12680459,0.14177096,0.13856535,0.15082493,0.1353084,0.10318009,0.12122715,0.1027633,0.1461909,0.14694935,0.10405064,0.22026373,0.22054218,0.05829633
Elf4,1.8270425,1.8274617,1.8334203,0.95017487,0.95017487,1.6388807,1.4619521,1.4761064,1.3974826,1.5537981,1.5981027,1.5062399,1.4149383,1.4570693,1.2009794,1.4961056,1.6000526,1.3020712,1.4408453,1.4918748,1.3556834,0.99207705,1.0222919,0.98405004,2.2663443,1.555911,2.2827516,1.5813228,1.5863461,1.3045131,2.3402085,2.341629,2.0045455
Gtf3c1,0.28523922,0.285396,0.28428844,0.3554619,0.3554619,0.21495262,0.5031599,0.50372165,0.42589423,0.5314109,0.52741104,0.53570443,0.56050277,0.55813193,0.5725428,0.46032563,0.4679036,0.44618002,0.56048524,0.5561997,0.5676372,0.5141407,0.51091295,0.5149982,0.33592302,0.45651147,0.33313805,0.44034636,0.4397293,0.476578,0.4341388,0.43431836,0.33190942
Cramp1l,0.32711926,0.32697263,0.32799536,0.156287,0.156287,0.27468663,0.50829494,0.5080333,0.48329082,0.3692337,0.36965528,0.36878115,0.37825295,0.37500244,0.39476043,0.4540436,0.4452541,0.47045067,0.4335504,0.45243096,0.40204108,0.2545744,0.24905686,0.2560402,0.2947906,0.29909933,0.2946911,0.22465529,0.22429106,0.24771357,0.22836058,0.22816305,0.27092013
Arid4b,2.6653676,2.665825,2.662265,3.9697475,3.9697475,3.0226195,2.381293,2.4015489,2.3445232,2.6836123,2.8279576,2.5286672,2.555745,2.576275,2.4514837,2.5643678,2.6161246,2.467755,3.062633,3.1059005,2.9904253,2.9677567,3.168302,2.9144793,2.1035354,2.6841147,2.0901272,3.0352318,3.0344863,3.0224028,2.3756623,2.374715,2.8386693
Fiz1,0.065905996,0.06592786,0.065641105,0.11311032,0.11311032,0.0,0.10339438,0.10133644,0.09953343,0.10499587,0.11699615,0.09211435,0.10682301,0.110320054,0.0890635,0.06718279,0.068097614,0.06547511,0.08943698,0.10156472,0.069197305,0.06043085,0.06848224,0.058291882,0.044583168,0.08941036,0.043547895,0.057952177,0.05765735,0.07568146,0.057799943,0.057709217,0.08818278
Zfhx2,0.038824014,0.038807318,0.03888868,0.023287939,0.023287939,0.05996035,0.027637215,0.028657427,0.025938429,0.033220313,0.030572582,0.036062483,0.022940312,0.02255238,0.024910394,0.021466756,0.020202966,0.023825832,0.023441851,0.0219018,0.026012005,0.03611033,0.033959266,0.03668179,0.10243319,0.05755364,0.10346967,0.06947442,0.069892235,0.04328493,0.092913285,0.0930483,0.059598595
Mphosph8,0.3094284,0.3095353,0.30982158,0.17516173,0.17516173,0.28169477,0.31327784,0.31352046,0.332023,0.24288109,0.238877,0.2471792,0.24569581,0.24734953,0.23729752,0.24577157,0.23954448,0.25739548,0.21461906,0.22732563,0.19341338,0.20834503,0.19518682,0.21184067,0.18780808,0.17264664,0.18815823,0.18920882,0.18941768,0.18090332,0.21152651,0.21171811,0.16303097
Mcm3,0.03484284,0.03480795,0.03468164,0.03315138,0.03315138,0.0,0.39459956,0.3960353,0.3077401,0.25491273,0.27321705,0.23526426,0.32360554,0.33412117,0.27020258,0.42413077,0.4414338,0.39183176,0.31309238,0.3471162,0.2563109,0.098781206,0.11162441,0.09536923,0.123974495,0.037299056,0.12597623,0.056843903,0.057009287,0.04362438,0.047890026,0.047882143,0.034433696
Tob1,0.12775625,0.1275807,0.12783661,0.15443577,0.15443577,0.06470856,0.08513241,0.0858792,0.086487286,0.09756489,0.12815778,0.06472544,0.09083145,0.098212756,0.053345982,0.08302955,0.09538126,0.059973028,0.075297296,0.08695644,0.05583965,0.051173296,0.09188674,0.04035719,0.05505074,0.08329571,0.05439843,0.09872345,0.09950288,0.04853361,0.11147436,0.11157074,0.065965034
Crtc1,0.086365834,0.086392455,0.08662056,0.061196916,0.061196916,0.09897052,0.08256224,0.08077018,0.09030333,0.05332848,0.052546043,0.054168373,0.058378417,0.056505572,0.06788954,0.0564248,0.05144076,0.065728344,0.061396692,0.06015619,0.06346694,0.079651274,0.086386375,0.077861995,0.08036265,0.064884044,0.08072012,0.061394002,0.061359826,0.06521099,0.07347733,0.07363137,0.017379982
