gene_name,0_CD25KO,0_CD25WT,0_P14NAV,1_CD25KO,1_CD25WT,1_P14NAV,2_CD25KO,2_CD25WT,2_P14NAV,3_CD25KO,3_CD25WT,3_P14NAV,4_CD25KO,4_CD25WT,4_P14NAV,5_CD25WT,5_P14NAV,6_CD25KO,6_CD25WT,6_P14NAV,7_CD25KO,7_CD25WT,7_P14NAV,8_CD25KO,8_CD25WT,9_CD25KO,9_CD25WT,9_P14NAV
Trdv1,-0.15710017,-0.12702456,-0.17064162,-0.097320564,-0.11365346,1.2359185,0.042036448,-0.091344565,-0.1026632,0.120151624,-0.3915019,-0.20875132,-0.4155489,-0.14379865,-0.28350255,-0.38103494,-0.6547474,-0.13181402,-0.18268672,0.9364533,-0.31069544,0.08311077,-0.17612971,0.71283257,0.35896942,-0.034670677,-0.347921,-0.3885627
Gm43647,0.7947458,-0.7163691,0.82137394,-1.8155713,-1.2029136,0.33502537,0.40322593,-0.34720102,1.2987491,-0.44871703,0.9220641,-0.43088743,-0.46996632,-0.680502,1.6210907,-0.84903175,0.8072772,-1.1581912,-0.7378921,0.52563435,0.4660619,0.33339113,-0.40182814,-0.2800421,-0.15889512,-0.47218576,-0.33083907,0.8360263
Trav22,-0.36505497,-0.22728308,0.057301424,-0.56549585,-0.3973455,-0.5068004,-0.16370466,-0.5837444,-0.28169733,-0.35558447,0.22847341,-0.23097745,0.5079224,0.19526891,-0.07716109,-0.35744128,1.3806275,-0.42731777,-0.2688491,-0.29190195,-0.39535832,1.1443504,-0.24126346,-0.39565036,-0.39340085,0.06785921,0.303458,-0.2168757
Trdv3,-0.09821,-0.059734087,0.20311269,0.004794085,-0.04191169,-0.07994442,0.28338385,0.16541435,-0.107864246,0.24821502,-0.4804349,-0.17506327,-0.3598929,0.11081711,-0.15810828,-0.27239314,-0.62967575,-0.07929243,-0.11486073,-0.21316326,-0.1914031,-0.16812807,-0.16466215,-0.24202225,-0.2825925,-0.20797583,-0.28179532,-0.21621221
Gm30275,-0.09495023,-0.033854995,-0.3059669,-0.0069056265,-0.042836495,-0.08281141,-0.18762189,-0.20425372,-0.13999027,0.50306016,-0.16855991,-0.15759654,-0.10133332,-0.09370668,-0.046469755,-0.20069805,0.16432397,-0.09413288,-0.08637348,-0.26125,-0.13051292,-0.114716895,-0.16800137,-0.09528389,-0.13747369,0.11585032,0.22479807,-0.08082032
Trdv4,-0.09276203,-0.049889594,-0.2607304,0.01140588,-0.036074687,-0.07340792,0.30363923,-0.22238246,-0.113546886,0.31598753,0.029971974,-0.16939782,-0.2887861,-0.3081125,-0.12940325,-0.25161207,-0.20447662,-0.07733312,-0.10454543,-0.21502121,-0.17149828,0.5420152,-0.16425052,-0.19983962,-0.24157967,-0.12541476,-0.15526932,-0.17970721
Trdc,-2.4905612,-1.3652751,0.60644734,-5.6515,-3.6729062,-0.56114745,0.8501018,0.23794614,-0.8529906,0.8924562,-0.42620385,-0.44321638,0.15094404,0.101371445,-0.7659165,1.5320783,4.886161,-3.308174,-2.2934775,-0.23070244,1.758771,0.7290028,1.3400623,0.6042472,1.4446045,-1.2245445,-0.9060536,0.64685297
Trdv5,-0.09220857,-0.054414786,-0.014790153,0.01640521,-0.034260646,-0.07087025,-0.23433308,-0.2275334,-0.10618374,0.26012927,-0.08827137,-0.17271341,-0.34127307,0.7461178,-0.15259871,-0.2658819,-0.18561196,-0.072707795,-0.109665886,-0.20222504,-0.18301535,-0.15994085,-0.1632176,-0.22913912,-0.2707438,-0.19288465,-0.26152208,-0.20738614
Abhd4,-0.39754525,-0.2930702,-0.6144009,-0.599384,-0.43059194,-0.54338264,0.43599203,0.12500308,-0.23763701,0.078305416,-0.46754083,-0.26974866,0.33787438,-0.7384719,-0.2817956,0.42840588,1.1996454,1.7164024,-0.3382677,-0.403361,-0.53140724,0.94682163,-0.24244884,1.4707154,0.44442236,0.8872438,0.111366674,-0.4747848
5330426L24Rik,-0.09326557,-0.054227214,-0.02003177,0.013479479,-0.035856687,-0.072849736,-0.23363928,-0.2278807,-0.10809565,-0.37595513,0.34519657,-0.17233542,-0.33240095,0.12877482,-0.14825518,-0.26369503,-0.6270503,-0.07476829,-0.10932551,0.40303868,-0.18173732,0.53355706,-0.16367373,-0.22457342,-0.26604763,-0.1801051,-0.24085368,-0.20255306
Mmp14,-0.17512515,-0.16939527,-0.14579827,0.91479135,-0.13080005,-0.18217176,-0.18583533,0.48810458,-0.06977896,-1.0543664,-0.9082275,-0.23439701,0.4554438,-0.16282728,-0.4247857,-0.47884324,-0.5830831,-0.13044633,4.48968,0.35476017,1.4348286,0.7187894,-0.17573385,-0.65931505,-0.68471974,-0.5661619,0.8720316,-0.5650096
Lrp10,-0.004165221,-0.72551894,-1.6916237,-2.328636,-0.5208779,-1.3023227,1.9806163,1.5305989,-0.10168688,1.1768743,0.7557013,-1.088952,-0.21906456,-0.24854949,-2.0937762,-0.70527226,3.013143,-2.415861,-1.4201758,-2.2978117,2.168395,0.590281,0.63528025,1.405083,0.963122,-0.80852836,-2.1492283,-0.030858314
Ajuba,-0.054585267,-0.02623059,-0.13901472,0.09323986,0.014845147,-0.012233081,-0.18103167,-0.17317829,-0.08822903,-0.3422869,0.010769487,-0.16161789,-0.28033763,-0.30721793,-0.14245749,-0.24036875,-0.116245225,-0.027292345,-0.082862794,-0.12151951,-0.14308293,-0.11961049,-0.15323547,0.7020699,-0.22760731,1.0279362,-0.2457205,-0.18138333
Cdh24,-0.42465454,-0.29736933,-0.0458689,-0.11940168,-0.4695127,-0.5910619,-0.38236982,-0.48535058,-0.2735806,0.8573254,0.43419227,-0.2664694,-0.10716333,-0.1605814,-0.21344775,-0.47327736,1.601022,-0.47888175,-0.33970845,-0.929655,0.17369711,-0.21558918,5.597411,-0.20249921,0.5528256,-0.31898504,0.014905363,-0.40257978
Pabpn1,-0.35869026,-0.9467789,-0.042048845,1.2154772,-0.30564317,0.46916097,0.20053923,-0.18517336,-0.8341364,-0.17799985,0.8652724,0.86153495,-0.8688656,-1.006737,-0.9052891,-0.084888466,0.6588451,-1.0015908,0.17239195,0.49124944,-1.1933438,-0.6613947,1.1449199,-1.0919374,0.55447215,0.7464761,-0.49767658,1.0259573
Zfhx2,-0.65860116,-0.4888153,-1.0351493,0.18925165,-0.77128047,-0.9501844,1.7079293,0.79609495,2.672098,-0.32508072,-0.71275073,-0.34686646,0.14295322,0.2978155,-0.35303232,1.2354441,-0.49416137,-0.7483088,-0.5244512,-0.46810734,-0.59552264,0.22950698,-0.31167856,1.917691,2.3066537,-0.19861603,-0.4755215,1.0701762
Dcaf11,-0.58435124,-1.0470786,0.4758658,0.9019189,0.97342694,1.0636252,-0.070971526,-0.3125051,-0.67309594,0.013857405,-0.31136152,1.3537194,-0.31581432,-0.8395524,-0.64757574,2.2239552,-0.13666074,-0.8547621,0.05488961,-0.80493546,0.6520769,-0.36379254,-0.49795437,0.40862712,-0.34734625,0.14963923,0.42964622,-0.04009656
Irf9,-0.9255815,0.15849043,0.31999838,0.42909852,-0.63599634,0.98611873,0.47270393,0.6133464,0.53922594,0.22309723,0.14676686,1.0116655,-1.5074047,-1.1132454,-0.6929086,-1.4109148,0.065458074,0.032377705,1.0527382,-1.1144966,-0.8276219,-0.15756749,-0.57906055,0.50799173,0.852315,0.1617956,0.25044742,0.9937936
Ipo4,-0.6236159,-0.46302032,0.8228045,0.18366386,2.3182585,0.28154463,-0.8496663,0.032002497,-0.34466505,-0.3937047,-0.700533,-0.33683982,-0.18371107,0.55491495,-0.34555396,-0.6574292,-0.52590173,0.91183746,-0.4999886,-0.32497638,-0.77281606,-0.7519896,-0.30232227,1.199667,0.3855309,0.9261897,0.16479893,0.95160425
Tm9sf1,1.218325,-0.49362645,0.040778916,-0.14272512,1.366791,-0.29426673,-0.1017804,-0.4686583,2.3463113,-0.30592614,0.10212564,-0.3547437,1.2159191,-0.37725505,-0.4388776,2.6807532,0.29984602,0.29970095,4.879139,-0.71001637,-0.25796688,-0.57172525,-0.3031033,-0.3220101,0.52061117,-0.48544237,0.43132037,-0.12531666
AC174678.1,-0.20595609,-0.12506342,-0.14176406,0.16854973,2.0095897,1.1749824,0.10066607,-0.3743259,-0.18139294,-0.35755253,0.034672536,-0.19600406,-0.36813918,0.03452612,-0.1144444,-0.29984596,-0.009902665,-0.2216785,-0.1744442,-0.48044458,-0.26806286,-0.25085953,-0.19600882,-0.28993243,-0.3133199,-0.06470389,0.0045979805,1.7494003
Rabggta,-0.9989339,-0.7676967,-0.020910138,0.5818436,1.471603,-1.4724891,1.3976191,-0.5529893,-0.4899751,0.06442398,0.0016392061,-0.46408868,-1.4147841,0.12460625,1.433105,1.9724212,0.2188314,-0.1874397,0.60925245,0.037898466,-0.1214129,-0.19379964,-0.39768192,0.5177458,-0.91568077,-0.44004348,0.19715537,0.60404795
Cma1,-0.26412624,-0.15134649,-0.8175069,-0.35963613,-0.2656865,-0.34961134,1.5161675,0.59787464,5.890958,0.09260748,-0.17204703,-0.20098059,0.25375804,-0.09400126,-0.0483999,-0.28802317,-1.0572807,-0.30574957,-0.19657919,-0.64586514,0.06925935,0.25243697,-0.21454436,-0.26117167,-0.27569592,0.13602975,0.5462717,-0.1452496
Gzmb,-0.8315468,-1.2140561,-4.245256,-3.1188831,-2.290134,-2.972927,4.505142,5.3320065,0.88452494,1.594792,2.3495412,-1.3069767,4.181028,5.930183,-0.26997522,-0.44372568,-1.6575423,-1.6084144,-1.2243557,-2.5534086,4.7925816,5.0466747,-0.69382906,-5.624076,-5.3409443,-5.25689,-3.8961132,-4.473247
Zmym5,-0.042883202,-1.0198656,-0.16058375,-0.17693754,-0.030067502,-0.77524006,0.04451374,0.2357272,2.4816113,0.16188523,0.1459095,-0.56240934,-0.6703555,0.11069865,-0.6352096,-0.8721144,0.87942195,-0.24453741,0.31187043,0.0050645466,-0.65930194,-0.59771556,-0.4886308,0.56436265,0.0718673,0.56872684,-0.46866304,1.7605137
Zmym2,-0.38234648,0.23288949,-0.2584212,0.5983237,0.93190134,-0.063799135,0.14786293,-0.5562573,-0.48922434,0.13757575,-0.5189826,-0.38101402,0.2427193,-0.38679117,-0.2701567,-0.7208479,0.7653038,2.44179,1.0603074,0.5696818,-0.19937705,-0.37586662,-0.36511952,-0.85712737,0.5072927,0.81446546,0.3323384,-0.62364596
Ift88,-0.22847296,-0.14424971,0.26776993,0.44542927,1.9842302,-0.28739432,0.064250074,-0.4096494,-0.18880649,-0.40851688,0.15683475,-0.20427734,-0.429664,-0.43777928,-0.1314708,-0.32198894,-0.9195223,-0.24700145,-0.19307376,0.7027087,-0.29764307,0.21087486,-0.20156702,-0.3335806,-0.35312262,-0.11073547,0.4625431,-0.23201571
Xpo4,0.10359912,4.5335946,0.09198322,-0.08041248,-1.0824871,0.34993464,-0.70835704,0.14333439,-0.34924027,0.26172617,-0.32501295,-0.48752528,-0.13789226,0.7290084,-0.8623336,-0.68870467,0.7589301,-0.25887793,-0.8096904,-1.0152508,-0.2637869,0.31762207,-0.36239958,-0.3575878,-0.58813417,0.5673165,1.1200813,0.9126191
Lats2,-0.75237435,-0.53984386,0.036682412,0.97089833,0.679658,0.085344285,0.3108315,0.86740494,-0.43432397,-0.14308935,-0.4283515,-0.3609868,0.067340605,-0.7922253,-0.28748566,-0.68654114,-0.27213082,0.15663323,-0.5698006,-0.4676468,0.38807172,-0.46580645,-0.3400056,-0.3114212,0.5400508,-0.01255718,0.06421004,0.116218925
Zdhhc20,-0.90463674,-0.8313102,-0.9939767,0.6346161,-0.5801839,-0.41825664,0.6453161,0.33248383,-1.1909596,0.09418985,0.01505726,1.1195064,0.5286239,-0.7961744,-1.0609815,-0.005540084,-0.2580647,2.8284242,-1.0335864,0.7068694,1.0924892,0.7276432,-0.7993948,0.2770669,-0.06516049,-0.21344264,-0.28342238,-0.3834226
Phf11a,1.7349453,-0.8490677,-1.904838,-0.71965826,-1.0617821,0.32796827,2.6802664,1.5209281,-0.2352445,0.9995799,0.44671053,-0.54202485,1.0797971,0.70743597,-1.2324611,-0.41100994,-0.2581563,-0.9145021,0.80302733,-1.5296578,1.5594567,1.9887486,-0.34764048,-1.407861,-1.0122418,-0.6360592,-1.4133508,-1.2193372
Phf11d,-0.16557784,-0.10221286,-0.47704756,0.6511657,-0.13160516,-0.18764801,0.20666696,0.078353666,-0.15149269,-0.3916257,0.41107675,-0.18930562,-0.38268363,-0.39857832,-0.13851932,3.199306,-0.3468921,-0.16701157,-0.15393683,-0.37644508,-0.24333298,-0.22333112,-0.18396881,-0.28189674,-0.3116485,-0.140799,0.3853996,-0.21739787
Phf11c,-0.0973092,2.1325421,-1.0069513,0.727663,-0.9439112,1.6471765,0.33744478,-0.15413217,-0.5344313,-0.6540785,-0.33042297,-0.5381516,-0.19329193,-0.6503382,-0.7450035,-1.1913353,1.0951058,-0.34199253,0.3949328,-0.4392317,0.36535808,0.070748314,-0.44052672,1.5337938,2.1550915,0.9905184,-0.313095,-0.74185157
Atp8a2,-0.28737348,4.672009,0.049970806,1.3216633,3.7742739,-0.38509274,-0.444505,-0.068267114,-0.24191976,-0.28705847,-0.30647197,-0.2093945,-0.3370306,0.23749462,-0.06512138,-0.31034666,-0.6523638,-0.33203927,-0.21561056,-0.69053346,-0.31752348,-0.30601585,-0.22031541,-0.3051332,-0.31569558,0.09099535,0.29549128,-0.17388438
Kpna3,-0.9686327,-0.25185052,-0.3647621,0.44030663,-0.34184107,0.57468003,-0.89181757,-0.7254604,-0.24912706,-0.0636933,1.1521188,-0.5660916,0.9653299,2.258015,0.5778699,-0.34761906,1.2128928,-0.9771819,-0.36427352,-0.7830314,-0.031901397,-0.63010865,-0.36138514,-0.9118493,-1.1762476,-0.7358994,-0.82690614,0.68367577
Trim13,-0.46635425,-0.321916,0.114994176,0.39712524,2.7344897,0.17800461,-0.27796713,-0.028543279,-0.30309674,-0.43377692,0.048911694,-0.27405486,-0.26393834,-0.09239693,-0.19306608,-0.4817171,0.28528148,0.90883225,-0.36194554,-0.620851,-0.5488151,-0.5337939,-0.26477697,0.6299528,0.95628864,-0.25341785,-0.14323111,0.7212665
Kcnrg,-0.22151947,-0.12071157,0.4824048,-0.27161977,-0.20979293,-0.2827724,0.12642191,-0.37752402,-0.21182908,-0.20153567,-0.21544611,-0.18931854,-0.22032265,-0.20049043,-0.042976014,-0.26293275,-0.53475934,-0.25329122,-0.16765755,0.67496526,-0.24534899,-0.23344299,-0.20300996,-0.21304207,-0.2345819,0.14529245,0.34319553,-0.12308771
Dleu7,-0.17448024,-0.11491038,-0.021385424,-0.15250006,-0.14189227,1.2268854,-0.34834814,-0.3450252,-0.1470774,-0.46728018,-0.30860347,-0.1961766,0.5825916,0.74748504,-0.16940902,1.0910159,-0.34142953,-0.17292829,-0.16700923,-0.38137385,0.39373598,-0.24571387,-0.1852494,0.24762271,-0.3582221,-0.22918032,0.591055,-0.25779718
Fam124a,-0.09918006,-0.03799116,0.15126841,-0.014785976,-0.048143405,-0.089075625,0.3317231,-0.21153015,-0.14061835,-0.15833186,-0.18633556,-0.15952535,-0.11864003,-0.112486534,-0.05218232,-0.20643486,-0.7133505,-0.09846364,-0.09046698,-0.26804957,-0.1373732,-0.12131175,-0.16895005,-0.106716946,-0.14815989,0.0998994,0.2021647,-0.08924
Ints6,-1.2122364,-0.97083586,0.39541072,0.10575621,-0.016002174,1.1611056,-0.65228623,0.046343982,-0.52946806,-0.37620753,-0.044690333,-0.55752337,-0.049246285,0.53857726,-0.82023406,-1.2548376,-0.6967471,1.1380551,-0.9939796,0.32726228,-0.28613362,-0.0022035355,1.8043633,0.2890258,0.44133073,0.93908846,-0.061864015,-0.19270861
Ctsb,-0.7686129,-0.3495713,-1.256985,-2.5254827,-0.6402789,-1.1768125,2.6753137,2.108477,0.02332666,-0.082470655,-0.21563153,-1.0580482,1.3189733,2.0745895,0.22707164,-0.026461758,-0.26386014,-0.8282108,-1.7472932,-2.1706662,1.6554742,0.81129175,-0.71914476,2.045309,2.612358,-1.4417475,-2.4604971,-1.2641263
Blk,-0.0832267,-0.0224381,-0.2777235,0.0149727035,-0.028117234,-0.065433316,-0.16511835,-0.18414283,-0.13818176,-0.100947596,-0.119910434,-0.15228374,-0.053873833,-0.042235903,-0.03085892,-0.18493715,0.175999,-0.0820919,-0.07508029,-0.24229357,-0.11161398,-0.096538566,-0.1653635,-0.063881576,-0.108139195,0.15941468,0.28651544,-0.057751287
Hmbox1,-0.77195805,-0.5668955,0.021592628,0.57485175,-0.92074466,0.07457337,0.01652704,-0.35444435,-0.42587686,0.3824511,-0.3574334,-0.37548158,-0.010448232,-0.036119115,2.1801562,-0.19297735,1.3157603,0.35784385,-0.59757435,-0.5608237,-0.30636927,-0.4100897,-0.34298065,-0.079286754,-0.5308526,0.61058134,-0.16289642,0.95173657
Zfp395,1.1980382,2.5043542,0.16226795,-0.47559136,1.9297391,0.08829116,-0.582383,-0.16509147,-0.3483368,-0.6397245,-0.57543033,-0.28598234,0.65697247,-0.21560024,3.3237371,0.47914392,-0.36892796,-0.6204814,-0.39664567,2.5568342,-0.5925887,-0.5814768,-0.28369135,-0.39484814,-0.21381204,1.2431879,0.5880684,0.7293373
Esco2,0.4731262,1.2409635,-0.07994318,-0.39738262,-0.40301806,-0.48314518,-1.5587707,-1.1763635,0.26497257,6.855045,7.658896,-0.53738874,-2.1852777,-2.5517442,1.4942609,-0.16080193,0.094926655,-0.19114289,-0.13668396,-0.06704761,-1.4640813,-1.3250666,-0.18801808,-2.740058,-2.917548,-1.7478585,-3.1114087,-1.8455061
Trim35,-1.1976142,-1.0783755,0.08729274,-1.2791845,0.1998459,0.23638622,-0.31003428,-0.52162904,0.3585959,-0.2060187,-0.52236825,2.765594,-0.048165943,0.40637073,1.1421593,-1.1461712,1.5412085,0.93084157,-1.5064591,-0.15454958,1.4831474,0.43339053,1.037271,0.59321445,0.41975358,0.28189975,-0.5748657,0.71821
Adam28,-0.19146416,-0.11245708,-0.103695326,-0.1990713,-0.16741341,-0.23109458,0.1768281,0.455186,-0.1769923,-0.32195044,-0.36686724,-0.19049767,1.0249774,0.23483735,-0.10226689,-0.28482977,-0.4273232,-0.20558725,-0.16216613,-0.45347124,-0.24839278,-0.23159723,-0.19247779,0.6236072,-0.28614634,-0.03153575,0.04841332,-0.18332422
Loxl2,0.24284673,-0.260271,0.23839392,0.59408903,-0.35973373,-0.45824566,0.29899544,0.4028831,-0.20225655,-0.7129443,0.19393523,-0.25900525,1.333518,-0.6925296,-0.3004857,-0.48704845,-1.0289612,1.2466882,-0.30823085,-0.7035489,0.9025217,-0.46632773,-0.2271059,-0.036670238,-0.66192335,-0.16204037,0.46848282,-0.4777543
Chmp7,0.32239404,-0.7497693,0.39761433,0.20085713,-0.3897446,-0.9330174,-0.9489493,-0.19033268,-0.44601277,-0.08870391,0.14979689,-0.46190345,0.3668619,-0.24231978,-0.61991817,-0.55365175,0.04694013,0.434908,1.0776926,0.8526587,-0.5581853,0.3459645,-0.3829615,-0.5662337,0.5382435,0.49329808,-0.23088269,0.5849016
Tnfrsf10b,-0.2783163,-0.19795276,-0.085300095,1.149065,-0.27625686,2.1002614,0.23317158,-0.16074853,-0.1890752,-0.37863612,-0.5346606,-0.23050131,0.41304144,0.3353865,5.8007774,-0.40430525,-0.9525846,-0.29405823,-0.24685179,0.00016953288,-0.3906454,-0.36821795,-0.21185592,0.13749212,-0.50898725,-0.36683992,0.4786316,-0.3594265
Rhobtb2,-0.6302116,-0.47218826,0.480038,0.9377982,0.36811543,-0.90436494,-0.22436875,-0.4608508,-0.341738,-0.4368247,0.090657875,-0.34176177,-0.60643584,-0.25220227,-0.367308,-0.67443365,0.22563258,1.772154,-0.5094063,0.03400265,-0.12668464,0.15221728,-0.303314,-0.73647493,-0.5674288,-0.009061621,1.1807517,0.15348361
Egr3,-0.3016648,-0.1941812,0.69817305,-0.043271665,-0.31143007,-0.40312704,-0.49272257,-0.5094914,-0.23077382,0.53747535,0.06033095,-0.22241329,-0.49527898,-0.49588543,-0.1280539,-0.3571016,0.55806863,-0.3392755,-0.23974843,-0.18282479,-0.3633258,-0.3479616,-0.22186466,-0.399881,0.8588962,-0.08965265,0.7039748,-0.25477916
Polr3d,1.4248161,-0.0043067615,0.87220174,0.2952771,0.98336965,0.1405545,-0.12934984,-0.64546925,-0.47024828,-1.1560137,-0.8837047,-0.44585747,1.598679,0.42404976,-0.52572095,1.7184889,-1.1017106,1.4845991,0.7079455,-1.0975937,-0.3512832,0.3465627,-0.3843641,0.56367564,-0.16243236,0.8419283,0.09282895,0.8347296
Reep4,0.3457116,-0.5010431,-0.5000095,-0.15783381,-0.23370504,-1.034379,-0.9138473,-0.85827714,-0.0969624,4.017749,2.8190463,3.8686368,-1.5003593,-2.1659203,-1.8742315,-0.44798458,0.7777991,-0.371826,-1.1130456,0.8042697,2.166101,1.2880507,2.881415,-1.8791627,-1.8107096,-2.7602592,-0.50925213,-1.4582583
Fndc3a,-0.98600596,-0.7448441,-0.048447825,-0.33196068,0.20428108,-0.026611183,-0.12253217,0.13961232,-0.5027295,-0.2569483,-0.82343674,-0.4510026,-0.7042135,0.22337219,-0.49215537,1.3249108,1.2489775,-0.25778276,-0.7697142,0.823964,-0.00045196022,-0.20370801,-0.39661396,-0.023245018,0.086369105,1.1793722,0.63392687,0.10398903
Cysltr2,-0.7451148,-0.56014276,0.13439186,0.20407704,-0.8827572,0.003361307,0.006065652,-0.22261436,1.5719335,0.015899304,-0.3873311,-0.376971,-0.23425107,-0.38021916,-0.40715817,-0.75792176,0.33248553,-0.8475181,1.659375,-0.4478646,0.78240025,0.8187365,-0.33346286,0.67548484,-0.36782673,0.38091442,0.2678066,-0.7530793
Rcbtb2,-1.5957658,0.14199999,-0.050623734,-1.8213071,-0.9666865,0.6142336,-0.18462063,1.2837276,-0.6327988,1.1012049,0.026430873,-0.7096857,0.8746811,0.09500631,0.15152882,1.1498847,1.6178509,-0.43746072,-1.3291206,-1.2984967,0.30592632,0.4451339,1.2657509,-0.60804284,-0.7234206,-0.7745855,0.138051,-0.9853101
Lpar6,0.32179877,1.1379253,0.83127344,-1.6787945,-0.47144714,-1.1034406,-0.7697207,-0.30983233,-0.81623477,-0.40450326,-0.3030746,-0.509773,-1.3981355,-0.17706934,1.2938303,-0.24919285,2.8156967,-0.19428732,-0.96125394,0.5213681,-0.32140765,0.053374298,-0.51839316,-0.48992804,0.22886054,0.88889015,1.3325295,0.90612316
Nudt15,-0.37099937,-0.2724965,-0.49500573,0.5366357,-0.3960964,2.217987,-0.260353,0.061451998,-0.22595717,-0.09623585,0.29669732,-0.2614356,-0.6344422,-0.21602799,4.050332,-0.48231536,0.21350414,-0.40184045,-0.3185884,-0.778554,0.6276334,0.62688917,-0.23552914,-0.20519665,-0.6460977,-0.08372062,0.85662603,0.12101954
Lcp1,2.0600224,-0.26131162,1.0391375,-5.2166996,-3.3193085,-2.1458032,1.5332619,1.9201478,0.19620755,0.41880786,0.9235222,1.2476741,1.8182713,2.0230298,-0.66965896,-1.2535528,0.6173208,-3.2148893,0.18475986,-4.2845173,2.8703082,2.5257654,1.0697927,0.1586563,0.35921764,-2.9908476,-3.204173,-1.0033538
Gm4285,1.7081895,-0.37896827,0.6374783,0.7452793,1.5170492,-0.7374722,-0.2972181,-0.058504235,-0.30554143,-0.32925323,0.11341564,-0.30159098,0.36341476,-0.9680344,-0.28495356,-0.5670232,-0.5895759,-0.58708113,-0.41890532,0.09845353,0.056747213,0.022027448,-0.27626297,0.17342229,-0.7835381,-0.5120787,-0.2951852,0.77312946
Tsc22d1,-0.3218191,-0.21877988,0.2953115,0.9096265,1.3961551,-0.43131638,-0.5425323,-0.5500534,-0.22673823,-0.32708716,-0.4871681,-0.23504782,0.13612564,-0.35935628,-0.17838556,3.0997312,-0.6570097,3.5358393,-0.26471305,0.36012352,0.04045181,-0.0905073,-0.22550772,0.4843488,-0.4879152,-0.23280007,-0.19327173,-0.32267958
Dnajc15,-1.444853,-1.2973974,-3.6077418,0.2591282,1.0043967,-1.7141908,3.3667655,2.9914098,-1.3540542,0.35179806,0.035198975,-1.0487798,2.0847707,1.7937346,-0.5511406,-0.09306584,-3.438436,0.597877,0.27674663,-1.4125762,3.2803895,2.9308486,-0.77044535,2.5944142,2.0438888,-2.3327367,-3.7604253,-1.6356983
Epsti1,-1.4987729,-1.0740458,-2.0477674,-3.0492036,-1.2901456,-0.08092605,3.8116307,3.9548905,-0.89316493,1.0476334,0.14415911,0.33897257,1.7891484,1.346745,-0.51963013,-0.78890467,-1.8676518,-1.9834887,-3.6064422,-0.90169,2.7017777,2.0839772,-1.639731,1.7091789,1.283232,-2.858666,-3.817124,-3.031946
Akap11,-0.825104,-0.6074961,0.34108478,0.8504228,1.0936276,-1.2117361,-0.29372337,-0.61141527,-0.4501067,-0.7000399,0.2362131,-0.3917099,1.2435625,-0.23501658,-0.36932525,-0.28041187,0.33123285,-0.9541419,-0.63631576,0.4953001,-0.24921945,-0.9542118,-0.35693982,0.42430773,-0.6119614,0.69488865,-0.15602642,-0.1502784
Rgcc,3.7623417,0.8023632,2.363857,1.2636656,-0.6336794,1.78089,-2.0287516,-2.0547209,-1.0149516,-0.6195748,-0.58457446,0.75072587,-1.254513,-0.9608542,0.8295906,1.0092127,-0.8366138,0.37884232,1.2227424,2.2472348,-1.1628269,-1.377638,0.9000699,-1.3985981,-1.0928787,1.582508,1.8231821,1.7973777
Naa16,1.1754297,1.9813685,-0.56689936,-0.0576908,1.6903714,-0.42628515,0.08710256,-0.38982585,-0.32714614,0.00089701737,1.206963,-0.5506147,0.61028117,1.1411492,0.72396547,-0.26835534,-0.054834146,-1.0611722,2.2573004,-0.8179764,-0.5594481,-0.20005256,-0.37997788,0.9436695,-0.18733014,-1.07178,0.2790465,-1.4596028
Rpl36a-ps1,-0.84650576,-0.14469539,2.3407373,3.0542753,2.6927092,2.0471036,-1.5501643,-1.486395,-0.32255954,-0.91536176,-0.9142312,0.24773411,-0.84856176,-0.7726357,0.7042032,-0.405214,-2.5886617,1.5539906,0.053336907,0.013839032,-1.3727337,-1.1423403,-0.864541,0.022785591,-0.31907788,1.743577,0.8749784,1.279498
