gene_name,P0_CD25KO,P0_CD25WT,P0_P14NAV,P1_CD25KO,P1_CD25WT,P1_P14NAV,P2_CD25KO,P2_CD25WT,P2_P14NAV,P3_CD25KO,P3_CD25WT,P4_CD25KO,P4_CD25WT,P4_P14NAV,P5_CD25KO,P5_CD25WT,P5_P14NAV,P6_CD25KO,P6_CD25WT,P6_P14NAV,P7_CD25KO,P7_CD25WT,P7_P14NAV
Spn,-0.50459915,-0.090879865,-0.27165776,-0.1903818,-0.29438168,-0.71037275,-0.7246302,-0.50057745,-0.56025374,0.108969994,-0.34603542,0.20796278,0.13160329,0.25956982,0.2777306,0.18202265,1.295605,0.81378025,0.53937894,0.6809112,0.75762635,0.6667636,0.48769137
Zfp553,-0.063863136,0.1362408,0.056414284,-0.13698842,0.0021861345,-0.049713276,-0.0011087222,0.2541259,0.6869811,-0.1744885,-0.23794276,0.029303873,0.0345863,-0.20256945,-0.034042142,-0.038564906,-0.2509984,0.078252584,-0.18343768,1.2023515,0.09796055,-0.058787197,-0.2684803
Zfp771,-0.14075218,-0.24876785,0.042106625,-0.09903474,-0.31339285,-0.003360044,-0.03431177,0.058165487,-0.21002853,0.16962847,0.117663875,0.025456363,0.008750505,1.0236273,-0.04823921,-0.07246597,-0.34583423,0.1427808,-0.01622166,-0.2680175,-0.22228244,0.008794879,-0.30611578
Itgal,-0.3173582,-0.15488334,-0.21508828,-0.50158036,-0.5248275,-0.48165438,-0.76915884,-0.66302574,-0.7105901,0.06662592,0.08122226,0.24177161,0.11318228,0.04918716,0.17574242,0.3336441,0.16211034,0.6684597,0.7013409,1.6514719,0.5569389,0.4923628,0.7975361
Zfp747,0.094359845,-0.17637818,-0.0015183943,-0.011708834,-0.19993171,-0.20039442,-0.09085532,0.0420028,0.27158514,0.015333691,0.04988945,-0.022730475,0.03736654,-0.102921255,0.08539372,-0.026751757,-0.17784192,0.05233798,0.072027825,-0.23082846,0.043164715,-0.1810181,-0.20488678
E430018J23Rik,0.22454803,-0.11648066,0.028469753,-0.07588273,-0.12801114,-0.12823765,-0.07461351,-0.051923927,0.13961662,0.046080533,0.03348048,-0.038952548,-0.05166543,-0.08052031,0.028972263,-0.015287305,-0.11719722,-0.03991798,-0.0038288815,-0.14313643,-0.117500745,0.12592494,-0.13043685
Zfp764,-0.17283021,-0.16305335,0.021524852,0.05621232,-0.17201322,-0.17218924,-0.03365658,0.026203576,-0.14945388,-0.00040717216,-0.032764852,0.094333485,-0.09508261,-0.13511002,-0.07855333,0.09781793,-0.16361016,-0.0012498257,0.07658447,-0.18376647,-0.16384602,-0.16481839,-0.17389815
Gm45184,0.04984555,-0.18003538,0.04607101,-0.08063648,-0.21740355,0.12237196,0.16678308,0.0812391,-0.12331719,0.04165037,-0.15031406,-0.070796475,-0.027961945,-0.06349444,-0.030153414,-0.043859925,-0.18235762,-0.021272637,-0.046335544,-0.26642185,0.04446159,0.08950908,-0.22526486
Zfp689,0.3964034,-0.13055886,0.028458256,-0.00043378444,-0.14580385,0.081071936,0.109192416,0.044296224,0.3045506,-0.12107661,-0.11843354,0.031444162,0.04051926,-0.08301398,-0.007417647,-0.053084146,-0.13150626,-0.07069665,-0.13984303,-0.16580172,-0.13190757,0.051136237,-0.14901102
Prr14,-0.20889118,-0.004519396,-0.071029596,-0.08363669,-0.18536544,-0.1827661,-0.22032051,-0.30453202,-0.27710167,0.15313217,0.20921694,-0.038255773,-0.010383174,-0.6298805,0.28837958,0.16440873,1.4607049,0.008099739,0.061980385,1.8373168,0.17749646,0.22100453,-0.45080954
Srcap,0.11866107,0.14771263,0.042329695,-0.068995334,-0.057526074,0.121105194,0.09472156,0.26511368,0.43406922,-0.17887078,-0.14471248,-0.10507662,-0.075186186,-0.22106014,0.03225336,0.12702985,-0.2534145,-0.10875498,-0.027802348,-0.27629668,0.009375378,-0.18747766,-0.2650938
Gm42715,-0.21561109,0.17598656,-0.01732199,0.10161598,-0.21540679,-0.07919903,-0.1412704,-0.096454956,-0.2097655,0.049054824,-0.21138419,-0.11365632,-0.038314816,-0.2061786,-0.15643238,0.054860882,-0.21330547,0.030375741,0.07112078,-0.21834587,0.18469252,0.18263663,4.9587383
Stx4a,0.17238018,0.050421517,0.028717177,-0.0641483,0.038544953,-0.15294233,0.06978107,-0.12697859,-0.13911651,-0.23261625,0.10792836,-0.05441342,-0.07636784,1.3989751,0.056581885,0.082739726,0.91061383,-0.071091734,0.119413674,-0.6558732,-0.069672234,4.043766e-07,-0.6458995
Zfp646,0.15205236,-0.33591503,0.053924326,-0.014620897,0.018984474,-0.102121085,0.046770282,-0.027413866,-0.2330478,-0.26265654,-0.056679614,0.004689387,-0.07964367,0.8423494,0.16339709,0.14577088,1.6858189,-0.07633733,-0.011663976,-0.4614402,-0.3012378,-0.16635598,-0.4398987
Vkorc1,-0.35661337,0.16178815,0.012258248,0.17632905,0.09172501,-0.2523863,0.06738053,-0.059450954,0.08544707,0.0861898,-0.1468791,0.077808335,3.803953e-05,-0.34478736,-0.022318764,0.046302415,-0.35372272,-0.11917871,-0.09770583,-0.3600421,-0.15898672,-0.064007364,-0.3569482
Kat8,-0.07457781,-0.29188618,-0.01802358,-0.054418225,0.3155229,0.063121215,0.03614891,-0.025045518,-0.0043534446,0.047074694,0.056494113,0.0835785,-0.030984504,1.0083556,-0.01344796,-0.037770007,-0.37297282,-0.15282089,0.006469224,-0.41353846,0.31934738,0.28226945,2.8440006
Pycard,-0.38398325,-0.16585998,-0.35901704,-0.71972173,-0.7994209,-0.63054276,-1.0973641,-0.8659696,-0.81510216,-0.002496247,-0.25128034,0.5078424,0.50456506,-0.15614848,0.24209009,0.17856771,-1.0248299,0.95822084,0.87223005,0.7626163,1.2348187,1.2909441,1.8471678
Itgam,-0.19184569,-0.28173104,-0.15203525,-0.19212301,-0.19935691,-0.19773868,-0.1064362,0.06752772,-0.4067602,-0.27804545,-0.17165063,0.23586026,0.24584116,-0.53863305,-0.06310463,-0.092672355,-0.27661192,0.3332706,0.54835165,5.5877795,0.3579065,0.13370883,-0.18202746
Gm49368,0.34947047,-0.0965417,-0.062211987,-0.06948713,-0.071671195,-0.071182616,-0.18684648,-0.23578648,-0.13429067,-0.11201093,-0.116322815,0.12219304,0.00654778,-0.1741059,0.20461585,0.08230824,-0.094996125,-0.08812633,0.007646106,-0.039046895,0.33065528,0.06287549,-0.06643907
Itgax,-0.37799585,-0.38490555,-0.36237597,-0.4387196,-0.45383644,-0.37915227,-0.71325314,-1.0488338,-0.7847148,-0.31573638,-0.25051054,0.45170817,0.3041286,-1.1628302,0.5756731,0.17321585,-0.6152781,0.8450757,1.0844228,0.8066869,0.9461371,0.56143296,-0.4176227
Rgs10,0.34391636,-0.043297242,0.4618033,0.041398842,0.4118961,0.7761262,0.8433393,0.6097635,1.2877619,0.29232362,0.08322018,-0.406112,-0.45885232,1.159894,-0.36924446,-0.22091554,0.11580534,-0.7808298,-0.89817315,-0.59691334,-0.8782678,-0.88364494,1.4211104
Inpp5f,0.08132952,0.13625859,-0.017209746,0.060331203,0.90467906,0.11552357,0.26002032,0.015774993,0.17561974,-0.07739254,-0.051504828,-0.04598088,-0.11383829,-0.14476047,0.05228188,-0.03834174,-0.17459261,-0.08063462,0.106071465,-0.19569094,-0.17483948,-0.11327874,-0.18536142
Sec23ip,-0.011875477,-0.061068863,0.030497856,-0.080263406,0.012141311,-0.34917477,0.038278587,0.19520602,-0.47284812,0.058742497,0.18733232,-0.061877947,-0.08817964,-0.55087435,0.018336205,0.08424588,-0.39584225,-0.10706617,-0.06761082,-0.28619814,0.3328391,0.06383096,2.9432652
Plekha1,-0.22395492,-0.07503063,0.05896395,0.113755725,-0.22098216,-0.053895872,0.3977755,0.13213299,0.7577676,0.017892675,0.0304504,-0.11271598,-0.097589746,-0.08670506,-0.054297447,-0.02157475,-0.19040655,-0.19941187,-0.05388953,-0.26374793,-0.035810526,-0.19480287,-0.22784072
Acadsb,-0.20797695,0.16619077,-0.0035015806,0.018605864,0.03515959,0.062788635,0.1702325,0.12260666,0.13488735,0.0006867324,0.04082765,-0.09721869,0.08546739,-0.074370995,-0.052199066,-0.0595488,-0.17531927,0.016933646,-0.036529932,2.2207303,-0.17615467,-0.05107103,-0.2117596
Chst15,-0.14500229,0.410552,0.06169998,-0.027322212,-0.14142726,-0.14219747,0.28114256,0.117290154,0.44852307,-0.0778342,-0.07103679,0.019725425,-0.048052497,0.020054607,-0.0321652,-0.02060513,-0.10465697,-0.11548677,-0.12609734,-0.19285741,-0.105689034,-0.109943986,-0.14967537
Gm34908,-0.13201565,-0.10222411,0.06325997,-0.06658861,-0.12952612,0.41775084,-0.0030904976,0.05063421,-0.060784537,-0.0064656595,-0.08050906,-0.07062371,-0.06450372,-0.017076693,-0.053440455,-0.017755173,-0.103920795,-0.048277073,-0.055327397,-0.16534,-0.10463948,-0.107602455,-0.13526979
Fam53b,0.14604324,0.13886634,0.05658574,0.0069450676,-0.16697834,-0.27104735,0.24440779,0.020049216,0.83318084,0.099109635,0.10262844,-0.012554254,-0.09437854,0.5457923,-0.029142244,-0.13129765,-0.5693752,-0.2075073,0.03970631,0.33778125,-0.2316637,-0.012006476,-0.6367078
Zranb1,-0.037873685,-0.15763195,0.035536557,-0.011355928,0.24677058,-0.12173246,0.00028100982,0.048368726,-0.2526829,0.0061034984,0.0054830005,-0.102798395,-0.12681758,-0.4253549,0.06309802,0.05098225,-0.41751516,0.045125656,-0.092592955,-0.41197062,0.0028786024,0.03252142,4.118933
Ctbp2,0.2998673,-0.0888771,0.017104914,-0.002738737,-0.11965088,0.44187722,0.022862464,0.08341887,-0.04216802,-0.06973608,-0.06440073,-0.053258356,8.9115645e-05,0.007097766,-0.033890057,-0.024816446,-0.09078954,-0.099289946,-0.10761827,-0.16001889,-0.091599606,-0.09493936,-0.1261249
Edrf1,0.097025454,-0.1783068,0.024433332,-0.0030007085,-0.16336259,0.043785557,0.057211883,0.06536567,-0.20098943,-0.032044046,-0.1901929,-0.01629049,-0.003302,-0.22491364,-0.08996183,0.001798145,-0.1773781,-0.078085355,-0.08691699,-0.14375928,0.3452154,0.09616847,-0.16021872
Ptpre,-0.42688522,-0.05964712,-0.072603256,-0.25929648,-0.031093802,-0.04193919,-0.31944138,0.020476116,-0.054945376,0.4895491,0.5165732,-0.20830481,-0.08172195,-0.47692844,-0.097024456,-0.00013251459,-0.43911746,0.37656432,0.2552276,3.3926191,0.13177764,0.2444301,2.375752
Mki67,0.008959269,-0.111976944,-0.090463676,-0.1953564,-0.23992048,-0.26951966,-1.2470016,-0.60003513,-0.9110723,-0.9496044,-1.1616707,-0.2831249,-0.18755044,-0.64616424,1.3695567,1.6176093,3.8455377,-0.5700212,-0.4059377,0.33057943,0.93162096,0.7513195,4.050383
Mgmt,0.32063222,0.51834756,-0.05461677,0.1608598,-0.0979276,-0.098357506,0.0034173464,0.04648058,-0.042827524,0.10673004,0.09576347,-0.05071415,-0.04580865,-0.0077933413,-0.036940847,-0.030488368,-0.077403545,-0.08344841,-0.0893709,-0.12663434,-0.07797961,-0.08035459,-0.10253145
Mapk1ip1,-0.21296655,-0.06867739,0.007789162,-0.08601843,0.3631403,-0.056639425,-0.1174953,-0.077711254,-0.16021872,0.20201966,0.1319417,-0.01963214,0.042433493,-0.12785232,-0.03439157,0.010114191,-0.19216183,0.2850653,-0.1249787,-0.2376438,0.019583879,-0.19488817,-0.21537629
Bnip3,0.312724,0.496246,-0.059612293,0.064931944,-0.107795104,-0.107976146,-0.06511877,0.2982179,-0.08459248,0.13906705,0.25691026,-0.08791353,0.01031811,-0.06983959,-0.082113594,-0.029158816,-0.09915243,-0.10169792,0.062120013,-0.119883515,-0.099395014,-0.10039512,-0.10973379
Lrrc27,-0.071078695,-0.07517277,-0.0013817694,-0.071091324,-0.07142081,-0.0713471,0.12616797,0.079426736,-0.08086755,0.10210566,-0.07815693,0.02905917,-0.08035645,-0.08687405,-0.08187681,0.11432342,-0.0749396,-0.073903225,-0.07288783,-0.06649913,-0.074840836,-0.07443365,-0.0706315
Pwwp2b,-0.048747294,-0.041317917,-0.033596862,0.01609763,-0.048126463,-0.048260216,-0.016596094,-0.0031982912,-0.030983765,-0.03708306,-0.03590264,-0.033437446,-0.03191125,-0.020083955,-0.029152306,-0.027144816,-0.041741032,-0.043621704,0.043395307,-0.057057682,-0.041920256,-0.04265916,-0.049558807
Inpp5a,0.32373455,-0.08704245,-0.030948836,0.033204038,-0.096273646,-0.09645499,-0.053523976,-0.035358895,-0.07303114,-0.08130073,0.1501275,-0.07635791,0.035062958,-0.05825291,0.0005499434,0.076116525,-0.08761612,-0.09016599,-0.0104174325,-0.10838283,-0.08785912,-0.088860944,-0.09821566
Cfap46,0.17506541,-0.15564814,0.0042945845,0.124494575,-0.1756813,-0.17607483,-0.0829078,-0.043486733,-0.12524141,-0.1431877,-0.041943755,-0.13246101,-0.040984932,-0.09317032,0.084736705,0.10483798,-0.1568931,0.025693545,-0.11296998,-0.2019601,0.047081664,0.09392778,-0.17989576
Kndc1,-0.042843025,-0.04534214,-0.042180784,-0.042850737,-0.043051865,-0.04300687,-0.05365813,-0.05816492,-0.04881837,-0.046766672,-0.047163744,0.07306644,0.039654482,-0.052484877,-0.04943444,-0.050109725,-0.04519981,0.0708769,0.044936236,-0.040047556,-0.04513952,-0.04489097,-0.042570047
Cd163l1,-0.13667507,-0.10257584,0.038104266,-0.13656987,-0.13382559,-0.1344395,0.010891985,0.20561147,-0.055144317,0.051876925,0.32636157,-0.028664995,-0.05940128,-0.005116544,0.05148456,-0.019921388,-0.104517855,-0.11314974,-0.07357107,-0.17481798,-0.018075602,-0.038464356,-0.14039975
5830411N06Rik,-0.24500164,0.30848464,0.1440554,-0.21680054,-0.070523426,-0.12491335,0.11287475,0.26200628,0.28837287,0.035106417,-0.102027275,-0.04261901,-0.033315606,0.074051216,0.01721923,0.010406468,-0.16701466,-0.15294224,-0.20845859,-0.33750495,-0.16900961,-0.17723438,-0.25403467
Sirt3,0.09335065,0.09800164,0.0019115678,-0.170443,0.3163981,-0.15928808,-0.1155336,-0.005577084,-0.21663482,0.032907903,0.14088628,-0.035313826,0.035893377,0.9583501,0.05881975,-0.06304321,-0.36297154,0.10770277,0.08815915,0.9112159,-0.12988959,0.07411238,-0.3284938
Ifitm2,-0.06159839,0.021171987,-0.05554337,-0.06166889,-0.06350783,-0.063096456,-0.08450178,-0.00884635,-0.11623215,-0.09747307,0.20662715,-0.022594644,-0.03280444,-0.14975576,-0.065845445,-0.06500262,-0.083146945,0.15457712,0.23191752,-0.03603884,-0.08259572,-0.08032314,-0.059102487
Ifitm1,-0.0016222572,-0.124843754,-0.042970017,-0.060320675,0.13816255,0.043785185,-0.18121704,0.35451564,-0.21487214,-0.1617367,-0.17202018,-0.14689924,0.14313713,1.2548442,-0.08129272,0.080264814,-0.12115767,-0.066061325,0.12584734,0.012276946,-0.11959632,0.19156522,-0.05305128
Ifitm3,-0.09210213,-0.1298171,-0.046286337,-0.0734304,-0.09525376,0.0013052138,-0.15083905,0.020979512,-0.18227804,-0.15131518,0.27899984,0.029664708,-0.061616633,-0.23761053,-0.087870575,-0.06998274,-0.12766916,0.22578295,0.23511237,-0.04991473,-0.043231737,-0.076791905,-0.087982506
Ifitm6,-0.04511505,-0.052284822,-0.043215122,-0.04513717,-0.04571419,-0.045585107,0.1646981,-0.08907243,-0.062257864,-0.056371696,0.24777573,-0.059889924,-0.061362788,-0.0727768,-0.06402533,-0.025167504,-0.05187649,0.15106173,0.095068425,-0.037095048,-0.051703528,-0.050990444,-0.04433189
Pkp3,0.04362925,-0.10516491,-0.147268,-0.04494488,-0.6555628,-0.08185816,-0.43494523,-0.07965471,-0.08382942,0.030956319,-0.14534266,0.28136954,0.15782377,0.6419978,-0.04653951,-0.109716274,0.4706409,0.17797394,0.36747667,-0.6695628,0.41389185,0.5504399,1.9567676
Ptdss2,0.025824256,-0.1259806,-0.014106221,-0.06968135,0.015673243,0.2586503,-0.24219169,-0.047847994,0.2282692,-0.061296843,0.007247496,-0.0049584885,-0.004563293,-0.3486512,0.17090695,0.042623598,-0.24334024,0.12369981,-0.084620126,2.0397108,-0.019638186,-0.10669214,-0.20532508
Phrf1,-0.21894279,0.46797287,-0.015375451,-0.062689364,-0.19170989,0.03939173,0.15716438,-0.06348476,0.08281185,-0.08305888,0.040519226,0.02011409,-0.01480974,0.5778267,0.07203254,0.09092793,1.7344657,-0.12970741,0.091086,-0.29203537,0.0026806404,0.038293645,-0.36741814
Irf7,0.71614426,0.24736008,-0.10295028,0.37084436,0.2919586,0.19344124,0.18622059,0.11941492,0.41413212,-0.03711462,0.01994806,-0.10954898,-0.12914737,-0.40569875,-0.13641833,-0.016662346,-0.58111143,0.08882252,-0.024296476,-0.70516944,-0.13118832,-0.012832343,-0.64443195
Deaf1,0.047065493,0.09723267,0.008570608,-0.018314864,-0.09427475,-0.295273,0.042977683,-0.37296304,0.027626192,0.11760102,-0.07577287,0.017633775,0.02751128,1.048194,0.09469063,0.029431706,-0.34214664,0.09568275,-0.2231817,-0.23201826,0.42338157,-0.038033534,-0.28593597
Cd151,-0.16209331,-0.16089176,0.055683166,-0.120686874,-0.16199291,-0.16201454,0.042142183,-0.0008025755,0.48981047,-0.16020685,0.21101761,0.021640072,-0.09623547,-0.15745759,-0.052749854,0.075549096,-0.16096018,0.10400158,-0.05186824,-0.16343735,0.055771228,-0.16110869,-0.16222456
Ifitm10,-0.2530649,0.12872066,-0.21942432,-0.13968976,0.00733307,-0.13988832,-0.46751446,-0.44206616,-0.36598563,-0.38353753,-0.041823115,0.083170936,0.025720203,-0.6193028,0.6855547,0.20548652,-0.43075874,0.23529969,0.45266074,1.0550992,0.4355898,0.6130766,-0.36269805
Ctsd,-0.6363548,-0.17576027,-0.43876356,-0.6554701,-0.40183517,-0.39693123,-1.3572348,-1.1347013,-0.95582485,-0.070121765,0.115529895,0.6218203,0.4600081,-0.25561997,0.2901489,0.20578824,0.2327985,1.099413,1.0180222,1.1912973,1.2655294,1.1595873,-0.27537516
Lsp1,-0.3422014,-0.5270138,-0.40842098,-0.6340191,-0.4427985,-0.5669193,-1.0047284,-1.1262116,-0.88020283,0.5445963,0.53597355,0.48313525,0.3592986,0.41825742,0.20023644,0.07561131,0.44769388,1.1005167,0.98338246,0.3328048,1.0450187,0.8990934,1.1447554
Tnnt3,0.3075503,-0.08798586,-0.018541943,0.07013985,-0.11211465,-0.11258866,-0.00037424415,0.047106206,-0.051362682,-0.07297797,-0.06879468,-0.06005828,-0.054649603,-0.012734869,0.034835223,0.03837287,-0.08948535,-0.096150264,0.06283141,-0.14376599,-0.090120494,-0.0927391,-0.11719074
Tspan32,-0.3473064,-0.09175079,0.25463873,-0.5107968,-0.45315772,-0.21517709,0.12773393,0.32565442,0.0107895965,-0.2692918,-0.21236472,-0.027301922,-0.09217321,0.22473466,0.025219858,-0.022121264,-0.6557371,-0.2424419,-0.1525572,0.34690318,-0.1710888,0.38050514,1.8706487
Cd81,-0.15239903,0.05132924,0.10460444,-0.10825555,-0.15038781,-0.15082112,0.040092863,0.42007163,0.75557894,-0.11461203,-0.012498451,-0.023161918,-0.097857624,-0.05954236,-0.041609243,-0.01671367,-0.12970182,-0.13579437,-0.1417636,-0.17932107,-0.13028243,-0.13267615,-0.15502799
Kcnq1ot1,-0.22440103,0.12937452,0.22781114,-0.13290238,-0.30054638,-0.15975158,0.23801796,0.34798083,0.6262434,0.0075612906,0.21744683,-0.12346971,-0.09988567,0.9914234,-0.21660529,-0.09809232,-0.56097716,-0.21745142,-0.38463113,-0.1145432,-0.018747548,-0.30804926,-0.657952
Cdkn1c,-0.07682069,-0.073249005,-0.009094424,-0.07680967,0.4833139,-0.07658652,-0.061363947,-0.05492293,-0.068280846,-0.07121309,-0.0706456,-0.06946045,-0.06872673,-0.06304074,0.09092555,0.0746419,-0.07345241,-0.074356556,-0.075242385,-0.080815926,-0.07353858,0.123626076,-0.07721083
Phlda2,-0.036462996,-0.05723586,0.0032199165,-0.036527086,-0.03819887,-0.03782489,-0.12635915,0.04779255,-0.0861306,-0.0690767,-0.0723772,-0.07927,-0.0013196506,-0.11660694,0.03249941,0.040713355,-0.056052808,-0.05079436,-0.04564237,-0.013226781,-0.05555169,-0.05348568,-0.034193967
Tnfrsf26,0.19479841,0.11197628,0.028196296,0.15238588,0.1018505,-0.12058106,-0.024768017,0.097303614,-0.21359964,0.39863035,0.6052538,-0.11755556,-0.11480636,1.2851177,-0.15521406,-0.14847025,2.1257248,-0.14820628,0.0004867542,-0.4689439,-0.18062852,-0.28473437,-0.39550674
E230032D23Rik,-0.11970358,0.19256635,-0.011909264,-0.008152719,0.111709446,-0.29689953,0.13299,0.042741746,0.023061775,0.10487572,0.11322025,-0.02360911,-0.044069476,-0.15063715,-0.0579483,-0.065715104,-0.26305857,0.16592082,-0.078964174,1.4151788,0.26563936,-0.07123352,3.8137774
Tnfrsf22,0.13153088,-0.14259999,0.057505313,-0.053511165,0.20077388,0.036322977,0.41488743,0.21476217,-0.101088114,-0.047185726,0.0053904424,-0.11094446,0.0670643,-0.05730402,-0.093731225,-0.053239785,4.857067,-0.08899797,-0.15925588,-0.20582598,-0.14501956,-0.031148823,-0.17570332
Mrgpre,-0.05491784,-0.06093987,-0.03620303,-0.054936416,-0.055421066,-0.05531265,-0.08097865,0.10261062,-0.069316424,-0.06437252,-0.06532933,-0.067327544,-0.06856463,-0.07815149,0.13150024,-0.0044939094,-0.060596906,0.05657503,0.031472612,-0.04818168,0.20412788,-0.059852697,-0.05426005
Bc1,0.33190966,-0.08458238,-0.019867282,0.04240224,-0.087500714,-0.087558046,0.08540265,0.15012865,-0.08015288,0.023584275,-0.08226124,-0.010612324,-0.080550425,-0.07548091,0.019083854,-0.07850739,-0.08476374,0.022907207,-0.013116056,-0.09132889,-0.084840566,-0.085157275,-0.08811466
Oraov1,-0.048135605,0.41440713,-0.051807683,-0.0067052003,-0.039379373,0.07908087,-0.20610249,-0.2610518,0.16054262,-0.14310157,0.36190796,0.13434258,-0.011209335,-0.3232453,-0.0012653765,-0.106088236,-0.28574234,0.13452934,0.05383548,-0.25921893,0.15245275,0.2335314,-0.27220452
1810010D01Rik,-0.05702127,-0.04030945,-0.010040392,-0.05696971,-0.055624757,-0.055925623,0.01530041,0.045437753,-0.017063562,-0.030783467,-0.028128205,-0.022582933,-0.019149873,0.007454731,-0.012943837,-0.008428138,-0.041261222,-0.045491654,-0.049636446,-0.075714864,-0.041664373,-0.043326482,-0.058846716
Armt1,-0.0056311986,-0.05605016,0.016195824,-0.15495089,-0.15369336,-0.13576561,-0.011922959,-0.12918158,0.06615636,-0.08584089,-0.073008165,0.1564876,-0.00273772,-0.47435665,0.022163823,0.049922127,-0.37648374,0.06400432,-0.04029007,-0.3072646,0.13584794,0.10710726,3.1051674
Esr1,-0.09395488,-0.07604113,0.004514126,-0.093899615,-0.092457935,-0.09278044,0.3574574,0.015873123,-0.05112337,-0.06583002,-0.062983796,0.0042754724,-0.05335973,-0.024841685,-0.046707343,0.008499029,-0.07706135,-0.08159604,0.0032073096,-0.113992944,-0.077493496,-0.079275146,10.0
Fbxo5,-0.20262256,0.048178513,-0.010320914,-0.12317727,-0.23055713,0.06742906,-0.61033106,-0.63249743,-0.30423248,-0.7044617,-0.72468716,0.09439075,-0.019950721,2.3492675,1.0965718,1.1304672,-0.5178721,-0.3790444,-0.28134978,0.17130683,-0.46012393,-0.36598274,-0.16610813
Ipcef1,-0.1934642,-0.22359385,0.008453342,0.14116453,-0.19264802,-0.05969477,0.16399331,0.20329936,0.13148491,0.2219646,0.08476694,-0.10317114,-0.10873044,-0.44760412,-0.18113747,-0.030050186,-0.6584905,0.083022185,-0.07064275,-0.80763674,0.0623981,0.013440676,1.2877098
B430219N15Rik,-0.052232824,-0.04266249,-0.037627738,-0.052203298,-0.051433086,-0.051605385,-0.010816465,0.006442246,-0.0293503,-0.037207257,-0.03568667,0.08837411,-0.030545063,-0.01530944,0.09183546,-0.02440506,-0.04320754,0.069909535,-0.048003767,-0.062938064,-0.043438412,-0.04439025,-0.0532782
Rab32,0.28495193,-0.105981454,-0.011411914,0.045698725,-0.1347796,-0.13534534,-0.00141541,0.05525336,-0.06227103,-0.08806926,0.02494195,-0.07264938,-0.024666443,-0.016168037,-0.0545245,-0.004199311,-0.10777111,0.2074129,0.051862963,-0.17255604,-0.10852918,-0.11165453,-0.14083801
