gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Nr1d2,-0.062236067,0.4244697,0.6962923,1.4161056,-0.86188185,-0.62331235,-0.13193431
Nkiras1,-0.26051158,-0.22669163,0.15839879,0.25108552,-0.24710047,-0.21193916,0.16011916
Gm2237,0.3231248,-0.14180651,-0.31778955,-0.10596627,-0.12524192,0.28743717,-0.1312709
Saysd1,-0.58938885,0.10315747,-0.14504704,-0.40076187,0.6396934,-0.3896274,0.58680874
Nudt13,0.048874285,-0.2453618,-0.007520281,0.54580677,-0.39324528,0.102561004,0.21594058
Fam149b,-0.49496615,0.157814,0.25558472,-0.09926013,0.34757987,-0.17378691,0.27704027
Mss51,0.107977726,-0.3636143,-0.16514888,-0.4516859,-0.2837405,-0.055424232,0.7544976
Ppp3cb,0.27312455,-1.0097798,0.71255213,0.056892846,0.39747196,0.10485914,-0.035052005
Usp54,0.3318912,-0.67644083,-0.33224058,0.099528074,0.023232603,-0.049192406,-0.17003939
Zswim8,-0.030926287,0.16966039,0.41606885,0.4847991,-0.04513016,0.10576416,-0.32897657
Ndst2,-0.006129508,0.23937775,0.1535939,-0.18453035,-0.49368444,0.735525,0.16168816
Camk2g,0.39964947,-0.43660027,1.2578063,0.8566663,-0.035676505,-0.06911886,-0.54916275
Adk,-1.5077931,-1.8304921,-1.2131137,-1.3088862,4.726255,-0.22193976,-0.37455842
Kat6b,-0.60027325,0.021730956,-0.38390866,-0.054997172,-0.6758312,0.3194224,0.81030846
Samd8,-0.12395416,-0.37968987,0.35973713,1.0706857,-0.12535,-0.33942696,0.016636088
Rps24,-1.5825448,0.43322527,-1.958235,-1.0599315,-3.4487383,-1.0163983,5.9916067
Zmiz1,0.049981542,-1.4517826,3.1464536,2.4677298,-1.5611243,-0.03419961,-0.7700253
Zcchc24,0.47269955,-0.39456478,-0.2872553,-0.26410058,-0.29490235,-0.3629933,-0.16569796
Slmap,0.74530894,-0.40292236,0.42074317,0.48032442,0.33465213,-0.35120124,-0.3170121
Arf4,-0.16046952,-0.66872114,1.6482958,1.681926,1.6898324,-1.2151679,-1.6791283
Dnah12,0.48737338,0.0807393,-0.32824573,-0.29938027,-0.08033577,-0.022044865,-0.16969107
Appl1,0.5451534,0.18377891,0.578975,0.843853,-0.18260555,-0.7519978,-0.21630162
Arhgef3,-0.79635614,-0.382654,1.4600149,0.6229225,0.015906047,-0.23461863,-0.49581385
Tasor,-0.67420495,-1.0549465,0.6927561,0.46797317,-1.0363446,1.0388677,1.2480122
Prkcd,-0.1341463,-0.27992237,0.84665596,0.27920404,0.2927485,-0.2160924,-0.59805924
Rft1,-0.30799,-0.42997253,-0.17573822,-0.23234546,0.059465904,0.23813549,0.6910348
Mustn1,0.45382866,-0.1582177,-0.26242092,-0.2905478,-0.21651204,-0.26149517,-0.09188255
Gnl3,0.66606534,1.3510675,-1.6630145,-1.0450594,0.628184,-1.613977,0.78188235
Smim4,-0.75101185,-0.69354606,-0.33228445,0.25855622,-0.38862666,0.67715985,0.7791533
Nisch,-0.19877796,-1.1490142,0.87126446,0.23422898,-0.6062318,0.22065757,0.6278521
Capn7,1.072096,-0.44519743,0.7012612,0.49335346,-0.033548,-0.26740703,-0.27582854
Sh3bp5,-0.49708784,1.5780361,-2.0363274,-1.5296568,-0.09395325,-1.709525,2.318229
Colq,-0.10862764,-0.22485001,-0.41791627,-0.41147938,-0.09509314,-0.10874256,0.09777632
Ercc6,0.7165452,-0.29725856,0.3424367,0.17833634,0.097898744,-0.28154945,-0.02700509
Wdfy4,0.20793733,-0.2861281,-0.49155864,-0.5516932,-0.33848014,-0.508663,-0.19952145
Mapk8,-0.40943578,0.3751553,-0.3759564,-0.91042745,0.10040772,-0.4039294,0.7012157
Shld2,0.63614285,0.064531825,0.2468949,0.009119353,0.27005926,-0.06902746,0.018151559
Bmpr1a,0.09089407,0.6365545,-0.37247628,0.015838379,-0.41470072,-0.21757486,-0.025704077
Ccser2,-0.5863642,-0.42841008,1.1073581,0.9468358,0.1718111,0.06426768,-0.6699032
2610528A11Rik,0.23988949,-0.33938146,0.19267859,0.17378108,-0.2630425,-0.4969927,-0.23089407
Sh2d4b,0.24230361,0.015765203,-0.33042473,-0.15794826,-0.0791438,-0.3717585,-0.1371629
Txndc16,0.38736254,0.6787723,-0.5482074,-0.6775373,0.110645324,-0.43072623,0.3696639
Gpr137c,0.27027133,-0.39162397,-0.5207502,0.0053022513,-0.15680301,-0.3591863,0.12071082
Styx,0.026500566,-0.6335654,0.24652936,-0.18480709,0.19430655,-0.03706564,0.4172453
Ddhd1,0.39198944,-0.0012394725,0.28822404,0.5630455,-0.4830423,0.22123747,0.10404125
Cdkn3,1.7057492,2.1277437,-1.9193169,-2.4423625,2.2457101,0.877663,-1.1936924
Gch1,-0.92316526,-1.0726699,0.047936395,-0.5362836,1.6673301,0.70217705,-0.51746184
Lgals3,2.6193662,-3.166825,-0.13960895,-0.3602072,3.902402,4.284329,-3.7176049
Dlgap5,1.4779103,0.5951474,-1.2949173,-1.6605157,1.8954564,-0.03668857,-0.6216958
Atg14,-0.043633945,-0.038202684,-0.30651596,0.31654623,-0.21964145,-0.6130025,0.36662158
Ktn1,0.44523123,-1.0215855,-0.049235597,-0.25870836,-0.6817298,0.45488754,0.8467525
Tmem260,-0.40931606,-0.10063824,-0.6870937,-0.6739079,-0.0076574753,0.21062127,1.0116285
Ap5m1,0.4905213,-0.37889382,0.27628174,-0.4216151,-0.03311361,0.6530205,0.28611243
Tep1,0.18336828,0.16932136,-0.23114318,0.20785367,-0.1075099,-0.20145951,0.27047554
Pip4p1,-0.23935282,0.6406978,-0.022855889,0.0041048746,-0.24316382,-0.14308204,0.0049914587
Rnase6,-0.25892842,0.015788335,-0.7265627,-0.7485735,-0.48348716,-0.28960624,-0.22394407
Arhgef40,0.27001244,-0.0144482665,-0.23457058,-0.19478785,0.04993592,-0.36265057,-0.13699074
Rpgrip1,2.2090163,0.69667566,-1.3117987,-1.9933628,1.1546488,-0.2565356,0.8720908
Chd8,-0.04008416,-0.60563767,-0.01877486,0.55460477,-0.34514004,0.09586555,0.77818274
Rab2b,0.32008615,-0.19767126,0.14979373,0.087044574,-0.024136959,0.2532437,0.29129213
Sall2,1.1731569,-0.52958614,-0.24359573,-0.24179359,-0.1763472,-0.16303696,0.15008898
Trav3-1,-0.088178925,0.07516061,-0.36068815,0.16397505,-0.24083416,-0.42175075,-0.1593262
Trav8d-2,0.09394386,-0.07170634,-0.33204594,-0.15280128,-0.19319724,-0.3945809,-0.14533132
Trav16d-dv11,-0.23594852,0.60025537,-0.25278956,-0.26927578,-0.25085485,-0.41729262,-0.1306547
Trav14d-3-dv8,-0.4134168,0.23839085,-0.28817582,0.11601122,-0.30706757,-0.40220007,-0.1191961
Trav16n,-0.80560917,1.752404,-0.55661255,0.30043128,-0.55581343,-0.65290266,-0.21254931
Trav13n-4,0.24662581,0.2342708,-0.2938032,-0.030404655,-0.1709465,-0.36920148,-0.08992333
Trav14n-3,-0.7584335,1.4685427,-0.42401764,-0.20980075,-0.4605349,-0.5119641,-0.18739243
Trav7-4,-0.3506052,0.4152445,-0.33392665,0.055697434,-0.29821226,-0.42321405,-0.14368725
Trav9-1,-0.19581383,0.007954941,-0.5163274,0.81156033,-0.35692894,-0.46700418,-0.23896413
Trav10,-0.18816137,0.5076663,-0.35642415,-0.1867665,-0.2659902,-0.42620382,-0.15643154
Trav7-5,-0.18111695,0.78186804,-0.41298097,0.16487673,-0.29547027,-0.4628344,-0.18569037
Trav13-1,-0.32164794,1.1297697,-0.44859087,0.18024084,-0.3463217,-0.52338535,-0.23117925
Trav14-1,4.601522,-9.83742,10.607379,-7.3625965,0.9926595,6.598681,-0.91773134
Trav15-1-dv6-1,1.301215,-0.48483887,-0.10844836,-0.38458547,-0.0854356,-0.3144119,-0.09238303
Trav9-2,-0.094022065,0.26420352,-0.30282378,0.021785619,-0.24234068,-0.422054,-0.12345511
Trav4-3,-0.02280669,0.24145038,-0.20816919,-0.2083207,-0.182454,-0.32629296,-0.10868736
Trav14-2,-0.082790285,0.04481024,-0.2143737,-0.33701572,-0.24848016,-0.32651752,-0.122018866
Trav15-2-dv6-2,0.21767285,-0.58202404,-0.13157892,-0.48796463,0.1813209,0.029886302,-0.04445713
Trav3-3,-0.92427623,1.2117039,-0.5267526,0.10306352,-0.53507996,-0.5505997,-0.13109371
Trav4-4-dv10,0.12230741,0.0018425144,-0.38660306,0.058698658,-0.14928989,-0.4332707,-0.17323542
Trav5-4,-0.16073395,-0.2668143,-0.43066934,0.4021359,-0.40249154,-0.45532718,-0.2230422
Trav6-7-dv9,-0.17566581,0.67259467,-0.36807632,-0.06832986,0.008870181,-0.42262247,-0.18988177
Trav7-6,-0.036189888,0.086701706,-0.278748,0.26784384,-0.14273481,-0.4020479,-0.14715703
Trav8-2,-0.066537164,-0.28460842,-0.13239418,-0.33782583,-0.11721937,-0.21118815,0.018425222
Trav16,-0.8025647,1.435518,-0.48715132,-0.088457346,-0.061515413,-0.36540475,0.025685625
Trav13-4-dv7,0.668843,-0.42382678,-0.04858488,-0.38797307,-0.08311836,-0.18445033,-0.026765622
Trav14-3,-0.16935265,0.3828467,-0.19639437,-0.21412914,-0.24111839,-0.43734816,-0.082130864
Trav17,0.18229659,-0.3123214,-0.11073241,-0.30384034,-0.099056765,-0.24594584,-0.010313571
Trav19,-0.08914798,0.31881255,-0.27888125,-0.029942624,-0.2791764,-0.48705065,-0.09880321
Trav21-dv12,0.038151998,-0.4030197,-0.06207122,-0.4732626,0.120433226,-0.084083155,-0.05464671
Trdv1,0.9255975,-1.2311833,0.2955349,-0.7547387,0.45117813,-0.10148102,0.049497705
Trav22,0.34224856,-0.7073649,0.08780818,-0.89613503,-0.1267726,0.13592514,0.4063821
Trdv2-2,1.0523676,-1.70489,1.6667573,-1.5329798,0.10436021,0.22187273,0.28215748
Trdv4,0.20600425,-0.6275294,-0.18914445,-0.48838943,0.51838684,-0.27455366,-0.15083551
Trdc,5.556941,-9.15716,4.67293,-6.5470395,2.1510582,1.6785,2.410459
Trdv5,0.8000479,-1.0488306,0.306318,-0.88239753,0.23181331,0.41643614,-0.011506628
Trac,-0.25856322,-3.2304173,6.0272374,-3.840219,2.7384582,3.805573,-1.663819
Mmp14,0.6599926,-0.026725007,-0.23040614,-0.039537884,-0.44836277,-0.031313233,-0.12998028
Cdh24,0.44718206,0.0062865024,0.06838781,-0.40708846,0.005533128,0.031929296,0.24478225
Bcl2l2,0.02535208,-0.8825968,0.18170166,-0.010286872,-0.052990045,-0.17312029,0.025621355
Zfhx2,-0.9198726,-1.3222059,1.8879892,1.2501963,-0.48187143,1.4903852,-0.44215605
Thtpa,-0.058088463,-1.0551164,0.38996083,1.4122651,0.56753165,0.3394018,-0.4081016
Dcaf11,-0.97003853,0.107201755,0.2583405,0.12678246,0.36912903,0.048705082,0.095292084
Rnf31,-0.32954493,0.27835006,0.047339354,-0.04649477,0.7200964,-0.26113927,-0.13448653
Irf9,-1.5925673,-0.8202507,0.2951269,-0.030219825,1.0849812,1.270827,-0.09919578
Tssk4,-0.17662936,-0.30982754,-0.4159227,-0.15694615,0.26672336,0.08888819,-0.049786925
Ltb4r1,1.6364247,-0.18052189,0.73161554,0.34883845,-0.28000915,-0.15546454,-0.5929392
Khnyn,0.18415247,-0.8643857,1.0040623,0.27179486,-0.20296809,1.0662801,-0.37883714
Cma1,-0.0047814245,-0.5915214,0.52776814,0.16052884,-0.49189898,-0.70761746,-0.45347193
Gzmc,0.95397085,0.8332208,-0.24354479,-0.18059231,-0.6041398,-0.31516123,-0.26758653
Gzmb,3.4933476,3.0200198,1.533478,1.3129835,-1.8629683,1.8424144,-4.2308145
Parp4,-0.53638583,-1.0602754,0.6628366,0.33433664,0.19981334,0.86817366,-0.108671024
Zmym5,0.32989904,-0.5580191,0.11287167,0.5514179,-0.18746105,0.11609942,0.27816218
Zmym2,-0.22802083,0.8467495,0.44931114,0.2464437,-0.814335,-0.431529,0.5214926
Lats2,-0.35681137,-0.7706794,1.5293499,0.9929918,-0.9339208,-0.64119595,0.0037699556
Zdhhc20,-0.55881983,0.12972596,2.0168865,2.0854237,-1.7183732,-0.7265821,0.11919787
Phf11a,0.7762456,1.6816001,0.34448323,0.42640513,-0.21485886,-0.58145195,-1.2662106
Phf11b,0.5446119,0.6665135,-0.39497793,-0.53184193,2.9422648,0.774377,-2.5935466
Phf11c,-1.5909522,0.10473602,-1.0096077,-0.94080997,2.6678133,0.5719056,-0.38671476
Atp8a2,-0.1523414,0.8901451,-0.6698189,-0.60384357,0.13967979,-0.27320644,0.02970907
Spata13,-0.34068638,0.83153194,1.7846496,1.4332067,-0.5751404,-1.1860411,-0.8134001
C1qtnf9,0.1163802,-0.14709444,-0.381417,0.05973869,-0.18629745,-0.39182168,-0.12901491
Arl11,0.4191299,-0.5323767,-0.14146994,0.020156683,-0.27954185,0.08304448,-0.29766044
Trim13,-0.2338747,0.7119673,-0.45593676,-0.5324163,-0.04853408,0.40700665,0.15531212
Kcnrg,-0.043091286,0.104847446,-0.5359882,-0.42808533,0.14865023,-0.5532872,0.14574742
Ints6,1.1297765,-0.6501114,-0.14408696,0.028452676,-0.15778795,0.40052217,0.25317496
Neil2,0.4815288,-0.7334978,0.13158144,0.2647656,-0.024227098,0.4325633,-0.23178451
Blk,0.17089121,-0.36180818,-0.54062283,-0.64554393,-0.28321895,-0.3914477,-0.11035006
Xkr6,-0.23911221,-0.57755744,-0.27965716,-0.59618694,0.3430474,0.63986665,-0.09808915
Kif13b,0.41647166,-1.8083102,0.82293963,0.67959446,0.29660112,1.2992831,-0.6785508
Hmbox1,0.114166886,0.39368942,0.42650717,0.073128834,-0.5526206,-0.13911243,0.4895899
Zfp395,0.1734505,-0.12458176,-0.7607821,-0.10548504,-0.56524175,-0.5676129,1.4676816
Esco2,1.2738869,0.091144964,-0.92638886,-0.86699706,0.93743765,0.70268255,-0.5642037
Bnip3l,-1.6142105,-0.6148064,1.2737294,1.6137463,0.10786746,-0.16325632,-0.49172577
Gnrh1,-0.18253824,0.20270775,-0.3755339,-0.45033994,-0.11304569,0.37594086,-0.03316785
Dock5,-0.38993666,-2.0029442,3.854163,2.8238573,-0.1332952,-0.94126326,-1.5297711
Loxl2,-0.2465071,-0.58164966,0.36205068,-0.032538697,-0.66341966,-0.5659271,0.00084721734
Tnfrsf10b,0.57432604,1.0780647,-0.6606023,-0.37095386,-0.6055278,-0.68248385,0.25416684
Rhobtb2,0.028787876,0.6546829,-0.3665184,-0.9202304,-0.28011176,-0.2774436,0.66173345
Egr3,0.30358374,0.40358537,-1.0470614,-0.98877704,-0.3593897,0.028984405,0.77819914
Ppp3cc,-0.7218525,0.43799558,1.0402604,1.0930103,-0.5216967,1.1564009,-1.0296605
Fam160b2,0.13892697,-0.11813856,0.043614004,0.47609073,0.02862773,-0.40245357,-0.1172596
Fndc3a,-0.0032953776,-0.31592867,-0.41127452,-0.44830447,0.5295285,0.5638074,0.3388408
Cysltr2,-0.05114897,-0.7157729,0.35686716,0.28938636,0.091650255,1.7375758,-0.6280677
Rcbtb2,0.44990826,1.3624657,0.26613262,-0.5950955,-0.6929088,0.2585905,-0.13108207
Lpar6,-0.3848174,0.12932184,0.6931601,0.38624638,-0.7973397,-0.36886632,0.68111336
Lrch1,-0.05686706,-0.36985767,0.7090509,0.27564257,0.6121099,-0.37079608,-0.32421944
Rubcnl,0.19877173,-0.41459206,0.009112357,-0.26505074,-0.4051799,0.24152935,-0.31139988
Slc25a30,0.48834258,0.6175619,0.31258708,0.4807324,-0.35443923,-0.016632501,-0.27541018
Tpt1,-3.9109218,0.7682222,0.4273618,1.3747141,-3.7525399,-1.0928428,4.7910285
Tsc22d1,0.5756434,1.9762188,-0.5970864,-0.17115752,-0.5166337,-0.4684985,0.053318966
Epsti1,-2.0758705,2.190054,2.3442652,3.1482992,-0.04665699,-0.5495383,-2.5247962
Akap11,-0.29755446,-0.2190535,-0.20894144,0.057962663,0.45813435,-0.16767229,0.56148946
Dgkh,-1.1995419,0.2513131,0.6160574,1.4345015,0.86443764,1.7329777,-1.8267084
Rgcc,0.6481137,-0.06015658,-1.5650988,-1.2535732,-0.006127401,-2.2412004,2.9844341
Kbtbd7,-0.1419266,0.13084818,-0.29607403,0.12491588,-0.25683457,-0.30863377,-0.06525241
Elf1,-1.100452,3.882269,-0.21845765,0.48930946,-0.14921206,-2.029884,-0.40118787
Pibf1,0.78071284,0.3273819,-0.22703815,-0.53060126,-0.5963595,0.020044608,0.4772377
Tbc1d4,-0.43560207,-0.14122501,-0.26230422,-0.37766775,0.46649328,-0.29301572,0.40904927
Kctd12,-0.106342055,1.7987471,-1.081139,-1.0823478,-0.6419375,-0.7650637,0.4641631
Acod1,-0.07906956,0.17999218,-0.2974056,-0.32023862,-0.13293247,-0.25745907,-0.09101805
Fbxl3,-0.33072942,0.08730987,0.44864473,0.21190585,0.30684695,-0.14972597,-0.05506144
Mycbp2,-2.1790974,-0.21895808,-0.23953168,0.14825253,-0.14678434,-0.43718502,1.9360169
Pou4f1,0.2746691,-0.2502544,-0.1672826,-0.09675801,-0.23072411,-0.2972824,-0.10957245
Rbm26,-0.5640462,-0.7250372,0.091234416,-0.3129348,0.37059152,0.24664932,0.49884906
Spry2,-1.3915074,-0.3451101,-0.9525356,-0.6966571,0.39550763,1.7054374,-0.6439616
Cldn10,-0.23447776,1.007074,-0.7954244,-1.0284181,-0.34197783,-0.27099058,0.48766267
Dzip1,0.017633418,0.5106494,-1.0451448,-1.1251369,-0.91603917,-0.94192016,2.3938575
Mbnl2,-0.8685718,0.44935405,0.2221819,0.17386216,-0.3141701,-0.13441302,0.20008856
Rap2a,-0.49800858,1.6003013,1.0176995,2.1242464,-1.6559696,-0.85517395,-1.0762916
Stk24,-1.8235584,-2.0307972,2.1911395,2.0120425,0.858192,2.6063845,-1.8734205
Gpr18,-1.5476184,1.9488746,-1.2777479,-1.4238263,2.1123788,-0.73968166,-0.3180552
Gpr183,-2.9730198,1.1527076,0.44398835,2.0432053,3.5663512,-2.9405887,-2.569767
Timm8a2,0.45392513,0.34232694,-0.2316761,-0.27993414,-0.28238744,-0.42674932,-0.053626593
Pcca,0.1501616,-1.0570977,-0.3543227,-0.16838154,-0.7407601,-0.05742116,1.2483808
Alkbh8,0.19474538,-0.10333164,-0.30116066,-0.35537687,0.35200253,0.37406513,0.25769788
Cwf19l2,-0.15961048,-1.3689976,0.19085702,-0.011133921,0.43648636,-0.09030785,0.5725221
Kbtbd3,0.28535566,0.6063062,-0.15358299,-0.10604147,0.12169837,0.0016946461,0.17773053
Casp1,2.3838432,-3.9318461,1.1210223,-1.3359501,2.6624925,1.6736959,-0.8442572
Casp4,0.6587335,-4.106527,0.65784335,-1.5364858,4.272364,0.8188305,-1.0336472
Mmp8,0.10189086,0.16451769,-0.19298887,-0.17921785,-0.11114463,-0.2281021,-0.07363303
Tmem123,-0.59946406,-0.7699797,-0.6007778,0.1441392,0.67323536,0.49756575,-0.16192129
Birc2,-1.209991,-0.4511704,0.59137875,0.92174965,1.9803,-1.4674821,-1.0808586
Birc3,-1.1953032,0.014028767,0.24565238,-0.35058635,0.65885246,-0.904087,-0.02414907
Maml2,-0.47804242,-0.7676481,0.6306874,0.38551366,-0.43996385,-0.19880335,0.95000654
Sesn3,-0.67053014,1.0470984,-1.5865324,-1.808635,0.6444279,-1.1333176,1.6081532
Kdm4d,-0.119329885,0.23245375,-0.3904714,-0.14216936,0.10269315,-0.011581182,-0.27341577
Izumo1r,-1.0236498,2.2564301,-1.1912692,-0.572701,0.120981954,0.42407218,-0.044237386
4931406C07Rik,0.48010716,-0.024572147,-0.4312087,0.022972323,-0.014838516,0.18908042,0.37779745
Cep295,0.09783091,-0.35431185,-0.3255872,-0.7613665,0.113672964,0.8104491,0.63345367
Zfp317,0.20118806,-0.32154563,0.24651438,0.039211933,0.2979173,0.17843552,-0.025987104
Zfp26,-0.5097676,-0.7545093,0.00034743114,0.23569685,-0.31504408,0.74722546,0.64678043
Zfp846,0.07975485,-0.2474549,-0.31808066,-0.50527084,0.31450477,-0.26418966,1.10979
Fbxl12,0.020360664,0.9812171,0.49613658,0.33716524,-0.8604281,-0.89559084,0.40015662
Shfl,0.29270595,-0.37683237,-0.23543712,-0.55242705,0.2686707,-0.26540044,0.6956939
Dnmt1,1.1729043,-0.64528704,-0.8907195,-1.8192416,2.756397,0.013421385,-1.1049373
Icam1,0.4680412,-0.65960413,0.65438473,1.0174536,1.5535219,-1.9610269,-0.88784564
Tyk2,-0.7480279,-0.70916927,0.8995203,0.9054645,0.178975,1.231189,-0.33238035
S1pr5,0.381486,-1.6823806,5.0912027,4.0545874,-1.7940567,-2.1511145,-1.4366517
Kri1,-0.37318155,0.58886886,0.10604082,-0.4872312,-0.1520212,-0.5707245,0.56337935
Cdkn2d,-0.9900803,1.6113805,-0.55403745,0.18624173,0.8223764,-1.267337,-0.067467175
Slc44a2,-1.4844245,-0.891507,-0.16003966,-0.7841766,-0.13752829,2.4085727,1.2571405
AB124611,-1.414847,0.53145283,0.25750217,0.5446334,-1.4603733,-0.4074868,1.1640484
Ldlr,0.90339357,1.7656138,-0.57285273,-0.48738176,-0.77005374,-0.9459074,0.66746277
Spc24,1.9298427,2.1688406,-2.3043203,-2.4987023,2.3421931,0.66513604,-1.2905823
Acp5,-1.5157655,1.2075844,-0.51850027,0.4743157,-0.049610868,0.22229566,0.5856728
Zfp810,-0.016620666,-0.48946968,0.15966468,-0.17998266,-0.1867879,0.47743133,0.3869642
Bbs9,0.36412674,0.404263,-0.21040274,-0.778722,-0.3929462,-0.43153158,0.7560867
Herpud2,0.22244164,0.4502896,0.6512186,0.9232255,-0.28852433,-0.47474247,-0.26675037
Snx19,0.59586847,-0.4881137,-0.03933296,-0.008399999,0.114172354,0.18705752,0.010439655
Zbtb44,0.16298862,-0.27380845,0.15437661,0.033846088,-0.46062252,0.44126847,0.4089293
Aplp2,0.4431277,0.5113822,0.68956226,1.0185678,0.5812689,-1.3037931,-1.0451444
Prdm10,0.40058032,1.2432381,-0.013178052,-0.7087645,-0.2912058,0.022282181,0.19691724
Nfrkb,-0.55445564,0.39954397,0.26091197,-0.08768954,0.14231749,-0.11986016,0.148408
Fli1,-0.6390049,-0.70331454,1.2098793,1.0105678,-0.14362499,0.90169394,-0.61150277
Ets1,-2.2627017,-1.8199788,2.218779,2.2547402,1.5186983,-0.33928955,-0.8071063
Tirap,0.33113703,-0.1542989,-0.28623843,-0.09999154,-0.16797747,0.24437496,0.2556457
Pus3,0.5009363,-0.3959561,-0.57477266,-0.56023175,0.6033163,0.27837777,0.57123846
Slc37a2,-0.4710506,-1.2418841,-0.015791649,-0.917861,0.4065333,3.2403343,-0.39764374
Nrgn,-1.6317173,-5.6871285,-1.9275885,-2.4417794,5.2506638,8.608175,-0.9688611
Siae,0.28177902,0.1979565,-0.29589945,-0.08591391,-0.5146429,0.1589715,0.33844334
Spa17,-0.12513332,0.0014968535,-0.28078926,-0.15694502,0.1144257,-0.33815157,-0.14112353
Vwa5a,-0.9425644,1.9691359,-0.8112266,-0.0522435,-0.139313,-0.5562865,0.05096676
Zfp202,0.44272926,-0.19619694,-0.22440048,-0.4596894,-0.32511845,-0.1723722,0.041190345
Gramd1b,-0.40150908,-0.7841337,0.853936,0.91022617,0.92530984,0.70796907,-0.7321702
Hspa8,3.9777794,5.8053436,-0.7206718,-1.4097178,-3.1443927,0.17972454,-1.9102205
Crtam,-0.68249923,-2.937042,1.6171718,-1.0423155,2.8746917,1.4741976,-1.0110538
Ubash3b,-2.631601,0.6433958,-2.034925,2.8896575,1.0520387,1.1718663,-1.1499937
Sorl1,-0.45978227,-0.044364426,1.222332,1.1247337,-1.0278352,-0.0029707109,-0.13554806
Tbcel,-0.36670926,-0.48345003,0.07613886,-0.40005037,-0.17813897,0.0071167825,0.88771474
Arhgef12,0.37092513,-0.81728023,0.9972419,0.89119107,-0.4038621,0.5525667,-0.094963744
Thy1,-3.6117344,7.4929786,0.10370743,5.5489306,-2.7943618,-1.650953,-2.9517212
Usp2,0.25218448,-0.4532781,-0.11135034,-0.4051749,0.06663651,-0.35980484,0.11670403
Mcam,0.62674004,-0.4492918,-0.19322932,-0.20054315,-0.10896155,-0.3650317,-0.16093607
Cbl,-0.9125859,0.9760636,0.001914336,0.04224566,-0.67251825,-0.77583855,0.76895183
H2ax,-1.5763469,0.6839964,-1.2187536,-1.8820382,3.5725808,0.39216816,-1.0820524
Vps11,-0.34492272,-0.35004446,-0.2231416,0.42508855,-0.13936082,0.5889301,0.313462
Bcl9l,0.15483114,0.33483362,0.62679344,0.66826737,-1.3022082,-1.0208632,1.0357623
Cxcr5,-0.505826,1.1394992,-1.0874728,-0.6353099,0.30562922,-0.042433724,-0.12007578
Ddx6,-1.0265565,1.6969658,-0.030810125,0.7455702,-0.7691992,-1.311274,0.6328045
Kmt2a,-0.73952526,-1.5034077,0.7524609,1.088099,-1.68303,1.3414698,1.3809649
Jaml,-1.4228822,-0.75314236,-0.48923963,-1.7904646,3.0406187,1.1832916,-0.18039677
Scn2b,0.32633743,-0.7278919,-0.55663127,-0.9019828,0.19070724,-0.61111784,0.981931
BC049352,-0.0012433751,0.08496113,-0.2939163,-0.5722881,-0.092124864,0.14967495,-0.15668502
Il10ra,-0.2608238,0.12131741,-0.06123237,0.18504773,-0.80164826,2.999729,-1.0023795
Tmprss13,-1.6494942,3.1599457,-0.92076707,1.9386768,-0.9657282,-0.9160345,-0.49253786
Cep164,0.8987133,0.6982573,-0.3694614,-0.25334564,-0.3616943,-0.3808439,0.7499638
Bace1,-0.048574366,-0.48394015,-0.45607552,0.2507705,-0.41507918,-0.03428714,0.96799856
Rnf214,-0.33577898,0.2400036,0.044442732,0.120480314,0.09274614,-0.006200284,0.027026135
Tagln,0.44525582,-0.07478753,-0.0074804286,-0.55439675,-0.2077632,-0.44832876,-0.033985935
Sidt2,-0.16171405,1.063775,0.14304098,0.07286924,-0.12211577,-0.25233987,-0.3331144
Sik3,-0.26747838,-1.3429564,1.1571041,0.2633273,1.1991624,0.5295452,-0.63184667
Rexo2,7.9496465,-6.0514565,-0.070369974,-3.405919,3.9219444,1.5264163,-1.2292594
Zbtb16,0.5904687,-0.22811589,-0.36735275,-0.347668,-0.13782011,-0.26654282,-0.1578726
Usp28,0.55565494,-0.038322095,-0.8924316,-1.0269281,0.28575504,-1.027419,1.5170382
Nkapd1,-0.5489865,0.074422486,-0.0673619,-0.32489178,0.8719377,0.10523671,-0.15542017
1110032A03Rik,-0.039496824,0.0842904,-0.55979896,-0.4854665,0.15843616,-0.045155525,-0.021882638
Sik2,0.04857886,-0.179157,0.89430887,0.3542868,-0.8804474,-0.08446155,0.23095104
