gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Mup-ps3,,
Gm10812,0.758,0.758
Tns1,0.296,0.296
Gk,0.274,0.274
Gm17416,,
Gm10288,0.746,0.746
Klhl12,0.909,0.909
Rest,0.548,0.548
Smpdl3b,0.005,0.005
Gm6059,0.441,0.441
Tcrg-V1,0.99,0.99
Gm6719,0.755,0.755
Rps15a-ps7,0.817,0.817
Gigyf2,0.868,0.868
Wdr74,0.715,0.715
Uck2,0.733,0.733
Gstp-ps,0.828,0.828
Gm18405,,
Gm47891,,
Cfhr3,,
AC147234.1,,
Napsa,0.899,0.899
Zfyve28,0.933,0.933
Mmaa,0.805,0.805
Gm15791,0.739,0.739
Gm11042,0.81,0.81
Adam8,0.046,0.046
Pyroxd1,0.028,0.028
Srebf1,0.799,0.799
Atp1b2,0.08,0.08
Tsnax,0.028,0.028
Olfr1261,0.592,0.592
Golph3l,0.76,0.76
Fzd3,0.733,0.733
Myrfl,0.957,0.957
Gm11578,,
Mfsd1,0.083,0.083
Aldh1a1,,
Loxhd1,0.109,0.109
Akr1b10,0.092,0.092
Dnhd1,0.907,0.907
Btbd35f26,,
Areg,0.521,0.521
2900026A02Rik,0.57,0.57
Pkmyt1,0.603,0.603
Gm40810,,
Yars,0.568,0.568
Gm11853,,
Gm9029,0.86,0.86
Rufy2,0.41,0.41
Orai3,0.381,0.381
Gm47630,0.867,0.867
Ifi207,0.612,0.612
Gtf2h4,0.561,0.561
Ttc38,0.596,0.596
Ybx1,0.834,0.834
Gad2,0.774,0.774
Vmn1r230,0.762,0.762
Htr2c,,
Gm6587,0.924,0.924
Gm9789,,
Gm14148,0.6,0.6
Emc6,0.407,0.407
Btf3,0.699,0.699
Zbtb8a,0.481,0.481
Gm7347,,
Ighj2,,
Aopep,0.456,0.456
Gm11473,0.313,0.313
Gm9568,0.924,0.924
Dnal4,0.857,0.857
Selenot-ps,,
Vmn2r-ps69,,
Gm6706,0.522,0.522
Gprasp2,0.702,0.702
Pvrig-ps,0.317,0.317
Tcrg-V4,0.994,0.994
Gm19018,,
Nppa,,
Gm2333,0.961,0.961
Mdp1,0.764,0.764
Tdgf1-ps1,,
Gm6204,0.231,0.231
Vsig4,0.58,0.58
Gm12014,,
Gm49379,0.755,0.755
Ptgds,0.924,0.924
Gm47755,,
Hspbp1,0.922,0.922
Slc22a5,0.579,0.579
Oog4,,
Psg28,0.746,0.746
Tomm70a,0.505,0.505
Neil3,0.731,0.731
Abhd17b,0.338,0.338
AC100212.2,,
Vat1l,,
Cyth3,0.003,0.003
Gm9639,,
Rps7,0.77,0.77
Gm2961,0.686,0.686
Ahsa1,0.44,0.44
Gm14794,,
Ints10,0.85,0.85
Zfp800,0.824,0.824
Gm8602,0.924,0.924
Slx,,
Gm47072,0.931,0.931
Cic,0.069,0.069
Csl,0.687,0.687
Ska2,0.603,0.603
A730046J19Rik,0.213,0.213
Gm14469,0.742,0.742
Serpinb6d,,
Slc37a3,0.635,0.635
Tsen34,0.036,0.036
Fam25c,,
Rapgef3,0.568,0.568
Gm12129,0.998,0.998
Gm9088,,
Map2k4,0.463,0.463
Gm48815,,
Nenf,0.801,0.801
Vmn1r-ps56,,
Gm46142,0.365,0.365
Mrto4,0.731,0.731
Arhgap32,0.54,0.54
Vmn1r2,,
Vmn1r179,0.903,0.903
Alpk2,0.146,0.146
A930033H14Rik,0.976,0.976
Rhox11,,
Lrrc43,0.547,0.547
Man1b1,0.278,0.278
Rps24-ps2,0.208,0.208
Olfr1033,0.913,0.913
Rpl15-ps1,0.924,0.924
Gm11367,,
Myoz3,0.77,0.77
4933427D14Rik,0.853,0.853
Zfp52,0.806,0.806
Gm11549,0.374,0.374
Gm11938,,
Cyc1,0.12,0.12
Cabp7,0.978,0.978
Kng1,,
Tecpr1,0.484,0.484
Olfr1070-ps1,,
Gm47736,0.973,0.973
Sez6,0.41,0.41
Gm7846,0.857,0.857
Acvr2b,0.489,0.489
Tcn2,0.29,0.29
Nop58,0.832,0.832
Hoxa2,,
Gm43587,0.415,0.415
Gm5879,0.754,0.754
Prss39,0.884,0.884
Gm2726,,
Smgc,,
Ifnlr1,0.657,0.657
Ddx23,0.838,0.838
Gm47616,,
Ppp1r36,0.726,0.726
Lyz2,0.324,0.324
Gm11881,0.967,0.967
Gm17149,0.584,0.584
Nat8f6,0.415,0.415
Serpina1d,,
Pagr1a,0.915,0.915
Stxbp4,0.411,0.411
Plk1,0.608,0.608
Aplp1,0.655,0.655
Dhdh,0.736,0.736
Gm14831,,
Scgb1b24,,
Gm17230,0.433,0.433
Ivl,0.817,0.817
Sfmbt2,0.223,0.223
Fanca,0.307,0.307
Cyp2d40,,
Gm11856,,
Gm16523,0.57,0.57
Gm15727,0.924,0.924
Proser1,0.789,0.789
Igkv4-62,,
Gm13672,,
Aup1,0.337,0.337
Ifna12,,
Gm13325,,
Mlf2,0.465,0.465
Gm17164,,
Trbv27,,
Snrnp48,0.581,0.581
Clcn6,0.839,0.839
Dip2a,0.421,0.421
Srpk3,0.043,0.043
Moap1,0.827,0.827
Gm9226,,
Gm12492,0.421,0.421
Lypd4,,
Gm5799,,
Hmg20a,0.165,0.165
Mgll,0.908,0.908
1700020D05Rik,0.701,0.701
Vmn1r167,0.46,0.46
Jph4,0.703,0.703
Gm29610,0.817,0.817
Zfp874b,0.463,0.463
Fam71f2,0.541,0.541
Olfr862,0.479,0.479
Pigl,0.527,0.527
Gm33707,0.924,0.924
Iqank1,0.962,0.962
Gm29333,,
Gm15626,,
Trf,0.479,0.479
Olfr1080,,
Rtp4,0.655,0.655
Syngr2,0.236,0.236
Olfr48,0.367,0.367
Ighv1-86,,
Gm7333,0.924,0.924
Vhl,0.65,0.65
Ash1l,0.848,0.848
Gm44158,,
Olfr163-ps1,,
Gm8773,0.575,0.575
Gm21998,,
Spred2,0.488,0.488
Tbc1d30,0.499,0.499
Olfr531,0.528,0.528
Ahi1,0.496,0.496
Gm18193,,
Gm20532,,
Spop,0.071,0.071
Gm44540,,
Mettl4,0.217,0.217
Gm29195,0.817,0.817
Ckb-ps2,0.171,0.171
Mrto4-ps1,0.661,0.661
AU041133,0.386,0.386
Ehd1,0.023,0.023
Gm20760,0.924,0.924
Gm7260,,
Gm5776,0.696,0.696
Mill2,0.858,0.858
Ankrd44,0.669,0.669
Cmpk1,0.163,0.163
Xlr5a,,
Gm9315,0.681,0.681
Slc30a7,0.567,0.567
Wdr63,0.755,0.755
Gm50089,,
Gm13321,0.612,0.612
Olfr1407-ps1,,
Edf1,0.726,0.726
Mgp,,
Nsl1,0.56,0.56
Gm8911,0.755,0.755
Gm15058,,
Gm28408,,
Cdc42bpa,0.232,0.232
Gm29214,0.817,0.817
Gm8176,0.262,0.262
Gm11389,0.741,0.741
Trav22,0.559,0.559
Gm11931,0.755,0.755
Palm,0.0,0.0
Tdpoz2,,
Gstp3,0.938,0.938
Srsf11,0.715,0.715
Gja1,0.029,0.029
Caskin2,0.36,0.36
Gnaq,0.645,0.645
Smt3h2-ps4,,
Proser3,0.083,0.083
Rpl18a-ps3,,
Tnfaip8l1,0.294,0.294
Gm37603,,
Urb2,0.219,0.219
B3gnt3,0.913,0.913
Bpifb4,,
Gm18150,,
Igkv14-130,,
Gm7198,0.811,0.811
Gm12527,0.668,0.668
Gm11353,0.001,0.001
Vmn1r70,0.537,0.537
Pak1,0.438,0.438
Zc3hav1l,0.517,0.517
AC118695.2,,
AC111023.1,0.831,0.831
Gm4916,,
Rnf14,0.495,0.495
Tbl3,0.739,0.739
Stab1,0.097,0.097
Igkv4-92,0.924,0.924
Gm7571,,
Rnf4,0.585,0.585
Gm13473,,
Banf2,,
Sox6,0.699,0.699
Gm12645,0.823,0.823
Gm28848,,
Ddx49,0.884,0.884
AC121135.1,,
Gm2445,0.745,0.745
Sox13,0.693,0.693
Gpr139,,
Gm12663,,
Pcsk9,0.54,0.54
Iglon5,0.213,0.213
Arpp19,0.859,0.859
Kif3c,0.991,0.991
Gm7867,0.897,0.897
Gm14083,,
Gm16205,0.86,0.86
Pnp2,0.577,0.577
Chst14,0.437,0.437
Serpinb3b,,
Traj32,0.323,0.323
Olfr816,0.992,0.992
Ttll12,0.105,0.105
Gm15373,0.762,0.762
Rasal1,0.39,0.39
Gm12997,,
Lce1g,,
Gm9357,,
Gm48409,,
Lrrc19,0.737,0.737
Tac4,0.46,0.46
Gm20657,0.318,0.318
Gm26931,0.684,0.684
Sncaip,,
Stox2,0.664,0.664
1110065P20Rik,0.144,0.144
Mylpf,0.993,0.993
Gm42883,0.688,0.688
Pop5,0.881,0.881
Gja5,0.465,0.465
Ighv5-16,0.693,0.693
Srpk2,0.588,0.588
Ctu1,0.624,0.624
Gm38317,,
Btg1-ps1,,
Gm21041,,
Krtap6-1,,
Smurf1,0.711,0.711
2010010A06Rik,,
Pcdhb16,0.291,0.291
Gm19402,,
Gm27165,,
Ubxn1,0.388,0.388
Crtc2,0.305,0.305
Tnfaip1,0.06,0.06
E130114P18Rik,0.861,0.861
Vmn2r57,0.825,0.825
Gm7763,0.622,0.622
Glg1,0.816,0.816
Noc2l,0.638,0.638
Tgm4,0.164,0.164
Thsd7b,0.849,0.849
Gm12825,,
Gm38394,0.611,0.611
Lysmd3,0.619,0.619
Gcnt2,0.076,0.076
Gm14589,,
Olfr779,,
Phlpp1,0.219,0.219
Krtap8-1,,
Gm21787,,
Prkcb,0.168,0.168
Gm1821,0.619,0.619
Gm2869,0.68,0.68
Gm4877,0.456,0.456
Gm45366,,
Gm28098,,
Gm11962,,
Gm49516,,
Gm5830,0.817,0.817
Gm7751,0.924,0.924
Gm45926,0.858,0.858
Clca4c-ps,0.686,0.686
Igkv4-65,,
Gm14896,,
Gm15030,,
Gm18727,,
Olfr325,,
Stap2,0.663,0.663
Gm13557,,
Pibf1,0.145,0.145
Gm2412,0.523,0.523
Pts,0.17,0.17
Gm28507,,
Igkj5,0.559,0.559
Sfrp5,,
Gm49824,,
Ppp1r1c,0.722,0.722
Gm49527,0.458,0.458
Abra,0.702,0.702
Vmn1r202,0.391,0.391
Med14,0.73,0.73
Dmrt2,0.511,0.511
Gm45283,,
H2al1m,0.952,0.952
Gmfg,0.998,0.998
Pate4,,
Ccdc17,0.977,0.977
Igbp1b,,
Gm19790,0.924,0.924
Gm5904,0.817,0.817
Fbxo31,0.626,0.626
Gm15214,,
Mthfr,0.378,0.378
Tnfsf13,0.052,0.052
Hmox2,0.881,0.881
Gstm6,0.833,0.833
Kcna3,0.598,0.598
Gm19214,,
Upf3b,0.057,0.057
Gm9578,,
Pcdha6,,
Gm28667,,
Gm15957,0.924,0.924
Gm8049,,
Gm16198,0.38,0.38
Ccdc151,0.969,0.969
Emp3,0.063,0.063
Gm18733,0.482,0.482
Olfr150,,
Gm13142,0.688,0.688
Gm6913,,
Acsf3,0.191,0.191
Taf15,0.042,0.042
Creld1,0.65,0.65
Gm18142,,
Rcan2,0.333,0.333
Apmap,0.631,0.631
Gm18861,,
March9,0.499,0.499
Gm8200,,
Gm9540,0.924,0.924
Gm15730,0.484,0.484
Vmn2r38,0.817,0.817
Fbxw10,0.014,0.014
Zmat1,0.629,0.629
Gm43213,0.842,0.842
Lgals3bp,0.526,0.526
Gm15795,0.587,0.587
Gm11599,0.382,0.382
Olfr411,0.083,0.083
Phc2,0.602,0.602
Hmgb1-ps4,0.585,0.585
Gm12361,,
Dtl,0.594,0.594
Gm11911,,
Gm13487,0.691,0.691
Gm49228,,
Rgs18,0.817,0.817
Gm49650,,
Usp17le-ps,,
Plcd1,0.356,0.356
Gm9,,
Gm12013,0.435,0.435
AC122846.1,,
Asb4,,
Ifi204,0.201,0.201
Btbd35f10,,
Olfr173,0.823,0.823
Spata48,0.602,0.602
Slc45a3,0.887,0.887
Dnmt3l,,
Ifitm5,,
Gm7312,0.989,0.989
Gm38328,,
Gm18979,,
Syn1,0.961,0.961
Med29,0.658,0.658
Gm5796,,
Gm46190,0.575,0.575
Pcnx4,0.505,0.505
Trav8d-2,0.802,0.802
Olfr571,0.58,0.58
Gal3st2c,0.384,0.384
Clcn5,0.139,0.139
Gm18995,0.63,0.63
Gas1,,
Stat5b,0.366,0.366
Tshr,0.436,0.436
Rps27a-ps2,0.162,0.162
Alpl,0.945,0.945
Gpnmb,0.733,0.733
Bfar,0.185,0.185
Olfr134,,
P2rx3,0.439,0.439
Gm49686,0.88,0.88
Cd209a,,
Crxos,0.924,0.924
Gm4996,,
Gm5728,,
Gm17075,,
Stk33,0.924,0.924
Ntng1,0.516,0.516
Rhot2,0.557,0.557
Vmn1r-ps32,,
Gm7511,0.196,0.196
Pdcd1lg2,0.065,0.065
Zfp955b,0.024,0.024
1810062G17Rik,0.936,0.936
Gm5983,0.924,0.924
Klhdc4,0.739,0.739
Atraid,0.264,0.264
Eif3s6-ps4,0.878,0.878
Fhl5,0.442,0.442
AC113075.1,,
Akap9,0.873,0.873
Phf11b,0.762,0.762
Agxt,,
Efcab3,,
Gm47991,,
Erbb4,,
Gm45799,0.777,0.777
Zp3r,0.571,0.571
Evi2b,0.565,0.565
Ncs1,0.828,0.828
Gm47505,0.123,0.123
Gm12015,,
Acp1,0.432,0.432
Pcyox1,0.236,0.236
Gm18905,,
Lce1k,,
Pigs,0.157,0.157
Klhl14,0.781,0.781
Gm29598,0.519,0.519
Kiss1,,
Gm29528,,
Gm29617,0.951,0.951
Gm47324,0.005,0.005
Agk,0.327,0.327
Trpm4,0.872,0.872
Gm15038,,
Gm12716,,
Flot1,0.662,0.662
Tmem8,0.046,0.046
Ccdc9,0.157,0.157
Cbl,0.036,0.036
Pde4c,0.316,0.316
Grm5,0.701,0.701
Gm13508,0.546,0.546
Gm19174,,
Nfix,0.003,0.003
Gm28785,,
Prl2a1,,
Pdcd7,0.458,0.458
Gm48499,0.978,0.978
Gm48672,0.817,0.817
Rnf126,0.988,0.988
Gm2048,0.755,0.755
Gm29396,,
Lipo5,,
1700049E17Rik2,,
Olfr1149-ps1,,
Olfr743,,
4930522L14Rik,0.758,0.758
Ighv4-1,0.136,0.136
Saxo2,0.511,0.511
Gm42661,,
Nlrp9c,0.36,0.36
Gramd1c,0.122,0.122
Dagla,0.201,0.201
Rpl31,0.69,0.69
Olfr1313,0.374,0.374
Gdpd2,0.075,0.075
Ticrr,0.545,0.545
Ptbp2,0.911,0.911
Psme3,0.967,0.967
Huwe1,0.961,0.961
Vdac3,0.638,0.638
Noxred1,0.916,0.916
Krtap3-1,,
Rab11b-ps2,,
Bcl2l14,0.361,0.361
Dkk1,0.382,0.382
Gm30232,0.696,0.696
Mrpl3,0.424,0.424
Gm37515,0.51,0.51
Gm14413,,
Srp68,0.535,0.535
Mfsd4b2-ps,0.677,0.677
Kpnb1,0.791,0.791
BC024139,0.434,0.434
Gm20336,0.135,0.135
Etfbkmt,0.282,0.282
Gm11790,,
Gm28770,,
St3gal3,0.071,0.071
Rhox3c,,
Gm19120,0.621,0.621
Gm46193,,
Sh3d2c-ps1,,
4632433K11Rik,0.802,0.802
Slc13a1,0.683,0.683
Gm18398,,
Gm4207,,
Gm43600,,
Gm29651,,
Gm5214,,
Cd83,0.442,0.442
Serinc2,0.755,0.755
Dchs1,0.42,0.42
Lck,0.391,0.391
Gm49681,,
Gng8,0.664,0.664
Gm18719,,
Dpp3,0.86,0.86
1700042G07Rik,,
Olfr922,0.991,0.991
Dazap2,0.147,0.147
Olfr635,0.628,0.628
Olfr1225,,
Gm28700,,
Gm15365,,
Gm18182,0.751,0.751
Tgfb1i1,0.433,0.433
Gm2003,,
Gm21876,,
Atr,0.886,0.886
Gm7166,,
Ptpn22,0.894,0.894
Fgd1,0.126,0.126
Dedd2,0.662,0.662
Gm44602,,
Pak4,0.408,0.408
Gm49635,,
Gnb1,0.787,0.787
Ubl7,0.657,0.657
Gm49322,0.601,0.601
Gm13294,0.665,0.665
Scgb2b31-ps,,
Gm28455,,
Prrx1,0.567,0.567
Orc1,0.255,0.255
Gm15005,,
Magee2,0.551,0.551
Gm45403,0.762,0.762
Gm18263,,
Chrnd,0.814,0.814
Gm21286,,
Edem1,0.351,0.351
Slc4a2,0.214,0.214
Zfp940,0.932,0.932
Setd3,0.576,0.576
Gm43355,,
Shisa9,,
Gm37713,0.817,0.817
Kcnn2,0.234,0.234
Mrps17,0.417,0.417
Exoc1,0.939,0.939
Dnajc21,0.113,0.113
Olfr1278,0.689,0.689
Gm19123,,
Gm13106,,
Fam83f,0.511,0.511
Pcdhgb7,0.62,0.62
Gm2157,0.924,0.924
Ryk-ps1,,
Gm11693,0.802,0.802
Lrrc73,0.901,0.901
Olfr272,,
Gm11429,,
Cblb,0.027,0.027
Trav4-4-dv10,0.672,0.672
Sult2a7,0.816,0.816
Gm3111,,
1110032A03Rik,0.033,0.033
Hmgb3,0.671,0.671
Gm38151,,
Sema5b,0.114,0.114
Olfr201,0.957,0.957
Crygn,0.965,0.965
Gm5746,,
Gm16423,0.859,0.859
Habp4,0.717,0.717
Slc4a11,0.922,0.922
Pdzd8,0.789,0.789
Gm15090,,
Gm30839,,
Gm42665,,
Gm17809,0.78,0.78
Gm49100,0.546,0.546
Igkv17-121,0.667,0.667
Gm5407,,
Inhba,0.372,0.372
Cyp19a1,0.55,0.55
Gm13928,0.633,0.633
Gm26864,0.58,0.58
Prh1,,
Apool,0.711,0.711
Gm8303,,
Hebp2,0.608,0.608
Dlgap2,,
Asb8,0.56,0.56
Gm6342,0.698,0.698
Gm7045,0.822,0.822
Rad23b,0.574,0.574
Defa35,,
Gm21095,,
Gtf3c2,0.151,0.151
Cenpq,0.997,0.997
Gm13925,,
Gm17910,0.571,0.571
Scgb1b6-ps,,
Gm47331,0.334,0.334
Dact3,0.309,0.309
Kcnmb1,0.242,0.242
Gm8495,,
Gpd1l,0.684,0.684
Gm9466,,
Gm48506,,
Gm8185,0.965,0.965
2810006K23Rik,0.858,0.858
Clec4a1,0.132,0.132
Vgll4,0.685,0.685
Gm5425,0.817,0.817
Gm12425,,
Stpg4,0.608,0.608
Grin1,0.096,0.096
Gm15681,0.924,0.924
Nol6,0.46,0.46
Oprm1,0.518,0.518
Seh1l,0.153,0.153
Gm11742,,
Gm13453,0.227,0.227
Med18,0.48,0.48
Wap,,
Klra7,0.393,0.393
Gm47688,,
Gm47846,,
Gm47382,,
Fam187a,0.924,0.924
Gm6212,,
Gm6272,,
Larp4,0.955,0.955
Pla2g3,0.188,0.188
Gm42606,,
Gm21804,,
Vmn1r-ps65,,
Eno3,0.352,0.352
AC147992.2,,
Gm7651,,
Gm7734,0.924,0.924
Gm5194,,
Gm11945,0.924,0.924
Ahcyl1,0.553,0.553
Gm7039,,
Gm1527,0.86,0.86
Paip2b,0.608,0.608
Gm10959,,
Slc28a3,0.8,0.8
Lmod3,0.924,0.924
Man1c1,0.417,0.417
Zdhhc7,0.437,0.437
Ess2,0.254,0.254
Gm10481,0.814,0.814
Lpp,0.673,0.673
Gm6919,0.722,0.722
Uqcrc1,0.786,0.786
Gm14116,,
Gm9278,0.755,0.755
Gm15012,,
Gm6554,0.718,0.718
Safb2,0.5,0.5
Trdv4,0.613,0.613
Vmn2r-ps32,,
Gm37116,0.87,0.87
Gm18839,,
Krtap19-2,,
Cckbr,,
Gm13806,,
Gm6024,0.924,0.924
Ceacam1,0.359,0.359
Gm35232,,
C87414,0.374,0.374
Gabrp,,
Cenpc1,0.849,0.849
Obox4-ps27,,
Gm5329,,
Cyp2a4,,
Rpl17-ps7,0.885,0.885
Olfr566,0.566,0.566
Rpl19-ps9,0.571,0.571
Klk10,0.891,0.891
Aqp11,0.845,0.845
Fbxo33,0.051,0.051
Bnip1,0.625,0.625
Plac8,0.555,0.555
Pde8b,0.538,0.538
Itsn1,0.87,0.87
Pdik1l,0.63,0.63
Gm8517,0.524,0.524
Gm44055,,
Vmn1r-ps68,,
Mark4,0.935,0.935
Olig1,,
Adcy3,0.629,0.629
Farsa,0.467,0.467
Gm2617,,
Apol11b,0.705,0.705
Gm46544,0.558,0.558
Cdnf,0.321,0.321
Gm48674,0.165,0.165
Caprin1,0.713,0.713
4921533I20Rik,0.755,0.755
Rbm3-ps,0.499,0.499
Spout1,0.213,0.213
Gm44980,,
Cyp2d33-ps,,
Gm11992,0.665,0.665
Ms4a4b,0.887,0.887
Ppp1r9b,0.144,0.144
Gm18471,,
Golim4,0.145,0.145
Hsd3b4,,
Gm19235,,
Tmem236,0.216,0.216
Gm15745,0.755,0.755
Tubgcp2,0.375,0.375
Apol9b,0.685,0.685
Gm2930,,
Tex26,,
Sorbs2,0.584,0.584
AL929073.1,,
Gm11835,,
Gm11483,0.606,0.606
Bud23,0.745,0.745
Rhox12,,
Gm7164,0.755,0.755
2300002M23Rik,,
Cox17,0.826,0.826
Ccr3,0.755,0.755
Gm14389,0.755,0.755
Gm15155,0.635,0.635
Gucy2d,,
Acp4,0.716,0.716
Gm18199,,
Rpl9-ps9,,
Oard1,0.8,0.8
Tpm3-rs7,0.691,0.691
Atf2,0.899,0.899
Apol7e,0.002,0.002
Gm9925,,
Mylip,0.803,0.803
Fam76b,0.148,0.148
Clasrp,0.587,0.587
Idh1,0.583,0.583
Sec31b,0.508,0.508
Gm15740,,
Podn,0.575,0.575
Ifngr1,0.001,0.001
Lama3,,
Gm7206,0.817,0.817
Gm19311,,
Ackr3,0.929,0.929
Clp1,0.549,0.549
Igkv13-80-1,,
Gm11581,0.139,0.139
Chrm3,0.981,0.981
Hars,0.886,0.886
Mtpn,0.095,0.095
Gm10488,,
Tbc1d10b,0.997,0.997
Kcnma1,0.87,0.87
Tagap,0.814,0.814
Nwd1,0.884,0.884
Adrb1,0.31,0.31
Nsa2,0.388,0.388
Ccnl1,0.545,0.545
Gm8618,0.54,0.54
Hypm,,
Gm49640,,
Tkt,0.667,0.667
Gm20523,0.755,0.755
Gm21909,,
Zfp711,,
Zdhhc23,0.846,0.846
Gm5949,,
Gm5456,0.682,0.682
Gm6533,0.597,0.597
Lztr1,0.764,0.764
Tfap2c,0.281,0.281
Ccdc33,,
Scap,0.414,0.414
Smc2,0.538,0.538
Fhl4,0.753,0.753
Olfr1342,0.287,0.287
Vmn2r29,0.761,0.761
Timd4,0.997,0.997
Lrp3,0.924,0.924
Tmem147,0.925,0.925
Cyp2d41-ps,0.635,0.635
Gm8790,,
Zfp623,0.284,0.284
Gm18945,,
Ppp1cc,0.94,0.94
Gm18883,0.778,0.778
Pole2,0.355,0.355
Gm6441,0.86,0.86
Snx11,0.988,0.988
Rnf40,0.036,0.036
Gpatch4,0.209,0.209
Krt81,0.755,0.755
Gm26898,,
Gm7393,0.756,0.756
Olfr798,0.787,0.787
Cklf,0.877,0.877
Gm8215,,
Gm13302,,
Gm10378,,
Col4a2,0.903,0.903
Gm2229,,
Gm17660,,
Ftsj1,0.832,0.832
Mup3,,
Epgn,0.799,0.799
Gm3531,0.244,0.244
Gm13882,0.254,0.254
Spag1,0.727,0.727
Sp110,0.818,0.818
Gm10161,0.906,0.906
Itm2c,0.108,0.108
Gm49435,0.212,0.212
Rpl30-ps2,0.62,0.62
Zim1,0.777,0.777
Gm8331,,
Flii,0.085,0.085
Gm8835,0.868,0.868
Gm15096,,
H2-DMa,0.679,0.679
AC121967.1,0.775,0.775
Rev3l,0.072,0.072
Dscc1,0.469,0.469
Fam133b,0.769,0.769
Gm12742,0.431,0.431
Slc5a1,,
Gm15127,,
AC102240.1,0.817,0.817
Zcchc2,0.277,0.277
Arl6ip4,0.413,0.413
Gm13312,0.817,0.817
Zfp87,0.104,0.104
Vmn1r205,,
Pcsk6,0.367,0.367
Rabepk,0.368,0.368
Gm5380,0.871,0.871
Gm34091,0.8,0.8
Gm29640,,
Arhgef12,0.061,0.061
Gk2,,
Rpap2,0.765,0.765
Timm44,0.309,0.309
Gm5853,0.317,0.317
Gm13228,0.817,0.817
Gm2602,,
Adgrv1,0.332,0.332
Krt33a,,
Tln2,0.947,0.947
Gzf1,0.111,0.111
Gm20630,0.638,0.638
Gm13149,,
Gm45857,0.313,0.313
Ppp1r2-ps6,0.891,0.891
Rps19-ps4,0.777,0.777
Tmem179b,0.191,0.191
Gpr34,0.821,0.821
Enpp6,0.459,0.459
Gm10593,0.729,0.729
Fn3k,0.282,0.282
Gm17072,0.708,0.708
Gm29604,,
Gxylt2,0.314,0.314
Gm8226,,
Ighv6-2,,
Wfdc10,,
Gm15333,0.755,0.755
Gm38237,,
Gm28371,,
Trim10,0.448,0.448
Gm44666,0.817,0.817
Tas2r110,,
Iqschfp,,
Wrn,0.721,0.721
Lrrc18,,
Olfr1179,,
Gm18303,0.924,0.924
Rabl3,0.393,0.393
Kif1c,0.098,0.098
Pcdhgb6,0.37,0.37
Scgb1b2,,
Slc22a16,,
Gng3,0.105,0.105
Heatr9,0.244,0.244
AC148020.1,,
Hus1b,0.066,0.066
Gm49505,,
Pcdhga8,0.945,0.945
Gm38266,,
Gm9220,0.924,0.924
Nudt15,0.096,0.096
Olfr1159-ps1,,
Vmn1r40,,
Gm16304,0.817,0.817
Gm6079,0.547,0.547
Arhgef2,0.721,0.721
Zmym2,0.579,0.579
Abraxas1,0.376,0.376
Gm21297,0.178,0.178
Tmem210,0.917,0.917
Gm19035,0.523,0.523
Serpini2,,
Rnf121,0.368,0.368
Olfr1359,0.924,0.924
Gm2991,0.964,0.964
Gm16359,,
Igkv13-62-1,,
Gm21321,,
Gm9059,,
Cttnbp2,,
Gm19065,0.968,0.968
Gm38216,,
Ccdc124,0.568,0.568
Sh2d4a,0.425,0.425
Zfp605,0.524,0.524
Usp18,0.242,0.242
Prl8a8,,
Gm15170,,
Gm8062,0.939,0.939
Gm7948,,
Gm44932,,
Dpysl2,0.726,0.726
Ajm1,0.078,0.078
Gm44538,,
Gm14594,,
Gm12424,0.48,0.48
Sh3kbp1,0.752,0.752
Rnf151,0.937,0.937
Vmn1r3,,
Gm49935,,
Gm19091,,
9030025P20Rik,0.489,0.489
Ehhadh,0.126,0.126
Gm2999,,
E030030I06Rik,0.919,0.919
Gm44869,,
Als2cl,0.985,0.985
9130008F23Rik,0.062,0.062
Rpl39,0.756,0.756
Leo1,0.624,0.624
Wars,0.066,0.066
Dot1l,0.268,0.268
Fgf3,,
AC124108.1,,
Gm15006,,
Gm8036,,
Gm8353,,
Eif3s6-ps3,0.669,0.669
Krtap16-3,,
Gm14509,,
Gm13941,,
Gm49250,,
Afg3l1,0.882,0.882
Ube2h,0.444,0.444
Gm7146,,
Gm37240,0.096,0.096
Zfp704,0.924,0.924
Gm28230,,
Gm18075,,
Gimap8,0.459,0.459
Gsdmd,0.525,0.525
Ppp1r26,0.627,0.627
Nrg3,0.69,0.69
Serpina4-ps1,0.706,0.706
Acat2,0.41,0.41
Gm48083,,
Gm15459,0.953,0.953
Elp2,0.519,0.519
Ppm1m,0.708,0.708
Bpgm,0.775,0.775
AC163620.2,,
Stx5a,0.498,0.498
Atp5d,0.398,0.398
Mageb6-ps,,
Mrpl17,0.217,0.217
Rln3,0.594,0.594
Olfr1002,,
Mrgpra18-ps,,
Tex261,0.387,0.387
Gm18349,,
Gm45101,,
Gm17795,,
Hoxd10,,
Nbr1,0.008,0.008
Gm8403,,
Obox4-ps14,,
4632415L05Rik,0.105,0.105
Nol7,0.562,0.562
Zfp969,,
Gm49361,0.595,0.595
Snw1,0.97,0.97
Gm21794,,
Nudcd3,0.963,0.963
Auh,0.619,0.619
Mfap5,0.452,0.452
Gm15372,0.988,0.988
Slco2b1,0.601,0.601
Gm20561,,
Gpr153,0.197,0.197
Olfr597,0.632,0.632
Traf1,0.133,0.133
Olfr789,0.523,0.523
Plin2,0.469,0.469
Hist1h2bk,0.718,0.718
Tff3,0.924,0.924
Rpl9-ps1,0.251,0.251
Gm8019,0.986,0.986
Npy5r,,
Gm4782,,
