gene_name,KO_48h-KO_NAV,KO_48h-WT_48h,KO_48h-WT_NAV,KO_DP-KO_NAV,KO_DP-WT_DP,KO_DP-WT_NAV,KO_EE-KO_NAV,KO_EE-WT_EE,KO_EE-WT_NAV,KO_MP-KO_NAV,KO_MP-WT_MP,KO_MP-WT_NAV,KO_NAV-WT_NAV,KO_TE-KO_NAV,KO_TE-WT_NAV,KO_TE-WT_TE,WT_48h-WT_NAV,WT_DP-WT_NAV,WT_EE-WT_NAV,WT_MP-WT_NAV,WT_MP-WT_TE,WT_TE-WT_NAV
Vmn1r1,,,,,,,,,,1.0,,,,,,,,,,,,
Plk2,0.005,1.0,0.001,0.0,0.704,0.0,0.0,1.0,0.0,0.0,0.265,0.0,0.846,0.0,0.0,0.975,0.0,0.0,0.0,0.001,0.441,0.0
Cdc37,0.0,1.0,0.0,0.983,0.599,0.28,0.477,0.926,0.051,1.0,0.731,0.129,0.393,0.372,0.03,0.267,0.0,0.696,0.583,0.88,0.953,0.969
Ptp4a1,0.0,1.0,0.0,0.0,0.813,0.001,0.0,1.0,0.0,0.0,0.93,0.001,0.048,0.0,0.0,0.924,0.015,0.0,0.0,0.0,0.871,0.0
Etfrf1,0.0,1.0,0.119,0.327,0.927,0.416,0.784,0.967,0.113,1.0,0.877,0.109,0.097,0.926,0.067,0.766,0.175,0.177,0.004,0.518,0.017,0.004
Gm7787,,,,,,,,,,1.0,,,,,,,,,,,,
Gm13557,,,,,,,,,,1.0,,,,,,,,,,,,
Plce1,0.739,1.0,0.769,0.262,0.909,0.28,0.262,1.0,0.269,0.065,0.843,0.035,,0.03,0.03,0.896,0.18,0.659,0.432,0.323,0.84,0.123
Vmn1r226,,,,,,,,,,,,,,,,,,,,,,
Gm10134,0.325,1.0,0.082,0.677,0.86,0.28,0.799,1.0,0.365,0.54,0.907,0.074,,0.729,0.303,0.808,0.123,0.801,0.063,0.341,0.708,0.844
Usp34,0.0,1.0,0.0,0.081,0.64,0.0,0.62,1.0,0.035,0.811,0.772,0.017,0.234,0.235,0.004,0.969,0.0,0.097,0.166,0.334,0.297,0.009
Il17rb,,,,,,0.039,,,,1.0,,0.271,,,0.089,,0.308,0.208,,,,
Olfr110,,,,,,,,,,0.719,,,,,,,,,,,,
Aldh1a1,0.565,1.0,0.521,0.023,,0.018,0.099,1.0,0.079,0.212,,0.093,,0.483,0.423,,1.0,0.038,0.355,0.325,,0.651
Olfr54,0.946,,0.408,0.572,,0.146,,,0.486,1.0,,0.424,,0.427,0.081,,0.142,0.288,0.133,0.717,,0.09
Olfr313,,,,,,,,,,1.0,,,,,,,,,,,,
Gm28429,,,,,,,,,,,,,,,,,,,,,,
Fbxw26,,,,,,,,,,1.0,,,,,,,,,,,,
Gm11870,,,,,,,,,,1.0,,,,,,,,,,,,
Cd84,0.0,0.835,0.0,0.0,0.942,0.004,0.0,1.0,0.0,0.0,0.744,0.003,0.012,0.0,0.0,0.925,0.0,0.022,0.0,0.141,0.102,0.0
Gm11787,,,,,,,,,,1.0,,,,,,,,,,,,
Gm47681,,,,,,1.0,,,,0.929,,,,,,,,,,,,
Gm18939,,,,,,,,,,1.0,,,,,,,,,,,,
Ndufs3,0.0,0.993,0.1,0.25,0.994,0.444,0.091,1.0,0.795,0.761,0.988,0.259,0.079,0.093,0.792,0.974,0.68,0.425,0.25,0.205,0.489,0.657
Trbv16,0.0,1.0,0.0,0.995,0.815,0.696,0.079,1.0,0.202,1.0,0.996,0.671,0.76,0.673,0.97,0.96,0.0,0.16,0.584,0.656,0.906,0.872
Gm9375,,,,,,,,,,,,,,,,,,,,,,
Med26,0.001,1.0,0.014,0.0,0.913,0.001,0.0,1.0,0.0,0.0,0.989,0.0,0.671,0.001,0.005,0.995,0.01,0.011,0.0,0.0,0.824,0.004
Col26a1,0.266,1.0,0.277,0.35,0.974,0.36,0.675,1.0,0.629,1.0,0.916,0.628,,0.743,0.745,0.945,0.111,0.501,0.976,0.929,0.945,0.973
Gm42807,,,,,,,,,,1.0,,,,,,,,,,,,
Gm14137,0.629,,0.728,,,1.0,,,0.581,1.0,,0.416,,0.637,0.648,,0.366,1.0,0.433,,,0.458
Usp26,0.846,,0.439,0.438,,0.779,,,0.606,0.76,,0.787,,0.16,0.821,,0.959,0.64,0.964,0.513,,0.924
Gm48260,0.495,1.0,0.215,0.025,0.946,0.004,0.105,1.0,0.025,0.15,0.793,0.017,0.741,0.001,0.0,0.756,0.119,0.019,0.028,0.3,0.263,0.007
Phxr2,0.803,1.0,0.457,0.974,0.954,0.211,0.817,1.0,0.381,1.0,0.921,0.084,,0.523,0.041,,0.181,0.398,0.058,0.327,,0.116
Nectin3,0.216,1.0,0.038,0.656,0.962,0.893,0.745,1.0,0.813,1.0,0.972,0.645,,0.141,0.442,0.827,0.246,0.913,0.772,0.452,0.603,0.977
Gm8453,,,,,,,,,,1.0,,,,,,,,,,,,
A830031A19Rik,,,,,,,,,,1.0,,,,,,,,,,,,
Cacfd1,0.004,1.0,0.015,0.078,0.926,0.163,0.154,1.0,0.272,0.046,0.994,0.057,0.833,0.09,0.172,0.85,0.052,0.049,0.366,0.045,0.963,0.034
Myoz3,,,,,,,,,,1.0,,,,,,,,,,,,
Ppp1r2-ps1,,,,,,,,,,1.0,,,,,,,,,,,,
Atad2,0.0,1.0,0.0,0.0,0.891,0.0,0.0,1.0,0.0,0.0,0.845,0.0,0.165,0.0,0.0,0.749,0.0,0.0,0.0,0.0,0.546,0.0
Gm14512,0.057,1.0,0.069,0.02,0.999,0.023,0.024,1.0,0.027,0.013,0.865,0.008,,0.004,0.004,,0.019,0.023,0.007,0.1,0.977,0.084
Gm14567,0.739,1.0,0.815,0.966,0.962,0.959,0.987,1.0,0.902,1.0,0.957,0.695,0.948,0.811,0.698,0.998,0.993,0.849,0.678,0.998,0.896,0.749
Krtap9-5,,,,,,,,,,,,,,,,,,,,,,
Mal2,,,,,,,,,,0.972,,,,,,,,,,,,
Yipf4,0.001,1.0,0.547,0.968,0.912,0.013,0.724,1.0,0.002,1.0,0.996,0.045,0.039,0.915,0.007,0.96,0.955,0.079,0.011,0.057,0.867,0.019
Gm44823,,,,,,,,,,1.0,,,,,,,,,,,,
Cp,0.358,1.0,0.248,0.152,0.795,0.093,0.933,1.0,0.953,0.754,0.893,0.297,,0.932,0.783,,0.407,0.621,0.952,0.828,0.996,0.84
Mcm8,0.0,1.0,0.0,0.0,0.896,0.0,0.0,0.963,0.0,0.0,0.903,0.0,0.83,0.0,0.0,0.688,0.0,0.0,0.0,0.0,0.98,0.0
Lsm2,0.023,1.0,0.0,0.0,0.879,0.0,0.017,1.0,0.0,0.0,0.996,0.0,0.055,0.005,0.0,0.975,0.0,0.0,0.0,0.0,0.442,0.0
Zcchc9,0.475,1.0,0.862,0.013,0.994,0.001,0.125,1.0,0.023,0.086,0.909,0.006,0.681,0.131,0.024,0.998,0.49,0.002,0.012,0.0,0.514,0.022
Guca2b,,,,,,,,,,,,,,,,,,,,,,
Gm13910,,,,,,,,,,1.0,,,,,,,,,,,,
Ttc36,0.388,1.0,0.409,0.941,0.776,0.977,0.566,1.0,0.576,1.0,0.849,0.957,,0.505,0.508,,0.967,0.234,0.4,0.346,,0.15
Pdgfd,,,,,,,,,,1.0,,,,,,,,,,,,
Psme2,0.0,0.541,0.006,0.212,0.991,0.056,0.124,1.0,0.114,0.211,0.974,0.12,0.009,0.065,0.203,0.963,0.617,0.049,0.008,0.062,0.48,0.331
Gm43345,,,,,,,,,,,,,,,,,,,,,,
Gm6806,,,,,,,,,,,,,,,,,,,,,,
1700125H20Rik,,,,,,,,,,1.0,,,,,,,,,,,,
Gm5318,,,,,,,,,,1.0,,,,,,,,,,,,
Kirrel2,,,,,,,,,,1.0,,,,,,,,,,,,
Armc7,0.0,1.0,0.0,0.001,0.705,0.0,0.0,1.0,0.0,0.001,0.516,0.0,0.241,0.0,0.0,0.235,0.0,0.001,0.0,0.001,0.909,0.001
H2-Pb,,,,,,,,,,,,,,,,,,,,,,
Zfp692,0.004,1.0,0.457,0.087,0.874,0.0,0.258,1.0,0.001,0.225,0.97,0.0,0.121,0.3,0.001,0.933,1.0,0.003,0.0,0.001,0.923,0.0
Pcbp1,0.007,1.0,0.0,0.035,0.803,0.417,0.002,1.0,0.083,0.018,0.877,0.205,0.348,0.03,0.366,1.0,0.0,0.892,0.37,0.723,0.774,0.37
1700028B04Rik,0.448,1.0,0.08,0.211,0.813,0.025,0.655,1.0,0.168,0.046,0.691,0.001,,0.294,0.04,0.783,0.015,0.279,0.108,0.102,0.819,0.299
Ccni,0.825,1.0,0.339,0.608,0.839,0.912,0.34,1.0,0.794,0.178,0.771,0.368,0.595,0.411,0.882,0.714,0.81,0.334,0.69,0.835,0.751,0.424
Gm13880,,,,,,,,,,1.0,,,,,,,,,,,,
Clrn1,0.48,,0.891,0.087,,0.557,0.506,,0.809,0.347,,0.794,,0.088,0.537,,0.685,0.734,0.53,0.976,,0.902
Adam28,0.895,0.658,0.689,0.441,0.988,0.265,0.974,1.0,0.765,0.48,0.918,0.136,,0.302,0.158,0.57,0.015,0.328,0.535,0.46,0.622,1.0
Pigf,0.0,0.668,0.0,0.0,0.996,0.0,0.0,0.953,0.0,0.0,0.849,0.0,0.611,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.73,0.0
Gm6044,0.332,1.0,0.53,0.603,0.915,0.834,0.521,1.0,0.731,1.0,0.887,0.613,,1.0,0.766,0.938,1.0,0.458,0.542,0.843,0.935,0.993
Vmn2r-ps40,,,,,,,,,,1.0,,,,,,,,,,,,
Bhlha15,0.484,1.0,0.38,0.645,0.861,0.744,0.455,1.0,0.343,1.0,0.992,0.841,,0.813,0.683,,0.544,0.733,0.845,0.784,0.866,0.481
Exph5,0.791,1.0,0.025,0.871,0.989,0.039,0.773,1.0,0.025,0.334,0.525,0.001,,0.298,0.002,0.908,0.019,0.033,0.03,0.181,0.589,0.012
Gm18116,,,,,,,,,,1.0,,,,,,,,,,,,
Gm7855,,,,,,,,,,1.0,,,,,,,,,,,,
Ighv1-14,1.0,,0.929,0.089,,0.119,0.288,,0.336,0.128,,0.088,,0.899,0.977,,0.937,0.378,0.886,0.674,,0.781
Tusc1,0.91,1.0,0.828,0.583,0.95,0.924,0.065,1.0,0.185,0.653,0.996,0.668,,0.104,0.26,,0.856,0.667,0.259,0.633,0.812,0.982
Ceacam13,,,,,,,,,,1.0,,,,,,,,,,,,
Gm14811,,,,,,,,,,,,,,,,,,,,,,
Gm4854,,,,,,,,,,1.0,,,,,,,,,,,,
Gm12918,0.0,0.022,0.0,0.0,0.848,0.0,0.0,1.0,0.0,0.0,0.799,0.003,0.63,0.0,0.0,0.916,0.2,0.001,0.001,0.0,0.763,0.0
Gm43540,0.305,1.0,0.458,0.045,0.901,0.088,0.163,1.0,0.253,0.73,0.813,0.568,0.871,0.108,0.175,0.871,0.753,0.336,0.247,0.713,0.357,0.51
Celf2,1.0,1.0,0.709,0.27,0.905,0.527,0.56,1.0,0.862,0.959,0.938,0.878,0.758,0.873,0.528,0.98,0.712,0.202,0.873,0.523,0.259,0.662
Afap1,0.946,1.0,0.535,0.0,0.983,0.0,0.0,1.0,0.0,0.001,0.906,0.0,,0.0,0.0,0.84,0.17,0.0,0.0,0.0,0.246,0.0
Adamts7,,,,,,,,,,1.0,,,,,,,,,,,,
Dynll2,0.0,1.0,0.0,0.002,0.942,0.0,0.362,0.989,0.0,0.006,0.983,0.0,0.013,0.057,0.0,0.918,0.0,0.0,0.0,0.0,0.068,0.0
Pcgf5,0.0,1.0,0.0,0.023,0.969,0.372,0.0,0.953,0.02,0.029,0.947,0.288,0.321,0.0,0.005,0.497,0.0,0.551,0.327,0.112,0.752,0.343
Atp8b3,,,,,,,,,,1.0,,,,,,,,,,,,
Gm43730,,,,,,,,,,,,,,,,,,,,,,
Gm9008,0.9,0.36,0.002,0.115,0.0,0.0,0.409,0.0,0.0,0.375,0.0,0.0,,0.524,0.0,0.0,0.652,0.509,0.479,0.842,0.599,0.505
Krtap1-4,,,,,,,,,,1.0,,,,,,,,,,,,
Epcam,0.408,1.0,0.144,0.033,0.673,0.005,0.507,0.941,0.199,0.063,0.97,0.005,,0.886,0.495,0.57,0.318,0.272,0.007,0.015,0.021,0.541
Gm17161,,,,,,,,,,1.0,,,,,,,,,,,,
Med1,0.35,1.0,0.758,0.053,0.776,0.0,0.003,1.0,0.0,0.005,0.972,0.0,0.218,0.02,0.0,0.975,0.807,0.0,0.0,0.0,0.993,0.0
Acmsd,0.023,1.0,0.231,0.9,0.843,0.294,0.803,1.0,0.221,1.0,0.954,0.524,,0.469,0.073,0.786,0.321,0.876,0.451,0.269,0.926,0.422
Mob2,0.0,1.0,0.0,0.155,0.779,0.655,0.592,1.0,0.196,0.764,0.809,0.292,0.091,0.737,0.126,0.27,0.009,0.569,0.318,1.0,0.83,0.692
Olfr222,,,,,,,,,,1.0,,,,,,,,,,,,
D130052B06Rik,,,,,,,,,,1.0,,,,,,,,,,,,
Gm15379,0.816,,0.859,,,0.64,,,0.762,1.0,,0.448,,0.839,0.783,,1.0,0.899,0.913,,,0.634
Srrt,0.541,0.978,0.067,0.128,0.886,0.673,0.87,1.0,0.437,0.649,0.341,0.032,0.409,0.916,0.395,0.958,0.609,0.852,0.074,0.949,0.622,0.59
Etnk2,,,,,,,,,,1.0,,,,,,,,,,,,
Gm17978,,,,,,,,,,1.0,,,,,,,,,,,,
Mrgprb5,,,,,,,,,,1.0,,,,,,,,,,,,
Gm15158,,,,,,,,,,1.0,,,,,,,,,,,,
Gm9044,,,,,,,,,,1.0,,,,,,,,,,,,
Ccl19-ps3,,,,,,,,,,,,,,,,,,,,,,
Zfp689,0.755,1.0,0.27,0.154,0.975,0.02,0.201,1.0,0.029,0.973,0.737,0.171,0.592,0.272,0.045,0.752,0.139,0.041,0.012,0.004,0.927,0.002
Vmn1r29,,,,,,,,,,1.0,,,,,,,,,,,,
Hmgb1-rs16,0.62,,0.528,0.712,,0.623,0.352,,0.27,0.676,,0.297,,0.372,0.285,,0.203,0.71,0.284,0.95,,0.711
Gclm,0.442,1.0,0.032,0.233,0.712,0.011,0.67,1.0,0.091,0.719,0.834,0.031,0.365,1.0,0.275,0.972,0.053,0.342,0.17,0.325,0.956,0.404
Pclaf,0.0,0.879,0.0,0.0,1.0,0.0,0.0,0.981,0.0,0.0,0.982,0.0,0.916,0.0,0.0,0.798,0.0,0.0,0.0,0.0,0.699,0.0
Gm21856,,,,,,,,,,,,,,,,,,,,,,
Igfbp6,0.009,1.0,0.025,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.997,0.0,,0.001,0.004,1.0,0.01,0.0,0.0,0.0,0.322,0.004
Gm38135,,,,,,,,,,1.0,,,,,,,,,,,,
Sptlc2,0.287,1.0,0.001,0.0,0.908,0.007,0.0,1.0,0.002,0.0,0.563,0.002,0.115,0.0,0.001,0.792,0.002,0.05,0.029,0.308,0.42,0.016
Tbx4,,,,,,,,,,0.562,,,,,,,,,,,,
Gm7558,0.604,,0.914,0.243,,0.743,0.29,,0.797,0.777,,0.994,,0.308,0.823,,0.99,0.762,0.716,0.888,,0.971
Hemk1,0.0,1.0,0.0,0.019,0.874,0.003,0.695,1.0,0.379,1.0,0.995,0.97,0.773,0.009,0.001,0.063,0.0,0.052,0.383,0.981,0.947,0.861
Rpl3-ps2,0.495,1.0,0.819,0.057,0.901,0.172,0.051,0.981,0.148,0.666,0.949,0.67,,0.265,0.517,0.963,0.238,0.515,0.719,0.378,1.0,0.378
Olfr1315-ps1,,,,,,,,,,1.0,,,,,,,,,,,,
Dio3,,,,,,,,,,1.0,,,,,,,,,,,,
Zcchc8,1.0,1.0,0.722,0.881,0.976,0.837,0.247,0.705,0.088,0.972,0.999,0.871,0.773,0.382,0.16,0.522,0.971,0.97,1.0,0.877,0.974,0.937
Tyw5,0.427,0.959,0.398,0.927,1.0,0.071,0.966,1.0,0.062,1.0,0.939,0.009,0.104,0.921,0.034,1.0,0.022,0.072,0.03,0.051,0.953,0.036
Apoa4,,,,,,,,,,1.0,,,,,,,,,,,,
Msrb3,0.857,,0.727,0.256,,0.173,,,0.498,0.971,,0.439,,0.263,0.169,,0.923,0.801,0.415,0.886,,0.939
Efcab11,0.0,0.959,0.0,0.0,0.954,0.0,0.0,1.0,0.0,0.0,0.989,0.0,0.833,0.0,0.0,0.342,0.0,0.0,0.0,0.0,0.935,0.0
Cfap126,0.182,1.0,0.96,0.0,0.736,0.0,0.0,1.0,0.0,0.0,0.991,0.0,,0.0,0.0,0.992,0.929,0.001,0.0,0.001,0.818,0.0
Rps10-ps2,0.334,1.0,0.567,0.65,0.904,0.391,0.551,1.0,0.3,1.0,0.97,0.882,,0.735,0.445,,0.572,0.82,0.304,0.916,0.767,0.64
Fam209,0.054,1.0,0.001,0.079,0.903,0.002,0.294,1.0,0.02,0.264,0.921,0.006,,0.372,0.03,0.962,0.001,0.0,0.029,0.0,0.638,0.015
Bmper,,,,,,,,,,1.0,,,,,,,,,,,,
Vmn1r-ps2,,,,,,,,,,1.0,,,,,,,,,,,,
Cldn17,,,,,,,,,,1.0,,,,,,,,,,,,
Gm6344,,,,,,,,,,1.0,,,,,,,,,,,,
Ccdc8,0.589,1.0,0.266,0.979,0.927,0.628,0.972,1.0,0.694,1.0,0.947,0.826,,0.448,0.763,0.87,0.122,0.99,0.758,0.862,0.732,0.357
Ccne2,0.0,1.0,0.0,0.0,0.541,0.0,0.0,0.55,0.0,0.0,0.561,0.0,0.502,0.0,0.0,0.643,0.0,0.0,0.0,0.0,0.982,0.0
Gm47062,,,,,,,,,,0.881,,,,,,,,,,,,
Gm44295,,,,,,,,,,1.0,,,,,,,,,,,,
Ccdc91,0.281,1.0,0.153,0.001,0.862,0.0,0.01,1.0,0.003,0.01,0.985,0.001,0.859,0.0,0.0,0.92,0.327,0.0,0.006,0.003,0.332,0.0
Gm15746,,,,,,,,,,1.0,,,,,,,,,,,,
Tmem41a,0.037,1.0,0.814,0.0,0.832,0.0,0.0,1.0,0.0,0.0,0.932,0.022,0.15,0.0,0.0,0.661,1.0,0.004,0.0,0.003,0.979,0.005
Plcl2,0.0,1.0,0.007,0.001,0.843,0.013,0.024,1.0,0.112,0.027,0.899,0.077,0.655,0.014,0.076,0.744,0.0,0.156,0.214,0.008,0.934,0.003
Dusp3,0.089,1.0,0.302,0.068,0.931,0.23,0.276,1.0,0.59,0.249,0.921,0.364,,0.787,0.858,0.604,0.185,0.509,0.77,0.802,0.692,0.28
Gm13132,,,,,,,,,,1.0,,,,,,,,,,,,
Gm27149,,,,,,,,,,1.0,,,,,,,,,,,,
Slc35a4,0.152,0.666,0.604,0.005,0.686,0.0,0.04,0.963,0.002,0.143,0.819,0.005,0.528,0.011,0.0,0.185,0.291,0.034,0.074,0.121,0.829,0.334
Gm10478,0.439,1.0,0.224,0.94,0.622,0.675,0.564,1.0,0.311,1.0,0.999,0.412,,0.914,0.634,0.974,0.453,0.036,0.25,0.432,0.84,0.793
Gm9603,,,,,,,,,,1.0,,,,,,,,,,,,
Vmn1r151,,,,,,,,,,,,,,,,,,,,,,
Gm13352,0.92,,0.522,0.983,,0.573,,,0.813,1.0,,0.647,,0.936,0.513,,0.966,0.509,0.931,0.737,,0.591
Ddx50,0.8,0.999,0.955,0.001,0.811,0.001,0.021,1.0,0.04,0.0,0.845,0.0,0.877,0.002,0.004,0.752,0.252,0.054,0.019,0.004,0.567,0.085
Clstn1,0.982,1.0,0.049,0.332,0.942,0.459,0.835,1.0,0.111,1.0,0.941,0.189,0.113,0.597,0.236,0.598,0.019,0.778,0.496,0.471,0.605,0.918
Gm8464,0.948,0.978,0.686,0.251,0.941,0.106,0.221,1.0,0.084,0.485,0.946,0.111,,0.215,0.082,0.65,0.581,0.273,0.111,0.309,0.791,0.704
Hbs1l,0.145,1.0,0.84,0.414,0.931,0.395,0.278,1.0,0.573,0.153,0.809,0.968,0.124,0.201,0.694,0.599,0.992,0.172,0.694,0.279,0.624,0.071
Rpl9-ps4,0.284,1.0,0.198,0.671,,0.792,0.684,1.0,0.791,1.0,,0.887,,0.687,0.793,,0.277,0.972,0.93,0.749,,0.802
C2,0.171,1.0,0.066,0.188,0.987,0.347,0.036,1.0,0.083,0.73,0.996,0.635,,0.001,0.004,0.765,0.131,0.289,0.129,0.618,0.567,0.089
Crcp,0.635,1.0,0.245,0.012,0.577,0.0,0.002,1.0,0.0,0.019,0.724,0.0,0.109,0.011,0.0,0.677,0.019,0.006,0.0,0.001,0.955,0.001
Gm8137,,,,,,,,,,1.0,,,,,,,,,,,,
Nfe2,0.985,1.0,0.838,0.0,0.987,0.0,0.001,0.893,0.0,0.0,0.999,0.0,0.839,0.001,0.0,0.941,0.38,0.0,0.0,0.0,0.883,0.0
Gm8999,,,,,,,,,,1.0,,,,,,,,,,,,
Tcl1b1,,,,,,,,,,1.0,,,,,,,,,,,,
Vmn1r-ps15,,,,,,,,,,1.0,,,,,,,,,,,,
Cry1,0.745,1.0,0.289,0.98,0.226,0.547,0.385,0.778,0.826,1.0,0.842,0.868,0.614,0.552,1.0,0.277,0.44,0.084,0.06,0.488,0.488,0.04
Gm7664,,,,,,,,,,1.0,,,,,,,,,,,,
Gm44902,,,,,,,,,,1.0,,,,,,,,,,,,
Olfr787,0.878,1.0,0.788,0.28,,0.213,0.708,1.0,0.596,0.523,,0.213,,0.198,0.137,,0.64,0.294,0.624,0.931,,0.157
Unkl,0.002,1.0,0.002,0.906,0.881,0.931,0.157,0.733,0.155,0.803,0.933,0.467,0.992,0.971,0.939,0.856,0.02,0.587,0.88,0.873,0.893,0.63
Il13,,,,,,,,,,1.0,,,,,,,,,,,,
Lsamp,0.173,,0.433,0.37,,0.698,0.1,,0.27,0.129,,0.206,,0.113,0.291,,0.478,0.644,0.287,0.761,,0.589
Baz1a,0.175,1.0,0.001,0.826,0.954,0.178,0.001,1.0,0.149,0.023,0.985,0.486,0.168,0.028,0.654,0.98,0.037,0.344,0.15,0.628,0.927,0.786
Fam168a,0.256,0.697,0.964,0.721,0.989,0.514,0.0,0.012,0.026,0.542,0.94,0.99,0.364,0.191,0.851,0.78,0.1,0.591,0.215,0.642,0.977,0.571
Ube2u,,,,,,,,,,1.0,,,,,,,,,,,,
Hspd1-ps4,,,,,,,,,,1.0,,,,,,,,,,,,
Gm6632,,,,,,,,,,1.0,,,,,,,,,,,,
Rbsn,0.616,1.0,0.349,0.096,0.82,0.0,0.226,0.975,0.001,1.0,0.988,0.018,0.155,0.727,0.026,0.801,0.151,0.012,0.051,0.011,0.503,0.224
Gm18584,,,,,,1.0,,,,1.0,,,,,,,,,,,,
Fbxw4,0.0,1.0,0.0,0.486,0.627,0.152,0.258,0.872,0.053,1.0,0.568,0.227,0.638,0.763,0.826,0.989,0.004,0.93,0.679,0.674,0.79,0.911
Gm8173,,,,,,,,,,1.0,,,,,,,,,,,,
Fth-ps3,,,,,,,,,,1.0,,,,,,,,,,,,
Gm11591,,,,,,,,,,1.0,,,,,,,,,,,,
Jmy,0.135,1.0,0.011,0.0,0.856,0.0,0.0,0.98,0.0,0.0,0.991,0.0,0.523,0.0,0.0,0.975,0.131,0.0,0.0,0.0,0.847,0.0
Gm14238,,,,,,,,,,1.0,,,,,,,,,,,,
Lrp4,0.0,1.0,0.007,0.19,0.931,0.018,0.211,1.0,0.02,0.637,0.877,0.051,0.499,0.051,0.002,0.518,0.012,0.078,0.092,0.322,0.927,0.208
Gm44262,,,,,,,,,,1.0,,,,,,,,,,,,
Nlrp1b,0.946,,0.565,0.771,,0.857,,,0.509,1.0,,0.763,,0.929,0.518,,0.271,0.745,0.446,0.834,,0.701
Clcnkb,,,,,,,,,,1.0,,,,,,,,,,,,
Mlip,0.8,0.932,0.46,0.282,0.942,0.959,0.675,1.0,0.519,1.0,0.921,0.415,,0.552,0.646,,0.739,0.661,0.564,0.867,0.76,0.388
Gmeb2,0.972,1.0,0.787,0.139,0.988,0.311,0.502,1.0,0.789,0.886,0.953,0.807,0.767,0.232,0.439,0.559,0.623,0.384,0.722,0.503,0.189,0.018
Gm44605,,,,,,,,,,1.0,,,,,,,,,,,,
Pifo,0.015,1.0,0.064,0.0,0.791,0.001,0.021,1.0,0.073,0.001,0.845,0.002,,0.011,0.043,,0.088,0.032,0.006,0.057,,0.002
Gm14215,,,,,,,,,,1.0,,,,,,,,,,,,
Olfr1006,,,,,,,,,,1.0,,,,,,,,,,,,
Gm43234,,,,,,,,,,,,,,,,,,,,,,
Ctdnep1,0.005,1.0,0.456,0.103,0.993,0.925,0.009,1.0,0.498,0.122,0.94,0.949,0.134,0.032,0.766,0.997,0.867,0.892,0.6,0.601,0.886,0.816
Gm47060,,,,,,,,,,,,,,,,,,,,,,
Rap1b,0.0,1.0,0.007,0.017,0.943,0.0,0.049,1.0,0.0,0.209,0.713,0.0,0.078,0.002,0.0,1.0,0.142,0.0,0.0,0.017,0.003,0.0
Gm3086,,,,,,,,,,1.0,,,,,,,,,,,,
Gm17546,,,,,,0.809,,,,0.908,,0.475,,,0.913,,1.0,0.906,,,,
Zfp362,0.0,1.0,0.006,0.011,0.983,0.215,0.016,1.0,0.251,0.015,0.912,0.169,0.363,0.012,0.211,0.871,0.01,0.172,0.229,0.548,0.988,0.577
Gm7299,0.949,1.0,0.807,0.109,0.93,0.164,0.251,1.0,0.333,0.733,0.997,0.529,,0.502,0.617,0.622,0.974,0.409,0.051,0.564,0.486,0.061
Rasa3,0.0,0.999,0.0,0.665,0.902,0.689,0.069,1.0,0.425,0.921,0.912,0.824,0.459,0.086,0.473,0.836,0.0,0.891,0.304,0.732,0.266,0.14
Gm5264,,,,,,,,,,1.0,,,,,,,,,,,,
Gm12424,0.467,1.0,0.331,0.586,,0.438,0.335,1.0,0.214,1.0,,0.519,,0.253,0.153,,0.097,0.39,0.418,1.0,,0.779
Rfc4,0.0,1.0,0.0,0.0,0.907,0.0,0.0,1.0,0.0,0.0,0.995,0.0,0.093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.767,0.0
Olfr61,,,,,,,,,,1.0,,,,,,,,,,,,
Nlrp1c-ps,,,,,,,,,,1.0,,,,,,,,,,,,
Gm6682,0.425,1.0,0.218,0.009,0.286,0.002,0.139,0.711,0.05,0.023,0.255,0.003,,0.044,0.012,0.3,0.717,0.597,0.845,0.711,0.988,0.731
Pemt,0.967,1.0,1.0,0.003,0.975,0.004,0.0,0.836,0.0,0.0,0.827,0.0,0.956,0.0,0.0,0.824,0.895,0.002,0.002,0.005,0.223,0.0
Vmn1r-ps66,,,,,,,,,,1.0,,,,,,,,,,,,
Hipk1,0.01,1.0,0.002,0.594,0.904,0.865,0.037,1.0,0.093,0.418,0.989,0.416,0.8,0.377,0.602,0.922,0.001,0.444,0.33,0.524,0.893,0.348
Sdccag8,0.096,1.0,0.018,0.651,0.77,0.289,0.774,1.0,0.377,1.0,0.794,0.557,0.694,0.494,0.178,0.716,0.017,0.938,0.805,0.07,0.368,0.814
Scfd1,0.117,1.0,0.735,0.676,0.874,0.115,0.726,0.984,0.008,1.0,0.823,0.037,0.074,0.877,0.059,0.586,0.277,0.468,0.134,0.391,0.736,0.705
Gm13057,,,,,,,,,,,,,,,,,,,,,,
Gucy2g,,,,,,,,,,1.0,,,,,,,,,,,,
Gm5846,,,,,,,,,,,,,,,,,,,,,,
Lmo7,0.413,,0.652,0.984,,0.736,,,0.549,0.954,,0.811,,0.763,0.994,,0.851,0.967,0.555,0.25,,0.973
Gm4871,,,,,,,,,,1.0,,,,,,,,,,,,
Pdlim5,0.0,1.0,0.0,0.829,0.29,0.689,0.749,1.0,0.596,1.0,0.856,0.751,0.916,0.825,0.669,0.931,0.0,0.068,0.863,0.212,0.1,0.414
