gene_name,WT_0h_rep1,WT_0h_rep2,WT_0h_rep3,KO_0h_rep1,KO_0h_rep2,KO_0h_rep3,WT_6h_rep1,WT_6h_rep2,WT_6h_rep3,KO_6h_rep1,KO_6h_rep2,WT_24h_rep1,WT_24h_rep2,WT_24h_rep3,KO_24h_rep1,KO_24h_rep2,KO_24h_rep3,WT_48h_rep1,WT_48h_rep2,WT_48h_rep3,KO_48h_rep1,KO_48h_rep2,KO_48h_rep3
Cyp1b1,0.749,0.0,0.0,0.326,0.0,0.262,1.141,0.0,0.211,0.628,0.0,0.914,0.0,0.0,1.734,0.22,0.0,0.0,0.187,0.0,0.805,0.212,0.0
Atl2,136.919,37.048,79.885,122.967,56.187,80.989,28.763,33.25,44.338,45.678,19.315,35.986,46.471,42.232,35.868,57.642,54.42,88.105,87.657,79.342,66.231,73.202,60.941
Hnrnpll,25.892,19.165,20.273,28.586,19.741,23.388,37.034,64.779,49.322,71.227,39.207,104.401,182.368,155.345,124.059,328.897,262.632,120.938,153.197,131.567,118.381,163.931,100.416
Galm,2.606,3.669,2.109,2.065,3.595,0.676,2.141,1.74,1.386,3.758,4.444,6.862,9.867,11.435,21.467,32.294,29.071,9.202,13.089,12.633,19.042,23.296,19.523
Srsf7,1047.689,555.891,862.924,803.026,706.11,878.303,336.035,584.624,671.33,523.781,358.421,564.28,754.862,710.07,355.349,866.503,749.701,443.566,610.828,511.136,324.41,587.483,431.115
Ttc39d,0.805,0.0,0.504,0.421,1.465,0.0,2.735,0.416,0.0,2.229,1.397,0.59,1.612,2.313,2.239,0.568,0.367,0.967,2.416,1.712,2.339,1.095,1.836
Gemin6,4.16,1.185,3.909,7.065,3.784,2.618,20.103,22.575,20.393,24.601,23.453,36.561,31.925,32.257,36.139,59.467,65.37,16.656,29.955,29.179,13.427,38.901,26.08
Dhx57,31.474,35.558,32.976,30.167,45.601,24.77,15.63,20.478,20.449,23.441,13.886,35.652,37.233,34.555,29.11,46.635,42.723,47.075,47.26,48.674,69.423,66.815,56.96
Morn2,0.464,0.0,0.0,1.212,0.0,0.0,0.606,2.398,1.961,1.751,6.037,0.85,3.096,1.333,4.031,5.732,4.755,5.109,5.917,7.397,5.242,6.311,4.628
Arhgef33,0.415,0.591,0.78,1.112,0.661,0.131,1.789,0.751,1.158,2.142,1.89,1.672,0.831,0.954,2.38,0.916,0.709,1.164,1.059,1.059,1.441,0.918,1.361
Gm10190,0.0,0.0,8.181,0.0,0.0,10.96,6.823,0.0,0.0,6.573,0.0,0.0,17.43,0.0,18.153,9.219,23.793,10.458,7.837,11.103,16.861,17.763,14.886
Sos1,156.733,55.403,131.823,153.439,71.292,148.762,28.321,31.608,35.431,46.416,19.859,49.736,54.459,60.531,45.631,65.932,58.92,86.86,93.448,89.766,84.358,93.997,69.988
Cdkl4,2.239,1.86,2.581,2.397,3.465,2.218,2.193,0.402,0.841,1.721,1.753,1.936,1.349,1.34,2.701,2.36,1.275,2.428,3.079,3.172,3.312,2.591,1.595
Map4k3,19.267,11.853,14.683,20.969,12.427,13.025,4.584,5.023,3.633,7.84,5.008,7.076,5.989,6.797,9.694,6.921,6.353,10.163,10.857,10.206,12.03,11.702,10.067
Tmem178,0.413,0.504,0.416,0.887,0.0,0.062,1.464,0.381,0.249,1.299,0.896,0.216,0.098,0.085,1.333,0.312,0.067,0.473,0.089,0.063,0.571,0.1,0.0
Thumpd2,25.127,22.198,18.617,26.961,28.418,16.262,21.611,23.18,23.922,30.024,17.373,34.442,26.007,28.387,28.9,36.886,25.188,28.941,29.46,32.023,32.536,34.943,30.772
Slc8a1,0.42,0.276,0.217,0.911,0.231,0.116,1.526,0.298,0.187,1.011,1.522,0.152,0.139,0.053,0.626,0.171,0.105,0.287,0.104,0.128,0.775,0.306,0.145
Gm11096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pkdcc,0.863,0.0,0.0,1.578,0.785,0.0,0.225,0.446,0.0,0.651,3.742,0.632,0.0,0.0,0.6,0.305,0.393,0.345,0.259,0.734,0.835,0.293,1.967
Eml4,138.512,58.96,92.059,132.251,80.218,105.004,72.295,85.534,93.636,114.263,56.648,102.925,96.348,109.735,97.985,112.756,109.433,163.09,153.031,147.828,166.604,169.292,119.544
Cox7a2l,142.072,111.892,134.766,135.139,118.087,154.875,53.975,74.474,73.765,78.51,52.468,95.082,72.574,87.842,87.864,73.172,88.542,65.044,81.166,82.927,64.06,67.951,69.341
Kcng3,1.065,0.837,2.358,1.631,0.919,2.081,4.222,3.037,2.608,6.701,4.141,2.287,1.103,2.532,3.446,0.843,1.924,2.868,2.92,3.201,2.075,0.874,1.047
Mta3,92.804,97.275,84.256,93.761,120.176,64.909,15.704,14.439,18.693,30.883,11.418,41.566,35.921,42.344,48.338,38.644,44.804,77.162,57.426,69.985,93.172,83.66,77.32
Haao,21.988,68.449,28.356,28.016,74.993,27.135,0.985,1.95,0.911,5.153,0.467,15.392,14.384,10.833,23.968,15.596,20.126,33.011,42.845,38.943,76.006,62.667,66.336
Zfp36l2,1077.355,2027.034,1786.467,1176.157,1414.947,2049.517,152.001,221.487,194.602,208.285,329.786,226.168,140.187,202.712,246.736,126.792,138.74,211.962,242.66,231.293,268.504,348.592,389.104
Thada,167.463,109.432,136.75,134.871,136.12,126.234,76.976,91.315,107.833,120.272,66.535,81.701,72.281,90.073,81.224,86.666,85.695,97.97,93.917,99.937,109.723,87.151,83.05
Plekhh2,0.459,0.044,0.336,0.94,0.174,0.193,1.559,0.277,0.052,0.924,1.394,0.224,0.204,0.308,1.542,0.189,0.349,0.46,0.184,0.293,0.519,0.104,0.044
Dync2li1,0.812,0.496,0.272,1.136,0.659,0.0,1.742,0.15,0.294,1.314,1.258,0.212,1.161,0.833,0.403,0.819,0.528,3.716,4.35,3.328,3.37,2.761,3.801
Abcg5,1.566,0.776,1.386,0.89,0.774,1.0,1.69,0.352,0.46,1.714,1.181,1.247,0.0,0.391,2.366,0.481,0.465,0.954,0.511,0.145,2.198,0.347,0.582
Abcg8,0.702,0.4,0.22,0.55,0.319,0.0,1.192,0.363,0.356,1.148,0.913,0.0,0.0,0.0,1.708,0.124,0.0,0.562,0.0,0.0,1.36,0.0,0.4
Lrpprc,78.151,39.825,64.8,80.196,49.518,67.848,75.093,89.545,105.851,106.038,56.866,93.721,122.747,129.053,76.769,132.044,111.255,116.252,122.094,115.944,71.849,85.58,65.039
Ppm1b,292.126,99.112,160.791,253.45,123.123,164.295,55.085,65.614,68.624,93.697,44.502,79.292,72.582,89.854,83.35,84.971,93.194,171.885,145.889,153.428,173.382,161.375,129.694
Slc3a1,30.446,22.915,31.023,19.484,19.58,17.079,5.224,4.499,5.329,5.091,7.142,6.892,4.553,4.865,6.704,6.145,7.072,7.63,5.223,6.901,10.859,10.72,9.788
Prepl,27.924,15.796,21.222,27.252,27.375,16.794,14.735,19.056,21.841,21.015,9.566,24.696,28.18,28.237,18.616,32.591,27.703,25.993,34.7,33.089,26.039,36.112,25.324
Camkmt,17.409,9.31,12.335,19.955,10.936,9.513,4.275,3.495,4.123,5.463,3.599,8.697,6.379,12.113,12.14,8.722,12.435,15.08,14.526,14.948,22.729,20.477,17.911
Six3,0.323,0.0,0.168,0.702,0.489,0.226,0.843,0.0,0.0,1.623,0.932,0.0,0.0,0.0,1.121,0.0,0.245,0.43,0.161,0.0,0.347,0.183,0.0
Six2,0.844,0.0,0.0,0.0,0.96,0.0,2.205,0.0,0.0,1.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srbd1,33.516,15.479,18.982,34.797,22.876,15.571,15.501,16.652,19.902,27.472,13.767,45.116,38.969,47.881,42.337,50.257,49.34,81.149,85.22,80.236,67.078,74.064,60.45
Prkce,19.865,16.07,22.089,20.924,25.41,27.923,12.801,12.819,11.941,20.129,10.211,11.094,9.534,12.754,14.391,12.029,14.527,21.951,16.17,18.6,19.845,18.408,23.514
Gm10309,0.45,0.0,0.705,0.588,0.0,0.0,2.057,0.0,0.0,0.283,1.951,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
Epas1,3.916,3.195,7.161,3.844,1.925,5.774,1.742,0.274,0.394,2.397,1.836,0.31,0.071,0.426,1.103,0.486,0.627,1.865,1.302,1.215,2.972,1.008,1.93
Tmem247,0.0,0.0,0.526,1.316,0.0,0.0,1.315,0.0,0.568,0.845,0.0,0.0,0.0,0.0,1.167,0.0,0.0,0.672,0.0,0.0,0.542,0.571,0.0
Atp6v1e2,0.891,0.0,1.395,0.582,1.013,0.0,2.327,2.302,1.506,0.56,1.932,0.0,1.486,0.0,0.0,0.0,1.014,0.892,0.668,0.0,0.719,0.0,0.0
Rhoq,21.078,29.493,27.006,18.056,21.785,27.374,29.195,27.114,23.674,12.857,6.924,35.082,29.529,35.767,6.182,6.199,10.285,113.155,101.627,107.048,28.123,27.534,41.338
Pigf,30.692,20.485,20.934,27.092,19.355,21.505,29.827,38.414,36.477,46.986,22.095,42.802,35.199,40.281,35.2,47.073,36.447,48.359,66.9,61.79,38.886,53.4,55.34
Cript,137.168,76.345,101.992,125.674,105.084,85.571,28.782,31.448,36.696,42.626,21.395,37.338,23.595,34.005,31.431,28.442,31.46,38.52,44.901,46.49,47.507,47.253,46.394
Socs5,45.544,50.19,50.993,50.28,52.923,47.186,56.19,75.466,74.427,91.088,41.244,58.798,46.667,62.34,74.652,60.128,65.488,49.168,61.182,66.115,79.632,77.426,83.696
Mcfd2,10.426,20.908,13.107,17.262,21.368,13.554,53.694,98.648,82.649,65.952,75.134,47.315,44.581,69.575,35.204,44.05,43.134,22.633,30.616,39.946,24.406,29.207,31.798
Ttc7,104.081,216.116,157.83,117.893,168.053,129.028,11.767,9.569,10.298,20.847,12.358,71.235,60.579,70.028,83.191,56.674,61.71,90.936,60.744,82.657,85.146,81.899,86.163
Stpg4,2.918,3.022,3.877,3.234,1.709,4.266,1.79,0.571,0.897,2.392,1.917,1.457,0.737,1.27,2.919,0.936,1.409,5.664,5.438,4.416,2.925,3.683,2.897
Calm2,457.835,167.374,307.965,406.337,230.389,339.277,44.652,45.14,50.832,78.497,27.055,80.417,77.019,90.659,72.841,118.027,105.137,135.637,147.31,143.477,129.072,143.83,145.065
Epcam,0.78,0.0,1.047,0.582,0.253,0.935,2.764,0.576,0.753,0.701,0.966,1.224,1.115,1.599,1.161,0.393,0.761,1.338,0.835,0.71,2.337,0.568,1.269
Msh2,34.614,33.575,42.017,39.979,37.411,44.508,17.756,18.244,22.87,29.997,13.956,53.391,67.494,61.865,55.913,73.425,66.184,75.864,76.454,84.315,77.796,85.086,76.357
Kcnk12,1.035,0.829,0.456,1.267,0.588,0.475,1.478,0.501,0.219,1.586,0.841,0.355,0.324,0.186,0.674,0.228,0.0,0.388,0.533,0.344,0.887,0.33,0.553
Msh6,55.751,57.071,65.103,48.455,53.566,56.804,49.699,66.382,58.018,71.885,48.997,129.588,146.527,138.669,121.117,187.356,148.073,177.539,206.911,189.175,131.248,216.198,156.424
Fbxo11,152.396,90.969,146.98,145.99,108.046,154.625,251.072,358.57,333.656,396.642,205.857,132.158,148.251,168.813,160.698,228.476,215.848,202.18,249.715,214.368,241.892,260.543,195.343
Foxn2,48.129,57.004,41.954,44.152,61.841,47.252,86.253,138.276,104.308,138.788,94.877,107.648,83.733,105.043,84.262,98.318,100.111,96.208,96.327,98.762,92.64,92.473,80.486
Ppp1r21,32.678,38.857,27.401,34.51,44.792,24.797,7.226,5.165,10.185,10.861,4.145,26.519,24.936,25.54,25.064,23.005,22.759,41.696,40.022,40.821,46.514,55.603,44.161
Ston1,2.236,1.555,1.629,2.819,1.596,0.927,1.834,0.941,0.703,1.505,1.466,6.664,4.858,4.704,4.336,6.332,9.177,12.543,15.99,13.87,11.076,13.923,12.668
Gtf2a1l,0.472,0.0,0.171,0.616,0.165,0.076,1.232,0.188,0.061,0.776,0.944,0.0,0.0,0.208,0.504,0.192,0.0,0.436,0.218,0.231,0.703,0.185,0.0
Lhcgr,0.617,0.263,0.241,0.524,0.07,0.194,1.772,0.239,0.052,1.086,0.669,0.226,0.103,0.0,0.75,0.109,0.281,0.37,0.139,0.066,1.145,0.0,0.0
Fshr,0.43,0.312,0.269,0.971,0.32,0.164,1.696,0.384,0.145,1.132,1.255,0.143,0.052,0.112,1.114,0.097,0.214,0.423,0.153,0.083,0.631,0.16,0.111
Gm10184,20.382,26.603,13.299,14.421,13.517,30.288,26.618,68.026,47.37,39.533,29.46,108.838,90.668,129.253,56.065,79.427,154.71,294.103,236.944,184.102,167.19,140.044,200.843
Nrxn1,0.425,0.195,0.279,0.784,0.177,0.15,1.598,0.255,0.18,0.856,1.091,0.128,0.09,0.064,0.642,0.11,0.102,0.252,0.072,0.051,0.422,0.068,0.027
Adcyap1,0.898,0.0,0.0,0.879,1.02,0.0,0.879,0.0,0.0,1.129,0.0,0.0,0.0,0.0,0.78,0.0,0.511,0.0,0.0,0.0,0.724,0.0,0.0
Mettl4,22.947,16.469,11.465,24.75,24.48,10.067,17.917,19.712,21.629,27.4,13.339,29.06,34.483,39.22,32.919,43.533,36.424,43.226,59.061,47.855,37.724,48.11,35.935
Vmn1r238,1.834,0.0,0.0,0.0,0.0,0.0,4.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crem,86.891,21.514,25.578,62.373,35.8,24.984,9.251,8.453,7.519,12.466,4.286,12.754,11.307,14.531,11.121,11.089,12.166,38.962,52.072,46.468,14.394,18.725,16.094
Cul2,115.681,46.805,86.221,99.0,65.183,94.954,37.892,50.227,51.02,49.627,33.304,57.751,54.518,62.355,45.905,66.707,57.939,93.64,99.563,88.402,73.037,83.393,68.084
Bambi,9.551,7.366,8.413,5.458,8.596,10.436,2.858,4.113,1.682,2.754,1.726,1.457,0.664,0.571,2.074,1.404,0.453,1.991,4.178,4.229,1.926,1.015,2.268
Lyzl1,0.412,0.0,0.322,1.21,0.0,0.0,2.016,0.0,0.174,0.647,0.0,0.0,0.343,0.0,0.358,0.0,0.0,0.206,0.154,0.437,0.83,0.0,0.0
Map3k8,48.785,46.752,49.834,55.286,54.489,87.818,45.42,57.097,41.821,73.221,29.015,35.897,55.292,41.335,67.316,91.853,93.549,295.304,290.377,256.147,182.178,258.594,209.724
Mtpap,233.348,61.456,128.005,181.295,89.665,126.865,92.152,110.922,115.991,130.773,63.956,106.022,131.567,129.515,101.147,149.86,135.936,185.384,204.356,177.191,146.309,190.959,122.758
Jcad,1.336,0.701,1.046,1.286,1.519,0.59,1.561,1.635,1.01,1.991,3.049,0.773,0.821,1.515,2.077,1.737,1.601,5.701,4.641,4.334,1.532,1.853,1.202
Svil,108.918,64.095,90.261,92.242,80.981,94.151,39.627,44.555,46.567,58.043,33.465,61.428,51.58,65.436,63.512,59.777,64.553,82.069,78.41,81.216,77.035,72.917,70.177
Zfp438,22.936,14.596,11.796,19.819,17.681,11.632,9.961,12.615,11.361,15.67,9.617,16.49,11.505,16.272,15.601,14.008,14.659,19.87,19.454,19.947,24.354,23.933,20.77
Zeb1,782.894,193.915,555.427,682.209,278.958,700.697,71.595,107.173,81.277,144.27,77.474,100.756,75.523,102.718,104.966,96.254,109.309,185.264,179.412,185.387,202.483,196.398,170.164
Arhgap12,38.881,14.588,17.913,32.883,24.67,17.024,18.53,18.039,22.323,26.407,12.646,24.456,19.007,25.472,23.155,25.279,22.539,75.743,68.114,64.842,60.546,63.889,45.166
Kif5b,235.748,108.632,166.425,212.031,130.481,187.924,73.529,85.438,101.784,110.55,46.048,120.463,134.214,139.797,89.567,153.808,140.538,152.22,186.214,171.88,129.293,179.044,133.253
Epc1,241.845,96.822,143.241,189.569,144.989,214.732,43.356,51.677,61.204,72.73,38.158,69.607,65.53,73.693,82.73,90.012,85.618,95.155,100.261,99.283,127.595,127.481,109.111
4921524L21Rik,0.239,0.408,0.15,0.998,0.651,0.2,1.559,0.617,0.081,1.081,2.278,0.175,0.478,0.274,1.493,0.0,0.109,0.956,0.0,0.101,0.693,0.0,0.0
Rab18,77.908,21.169,30.41,75.117,41.141,38.201,20.695,30.524,33.019,39.801,17.741,30.806,28.261,31.937,23.826,37.624,31.361,52.831,79.004,70.542,47.888,72.199,51.227
Mkx,0.456,0.205,0.15,0.502,0.218,0.101,1.694,0.062,0.081,0.665,1.146,0.088,0.08,0.138,0.918,0.0,0.0,0.337,0.072,0.0,0.194,0.0,0.068
Armc4,0.62,0.183,0.441,0.83,0.165,0.304,1.702,0.395,0.313,1.033,1.954,0.206,0.134,0.092,0.755,0.17,0.257,0.37,0.326,0.154,0.584,0.233,0.275
Mpp7,39.66,13.629,15.472,29.604,30.017,22.568,8.826,8.207,6.719,16.274,8.553,16.793,12.152,13.013,14.863,17.563,16.96,34.299,31.283,24.933,29.699,33.994,27.014
Wac,567.721,92.684,214.577,426.245,156.29,303.344,75.049,81.778,101.305,134.515,52.513,127.897,124.39,141.519,124.384,171.999,147.012,325.47,392.871,332.21,306.698,374.582,216.46
Fzd8,0.0,0.0,0.0,0.738,0.0,0.0,1.845,0.0,0.0,0.355,0.0,0.0,0.0,0.811,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.0,0.805
Gjd4,0.803,0.0,3.144,1.574,0.913,0.842,0.524,0.0,0.0,0.505,5.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.707,1.296,0.0,0.0
Ccny,192.353,64.25,105.666,150.896,89.711,114.721,55.923,70.633,72.173,83.784,42.944,67.55,51.829,73.787,65.376,67.593,67.07,113.581,108.928,105.162,98.691,101.538,79.318
Cetn1,1.707,1.215,0.0,0.557,0.0,0.0,2.229,0.0,0.721,1.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854,0.0,0.0,0.0,0.0,0.0
Colec12,0.337,0.192,0.242,0.781,0.11,0.162,1.712,0.399,0.114,1.019,1.547,0.106,0.032,0.028,0.569,0.102,0.088,0.521,0.043,0.041,0.529,0.066,0.082
Thoc1,177.443,37.976,105.538,134.302,58.498,102.391,51.424,60.561,69.669,74.848,38.939,62.145,64.414,67.433,42.902,77.33,66.765,93.654,105.942,95.998,65.498,77.018,57.186
Usp14,59.807,14.517,36.992,57.667,22.871,33.42,29.007,32.459,41.236,40.829,20.328,60.33,72.585,63.129,50.923,87.144,69.234,105.871,121.185,108.535,77.485,100.667,63.028
Rock1,251.619,77.693,123.429,192.77,116.825,131.202,34.261,51.406,44.538,67.908,32.903,72.848,62.404,79.332,66.984,81.731,84.728,163.349,148.008,152.791,156.375,145.871,114.763
Greb1l,0.433,0.202,0.333,0.677,0.307,0.119,1.492,0.458,0.372,0.804,0.923,0.312,0.095,0.061,1.11,0.163,0.194,0.511,0.16,0.196,0.584,0.145,0.02
Esco1,106.417,48.773,60.45,97.626,60.207,62.898,29.906,38.884,37.341,53.699,18.024,50.451,43.529,53.05,48.142,63.637,48.904,90.371,99.875,92.84,93.158,98.733,71.061
Snrpd1,86.141,60.357,77.048,76.724,72.287,77.177,81.455,79.018,108.497,99.995,49.891,105.6,79.046,88.469,92.579,98.043,88.942,89.551,100.032,101.19,71.578,84.674,76.566
Abhd3,0.731,0.0,0.449,0.818,0.475,0.274,1.499,0.404,0.176,1.116,0.905,0.191,0.261,0.225,0.635,0.322,0.059,0.052,0.235,0.222,0.842,0.31,0.223
Mib1,92.257,22.233,62.719,76.022,30.85,67.188,21.054,21.063,25.842,35.006,13.432,43.047,40.854,47.804,39.464,57.505,47.725,65.379,83.228,68.143,59.25,66.517,47.433
Gata6,1.257,0.143,0.394,1.182,0.343,0.527,1.641,0.26,0.085,1.328,0.218,0.0,0.335,0.289,0.699,0.089,0.458,0.101,0.0,0.107,0.406,0.0,0.0
Rbbp8,66.085,12.32,53.325,56.725,16.315,65.051,18.446,22.903,20.664,27.404,16.799,26.218,24.341,31.253,27.917,32.372,33.262,64.273,69.643,61.799,63.998,62.477,50.897
Cables1,17.556,8.716,38.642,13.754,10.818,44.482,1.263,0.574,0.59,2.155,3.026,9.001,4.762,22.907,12.508,5.345,24.99,69.301,84.544,89.25,204.112,108.165,243.195
Tmem241,40.307,34.631,34.689,46.824,41.232,34.167,6.973,6.273,6.446,11.231,6.009,17.858,12.974,17.831,23.702,16.208,18.616,29.16,26.443,26.69,39.992,34.627,36.731
Riok3,190.801,111.558,181.635,156.196,130.057,185.992,71.084,80.52,95.885,100.052,59.006,120.79,136.788,134.144,98.451,140.852,120.325,167.328,187.593,180.033,167.491,191.777,154.587
Rmc1,120.824,86.513,151.872,128.786,89.885,166.996,28.826,39.745,43.809,41.994,25.346,53.506,63.379,54.33,44.36,66.908,59.02,77.439,69.681,74.699,86.75,95.054,86.56
Npc1,39.85,31.998,55.049,36.62,39.02,58.893,8.068,10.362,12.091,13.0,7.676,25.797,20.371,25.211,17.575,23.525,21.719,53.229,40.266,49.603,40.868,42.134,39.839
Ankrd29,0.758,0.36,0.593,1.361,0.503,0.464,1.773,0.245,0.374,1.708,1.232,1.503,1.475,1.542,3.292,1.505,1.582,3.098,3.505,4.698,5.147,5.476,5.219
Lama3,0.393,0.251,0.392,0.885,0.2,0.17,1.388,0.332,0.275,0.792,1.409,0.322,0.09,0.097,0.965,0.155,0.108,0.352,0.102,0.13,0.59,0.196,0.039
Ttc39c,0.437,0.104,0.361,0.793,0.69,0.56,1.253,0.377,0.144,1.39,1.316,1.601,0.567,1.22,1.688,0.579,1.88,7.244,8.889,9.42,2.449,1.569,3.84
Cabyr,5.874,8.686,4.776,5.459,9.76,6.636,2.508,1.459,0.573,1.705,2.449,1.241,0.377,0.0,1.57,0.598,0.772,1.583,1.017,0.72,0.911,0.96,2.897
Osbpl1a,0.38,0.155,0.283,0.768,0.247,0.304,1.749,1.075,1.116,1.104,1.412,1.557,1.117,1.455,1.792,0.926,1.236,4.908,3.203,3.672,1.825,0.892,1.057
Impact,161.478,67.229,109.696,155.723,100.116,123.387,42.533,61.352,56.895,59.917,47.535,95.103,103.954,111.942,65.748,99.772,93.429,91.054,101.664,100.057,72.813,97.202,88.521
Hrh4,2.867,0.907,0.998,1.526,1.69,2.45,1.803,0.823,0.359,0.668,0.921,0.389,1.063,0.0,0.738,0.0,0.725,1.488,0.159,0.226,0.685,0.181,0.303
Zfp521,0.384,0.202,0.259,0.848,0.295,0.186,1.08,0.366,0.21,0.966,1.485,0.086,0.059,0.068,0.8,0.094,0.04,0.248,0.089,0.138,0.534,0.08,0.067
Ss18,479.172,131.523,318.411,451.967,199.503,325.642,62.566,85.77,75.538,109.883,52.216,106.812,105.568,127.26,102.854,115.021,125.391,247.321,193.692,226.73,228.169,180.384,150.101
Psma8,0.811,0.514,0.376,1.452,0.547,0.63,1.845,0.932,0.66,1.475,1.303,1.541,0.902,0.863,1.253,1.114,1.848,1.203,1.127,1.15,1.358,1.328,1.028
Taf4b,167.084,26.753,94.767,140.983,41.673,127.11,31.368,36.523,39.625,43.743,18.681,33.291,28.074,36.08,24.432,32.749,27.66,46.697,48.046,44.434,26.808,30.938,23.032
Kctd1,9.612,9.229,6.911,7.61,8.796,5.366,5.089,4.104,5.54,6.575,4.004,8.148,6.192,7.318,11.421,8.896,7.863,10.554,10.249,10.793,12.947,11.474,11.655
Aqp4,0.236,0.224,0.0,0.513,0.357,0.165,1.538,0.406,0.133,0.889,2.043,0.0,0.0,0.0,0.819,0.277,0.0,0.157,0.236,0.167,0.76,0.0,0.0
Chst9,0.706,0.359,0.36,1.065,0.423,0.241,1.716,0.325,0.287,1.123,1.306,0.301,0.201,0.22,0.951,0.251,0.249,0.416,0.189,0.163,0.663,0.214,0.25
Cdh2,0.391,0.131,0.156,0.68,0.209,0.112,1.37,0.237,0.104,0.751,0.963,0.168,0.026,0.044,0.506,0.081,0.07,0.153,0.08,0.098,0.42,0.039,0.0
Dsc3,0.489,0.116,0.064,0.639,0.185,0.0,1.649,0.105,0.069,1.333,1.06,0.448,0.0,0.0,0.708,0.0,0.093,0.326,0.0,0.0,0.131,0.0,0.0
Dsc2,0.525,0.166,0.274,1.143,0.133,0.0,1.143,0.302,0.296,0.807,1.265,0.0,0.0,0.0,0.405,0.103,0.0,0.117,0.0,0.0,0.094,0.0,0.0
Dsc1,0.385,0.0,0.0,0.718,0.375,0.0,1.221,0.142,0.0,1.384,0.715,0.0,0.0,0.0,0.191,0.0,0.125,0.22,0.082,0.0,0.266,0.0,0.0
Dsg1c,0.269,0.255,0.421,0.877,0.305,0.282,1.871,0.231,0.227,1.014,0.0,0.492,0.0,0.0,0.933,0.237,0.102,0.179,0.0,0.0,1.156,0.0,0.128
Dsg1a,0.311,0.148,0.162,1.287,0.0,0.0,1.558,0.0,0.263,0.783,0.225,0.0,0.0,0.0,1.261,0.275,0.0,0.0,0.078,0.0,0.586,0.0,0.0
Dsg1b,0.252,0.287,0.395,0.659,0.229,0.0,1.449,0.13,0.085,0.381,2.186,0.369,0.168,0.0,1.051,0.089,0.115,0.303,0.227,0.214,0.488,0.171,0.0
Dsg4,0.237,0.27,0.074,1.36,0.215,0.099,2.349,0.245,0.16,0.774,0.616,0.867,0.0,0.0,0.658,0.0,0.0,0.19,0.0,0.101,0.382,0.0,0.0
Dsg3,0.363,0.0,0.071,1.008,0.103,0.095,2.015,0.235,0.153,1.199,0.984,0.0,0.151,0.0,0.946,0.08,0.207,0.091,0.0,0.0,0.366,0.077,0.0
Dsg2,0.4,0.103,0.284,0.997,0.248,0.076,1.423,0.376,0.246,0.914,1.26,0.0,0.0,0.209,1.262,0.128,0.083,0.218,0.109,0.0,0.879,0.247,0.0
Ttr,0.747,0.0,0.585,1.95,0.0,0.0,1.463,0.0,0.315,1.409,0.0,0.0,0.0,0.0,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B4galt6,0.382,0.0,0.47,0.82,0.062,0.057,1.355,0.494,0.185,1.374,0.947,0.2,0.0,0.0,0.379,0.145,0.187,0.219,0.164,0.116,0.22,0.0,0.0
Trappc8,77.773,34.243,69.12,78.976,43.686,64.456,19.978,22.722,28.244,32.302,12.525,39.485,40.188,41.779,36.204,49.535,45.846,85.101,76.351,73.074,74.091,82.24,61.389
Rnf125,352.012,154.93,307.173,323.229,202.616,314.975,6.403,5.779,6.76,15.258,6.714,17.48,13.775,17.043,15.69,14.799,22.916,54.753,39.739,49.449,56.699,35.606,46.075
Rnf138,115.686,34.5,69.005,124.378,54.807,73.613,31.479,44.765,38.408,59.546,29.396,50.336,53.403,51.913,53.217,61.033,47.741,78.282,90.297,92.851,87.11,94.974,67.607
Mep1b,0.617,0.126,0.138,1.037,0.0,0.277,1.67,0.342,0.373,1.609,0.574,0.161,0.0,0.0,0.613,0.156,0.0,0.177,0.331,0.281,0.711,0.075,0.251
Garem1,0.39,0.195,0.153,1.071,0.422,0.307,1.516,0.429,0.264,0.872,1.396,0.357,0.195,0.224,0.644,0.189,0.444,0.586,0.395,0.29,0.693,0.232,0.25
Klhl14,0.388,0.092,0.253,0.718,0.294,0.102,1.732,0.125,0.109,0.712,0.842,0.296,0.0,0.186,0.674,0.057,0.11,0.129,0.0,0.103,0.339,0.027,0.092
Ccdc178,0.459,0.227,0.213,0.868,0.277,0.108,1.314,0.266,0.182,0.836,0.913,0.137,0.078,0.094,0.813,0.157,0.149,0.215,0.105,0.139,0.491,0.111,0.107
Asxl3,0.553,0.31,0.355,0.782,0.289,0.152,1.268,0.422,0.199,0.993,1.102,0.266,0.121,0.208,0.883,0.096,0.062,0.2,0.177,0.231,0.351,0.139,0.155
