name,337-10_r,337-11_r,337-12_r,337-13_r,337-14_r,337-15_r,337-16_r,337-17_r,337-18_r,337-19_r,337-1_r,337-20_r,337-21_r,337-22_r,337-23_r,337-24_r,337-2_r,337-3_r,337-4_r,337-5_r,337-6_r,337-7_r,337-8_r,337-9_r
ENSMUSE00000789748,11,6,28,5,5,11,14,32,16,6,32,14,12,0,15,6,39,5,16,44,44,14,26,4
ENSMUSE00000674674,10,6,27,4,5,11,14,30,14,6,31,13,12,0,13,5,34,5,15,42,36,14,25,4
ENSMUSE00001294313,10,6,27,4,5,11,14,29,14,6,30,13,12,0,13,5,31,5,15,42,33,14,24,4
ENSMUSE00000947136,9,5,25,4,4,10,12,25,12,5,26,13,12,0,13,2,27,5,13,35,28,10,20,4
ENSMUSE00000312834,54,195,832,221,62,510,894,187,69,278,584,529,108,0,408,441,168,238,672,439,267,269,874,122
ENSMUSE00000106395,21,69,291,111,15,194,331,90,25,116,261,191,49,0,153,157,57,83,241,227,99,105,331,48
ENSMUSE00000106384,36,121,541,91,46,321,567,80,39,163,337,332,55,0,241,278,109,151,430,224,160,162,560,58
ENSMUSE00000731913,8,9,48,2,2,32,43,1,5,24,10,48,5,0,30,33,11,20,41,11,17,17,50,4
ENSMUSE00000758089,5,1,6,2,13,1,1,6,2,1,11,2,5,0,0,1,28,2,5,18,20,9,8,4
ENSMUSE00000106336,2,1,0,2,3,1,0,0,1,0,6,0,0,0,0,0,8,1,2,11,9,2,2,3
ENSMUSE00000312481,5,1,6,2,13,1,1,6,2,1,11,2,2,0,0,1,27,2,5,18,20,9,7,3
ENSMUSE00001309763,5,1,6,2,13,1,1,6,2,1,11,2,2,0,0,1,27,2,5,18,20,9,7,3
ENSMUSE00000717476,39,24,50,18,19,37,37,32,50,32,46,31,21,0,36,18,44,29,36,16,48,21,23,25
ENSMUSE00001240171,607,507,1153,462,241,1266,701,1478,1304,619,2926,652,1085,0,740,291,1160,435,787,1919,1757,328,729,273
ENSMUSE00000782609,29,25,54,29,11,85,46,100,85,40,162,46,72,0,50,20,72,21,44,118,92,11,46,10
ENSMUSE00000351001,343,287,232,79,113,503,103,96,554,361,138,200,82,0,369,63,505,209,121,134,539,160,86,62
ENSMUSE00001274791,324,283,228,76,102,485,103,89,538,349,131,191,82,0,353,61,483,204,118,132,520,157,84,56
ENSMUSE00000894958,783,619,609,177,259,1152,319,225,1262,791,337,512,198,0,801,200,1159,537,383,301,1194,411,280,135
ENSMUSE00000376631,427,322,370,94,129,640,212,125,679,418,199,310,111,0,425,133,630,322,260,165,640,242,191,69
ENSMUSE00001227957,245,222,254,61,65,409,147,80,418,285,134,209,81,0,279,90,360,193,159,103,406,149,120,38
ENSMUSE00001244286,223,219,273,54,70,464,153,75,404,290,142,230,84,0,281,94,351,207,175,116,413,155,141,33
ENSMUSE00000714566,31,13,44,42,21,14,19,14,22,18,44,21,22,0,18,29,17,22,59,45,29,24,27,17
ENSMUSE00000396776,21,5,6,4,9,3,3,17,33,5,8,3,10,0,1,2,18,6,6,4,18,5,2,10
ENSMUSE00000888921,1249,1486,4603,1429,399,3148,3597,3397,2531,1601,6946,2873,2346,0,2094,1664,2205,1179,2579,4371,3259,959,2816,801
ENSMUSE00000110620,1095,1329,4091,1211,349,2794,3213,2854,2169,1395,5839,2556,1960,0,1832,1485,1883,1024,2255,3776,2852,827,2419,678
ENSMUSE00001220770,405,550,1893,350,141,1104,1483,939,767,540,1932,1012,644,0,758,622,588,365,854,1076,1006,254,965,173
ENSMUSE00000674529,171,300,1083,149,61,593,880,456,357,259,1007,545,322,0,407,333,269,197,441,525,481,111,518,62
ENSMUSE00000381021,983,1106,3307,1105,307,2399,2588,2515,1909,1205,5050,2149,1699,0,1541,1228,1695,879,1912,3356,2498,743,2029,634
ENSMUSE00000897211,166,129,372,135,55,245,293,287,236,101,489,208,191,0,138,169,185,87,171,257,247,74,211,75
ENSMUSE00001244642,242,233,572,247,75,440,464,521,436,211,911,368,359,0,257,259,321,165,318,564,461,149,371,138
ENSMUSE00000450656,5,4,3,4,3,4,1,9,4,4,16,1,5,0,2,0,30,2,3,20,36,11,21,4
ENSMUSE00000782295,3,2,2,2,2,2,0,8,1,3,13,1,5,0,1,0,22,2,2,12,17,6,11,2
ENSMUSE00001213389,2,1,1,1,1,1,0,7,1,3,9,0,5,0,1,0,16,2,2,9,11,4,8,1
ENSMUSE00000661469,0,13,8,3,11,52,13,6,7,15,9,1,2,0,31,2,35,2,10,22,32,13,17,3
ENSMUSE00001275584,0,13,8,3,11,53,13,6,7,15,9,1,2,0,31,2,35,2,10,22,32,13,17,3
ENSMUSE00000674490,0,7,7,1,7,42,10,4,5,13,4,0,2,0,27,1,25,1,8,19,22,11,14,1
ENSMUSE00001278623,1,2,4,4,3,0,2,7,4,2,5,5,0,0,2,2,17,0,6,9,9,4,4,3
ENSMUSE00000295892,197,106,85,68,73,164,69,79,304,117,80,82,60,0,76,25,254,95,66,93,279,68,40,48
ENSMUSE00000833528,198,106,85,71,73,164,69,79,304,117,82,82,60,0,76,25,254,95,66,93,279,68,40,48
ENSMUSE00001280571,88,49,35,36,35,75,24,32,138,55,23,37,21,0,32,13,121,37,31,38,127,33,18,24
ENSMUSE00000832983,74,44,34,31,32,70,22,29,131,51,21,37,21,0,27,12,110,35,29,31,119,31,16,21
ENSMUSE00000661462,71,180,330,425,55,377,481,325,126,216,445,307,252,0,294,321,136,161,336,384,277,231,630,396
ENSMUSE00000743009,7,20,30,50,6,36,36,39,13,17,50,24,30,0,27,38,12,19,31,43,20,25,55,58
ENSMUSE00000787301,9,11,11,32,4,19,22,16,8,9,22,14,16,0,14,17,4,9,12,27,7,14,34,25
ENSMUSE00000760649,39,103,216,195,30,212,302,171,71,134,238,191,133,0,184,191,90,86,226,206,176,128,389,150
ENSMUSE00000497034,3,94,259,42,1,222,243,63,3,104,47,195,29,0,224,191,10,94,181,31,12,92,247,22
ENSMUSE00000760700,1,44,106,11,1,106,107,21,1,48,15,91,8,0,89,85,4,36,81,10,6,36,97,9
ENSMUSE00000770496,0,25,63,4,0,33,52,7,0,26,11,41,3,0,44,35,0,21,34,5,1,12,42,5
ENSMUSE00000788714,0,29,70,21,0,79,71,26,2,30,25,55,13,0,47,52,5,30,49,15,3,28,85,11
ENSMUSE00000466684,281,344,414,493,165,502,440,445,379,352,522,332,305,0,365,337,447,293,386,427,559,282,466,675
ENSMUSE00000796579,55,51,70,88,41,81,77,85,61,49,73,52,47,0,70,53,61,51,44,92,81,35,70,137
ENSMUSE00000810917,24,35,39,35,22,41,43,45,29,27,31,20,21,0,36,15,28,25,17,39,35,19,35,60
ENSMUSE00000945263,195,248,279,330,94,361,303,265,261,241,355,237,211,0,251,228,320,205,289,259,399,212,316,435
ENSMUSE00000819967,31,43,46,46,10,54,57,54,42,37,60,45,35,0,48,42,45,33,41,42,76,38,46,65
ENSMUSE00000370589,8,8,8,42,8,10,34,45,6,5,38,14,31,0,11,21,14,6,4,28,36,11,48,22
ENSMUSE00000777552,0,0,1,19,0,1,10,9,1,1,9,3,13,0,0,6,1,1,0,4,1,1,10,6
ENSMUSE00000763257,8,6,5,15,6,5,19,31,5,1,23,11,14,0,10,12,10,5,4,20,28,8,33,10
ENSMUSE00001219078,7,7,4,10,4,4,16,27,3,2,20,10,14,0,9,11,10,4,4,20,25,7,32,11
ENSMUSE00000586036,45,99,112,17,30,394,119,35,41,58,25,52,18,0,220,53,60,29,43,25,103,62,105,17
ENSMUSE00000586060,37,69,65,14,18,272,78,23,32,41,17,43,8,0,142,32,49,19,31,17,70,46,71,8
ENSMUSE00000729477,8,9,10,0,2,36,18,2,4,4,4,8,2,0,22,7,2,0,9,3,5,6,7,2
ENSMUSE00000789978,5,15,6,3,5,51,14,3,7,6,1,6,4,0,20,2,14,7,6,3,18,10,10,0
ENSMUSE00000445467,626,643,1726,816,218,1428,1601,1841,1168,804,1953,1346,1483,0,1099,930,1069,649,1495,1672,1588,648,1886,562
ENSMUSE00000674260,615,629,1697,811,208,1401,1578,1805,1153,789,1895,1321,1454,0,1087,912,1046,641,1470,1644,1547,636,1868,554
ENSMUSE00000648573,172,139,362,238,42,302,326,303,256,191,341,260,255,0,234,191,218,141,299,279,337,134,344,147
ENSMUSE00000769876,433,474,1289,505,162,1075,1206,1453,869,602,1508,1012,1176,0,820,700,805,476,1144,1308,1187,502,1487,391
ENSMUSE00001243544,102,102,254,106,37,240,237,271,166,128,254,216,231,0,192,140,164,89,214,240,225,102,295,72
ENSMUSE00000781020,145,146,410,135,59,313,388,396,286,196,496,327,318,0,244,222,268,154,372,383,400,156,486,120
ENSMUSE00000840155,109,109,322,113,38,231,301,298,214,157,368,254,250,0,200,165,206,127,300,308,291,108,397,86
ENSMUSE00000674263,69,52,186,64,24,116,168,169,116,91,223,158,153,0,112,76,118,77,163,169,170,55,236,45
ENSMUSE00001330579,0,4,2,6,0,0,1,14,1,0,23,2,13,0,2,2,3,0,2,15,10,3,3,3
ENSMUSE00000368639,1,0,0,1,8,1,1,4,2,0,6,0,2,0,1,0,12,0,5,8,10,2,6,0
ENSMUSE00000722898,4,3,4,2,8,8,10,7,2,1,6,3,10,0,8,5,11,2,8,6,7,8,11,2
ENSMUSE00000783948,10,105,249,514,14,227,468,319,23,169,474,207,234,0,240,259,26,132,247,616,59,142,439,493
ENSMUSE00000775207,7,93,225,370,12,198,427,258,21,152,402,188,182,0,206,226,24,115,218,506,47,127,373,325
ENSMUSE00001291293,3,20,56,68,4,37,84,40,7,34,77,33,35,0,44,43,5,27,41,93,7,29,86,100
ENSMUSE00000833794,3,60,156,252,8,132,296,199,15,98,312,138,127,0,139,160,13,79,165,386,37,85,255,193
ENSMUSE00000661431,3,1,7,5,10,0,1,4,1,3,5,4,2,0,3,3,15,5,5,14,21,6,19,2
ENSMUSE00000341367,9,0,3,1,8,5,2,7,4,3,11,0,0,0,0,2,27,2,4,22,23,12,15,2
ENSMUSE00000648502,379,287,830,394,156,677,882,1043,649,380,1304,662,902,0,570,509,670,317,689,1059,940,327,948,332
ENSMUSE00000674163,98,105,95,36,62,170,79,87,191,114,115,96,66,0,120,53,142,80,61,79,195,68,39,35
ENSMUSE00000291012,84,95,89,32,55,156,72,81,174,104,104,85,61,0,108,45,126,73,55,63,175,65,35,30
ENSMUSE00000564670,76,73,69,33,51,115,57,70,154,80,94,73,50,0,88,49,104,51,45,65,125,45,30,32
ENSMUSE00000829224,12,24,76,18,7,66,75,30,15,38,36,63,17,0,61,40,31,43,64,38,39,51,76,25
ENSMUSE00001184668,6,4,13,12,14,4,8,14,8,1,26,10,9,0,3,5,23,5,10,36,26,7,9,5
ENSMUSE00000515131,340,338,473,142,207,816,524,178,640,311,246,303,107,0,647,302,492,186,198,214,763,194,332,118
ENSMUSE00000110997,325,326,466,141,206,792,507,171,623,306,236,294,100,0,623,289,479,182,194,211,735,189,327,112
ENSMUSE00000787439,48,46,56,15,18,107,53,24,88,34,22,23,15,0,73,29,70,19,20,28,70,13,18,14
ENSMUSE00000708294,57,41,69,18,29,124,84,28,103,51,44,45,20,0,111,58,83,30,28,41,107,31,56,18
ENSMUSE00000796642,39,56,93,29,27,138,93,15,105,57,57,68,13,0,109,47,79,34,27,33,133,30,70,22
ENSMUSE00000795053,793,307,641,147,301,436,377,196,1136,422,155,431,174,0,378,245,931,374,438,166,942,244,241,123
ENSMUSE00001234531,1227,494,974,220,464,739,575,311,1833,701,295,670,300,0,647,397,1651,556,660,294,1665,395,432,196
ENSMUSE00000674058,1138,458,882,209,441,662,545,281,1644,618,262,607,273,0,583,354,1486,523,604,260,1464,359,381,189
ENSMUSE00001205370,201,81,145,18,76,111,84,39,279,102,24,107,41,0,106,65,240,78,95,26,249,51,40,13
ENSMUSE00000792588,157,77,139,16,69,106,92,43,238,116,13,102,34,0,94,52,256,73,79,20,218,57,50,12
ENSMUSE00000831826,163,65,142,46,52,107,71,43,302,116,49,95,43,0,108,62,262,61,105,58,304,72,83,32
ENSMUSE00000814833,170,162,202,203,64,257,206,192,240,164,224,196,128,0,193,190,241,164,155,185,273,130,192,178
ENSMUSE00000764974,23,28,33,44,20,34,36,43,30,31,51,47,39,0,27,37,37,28,24,30,40,19,37,39
ENSMUSE00000729856,51,47,61,81,25,79,70,76,75,39,80,40,39,0,61,58,77,49,51,62,79,41,55,59
ENSMUSE00001210393,92,81,122,96,29,139,110,71,125,78,94,92,57,0,99,93,120,84,86,97,147,63,106,69
ENSMUSE00001235222,92,80,120,93,28,136,107,68,120,75,93,91,56,0,94,93,119,81,84,96,144,63,104,68
ENSMUSE00001243527,87,78,117,87,27,131,104,65,116,74,90,87,53,0,92,91,114,77,79,94,136,58,101,68
ENSMUSE00001216419,70,63,100,60,17,105,84,46,98,69,70,77,37,0,80,73,87,63,69,69,112,48,84,49
ENSMUSE00000381374,89,87,94,97,23,131,76,107,134,92,172,61,75,0,114,49,104,73,56,102,131,51,60,67
ENSMUSE00000782492,89,87,94,95,23,131,74,106,134,92,172,61,75,0,114,49,104,73,55,102,130,50,60,67
ENSMUSE00001256861,58,64,62,61,10,85,56,64,88,63,122,38,45,0,85,28,57,51,27,69,79,31,44,37
ENSMUSE00000673962,512,247,442,755,232,482,504,1094,824,336,1385,407,723,0,408,342,763,309,402,957,973,329,516,514
ENSMUSE00000414411,514,251,451,754,232,485,506,1093,823,338,1386,412,724,0,418,345,764,312,407,965,977,331,526,513
ENSMUSE00000752021,1,2,4,9,0,8,7,2,0,0,13,7,1,0,3,7,7,5,11,7,0,1,11,5
ENSMUSE00000390115,1247,1454,1542,57,164,1373,961,22,4076,1937,31,1431,46,0,1280,785,3718,1438,1308,69,2159,644,1036,45
ENSMUSE00000577609,755,856,1010,15,176,517,344,22,2220,921,13,858,29,0,380,271,1882,840,852,29,828,231,301,22
ENSMUSE00000351329,822,918,1058,18,202,562,375,23,2391,991,13,913,32,0,417,291,2017,906,896,32,898,248,312,24
ENSMUSE00001313644,8,1,4,0,1,2,4,2,12,4,0,4,0,0,1,0,7,2,7,0,9,1,1,0
ENSMUSE00000356165,1865,2392,3945,803,676,4442,2419,1295,3717,2553,1720,2803,1198,0,3153,1380,2855,1877,2990,1335,3409,1324,2306,705
ENSMUSE00000829015,209,211,407,110,77,357,225,151,349,251,202,250,136,0,282,147,257,170,256,131,305,152,226,89
ENSMUSE00000910948,125,151,312,62,50,296,186,124,271,177,164,211,101,0,215,118,184,121,230,87,241,100,202,77
ENSMUSE00000884335,664,824,3707,611,251,1846,3695,1138,1300,978,1654,2637,791,0,1624,1635,1359,676,3321,1273,2001,750,4318,418
ENSMUSE00001292011,664,824,3707,611,251,1846,3695,1138,1300,978,1654,2637,791,0,1624,1635,1359,676,3321,1273,2001,750,4318,418
ENSMUSE00000673874,82,63,266,100,28,156,296,119,143,75,231,210,69,0,172,168,153,70,250,135,197,85,352,51
ENSMUSE00000916645,359,490,1924,425,137,1049,2001,581,738,541,975,1388,384,0,955,955,721,380,1820,672,1091,395,2470,271
ENSMUSE00001287146,108,92,321,110,33,181,354,172,176,92,284,249,85,0,204,187,175,78,297,171,216,101,424,61
ENSMUSE00001241713,122,151,467,134,48,280,503,144,230,158,227,357,118,0,293,271,247,130,533,167,333,126,656,108
ENSMUSE00001243951,84,111,432,93,35,282,471,117,183,117,213,293,94,0,211,206,163,81,398,139,258,91,613,62
ENSMUSE00000907997,15,18,113,22,14,52,122,21,45,26,44,67,23,0,55,58,33,22,107,35,62,17,142,10
ENSMUSE00001293547,41,58,246,47,14,155,274,59,94,58,97,155,46,0,86,101,60,47,216,68,125,44,301,24
ENSMUSE00001302426,74,155,814,101,37,383,784,173,205,197,303,546,112,0,295,326,179,111,712,215,330,107,941,54
ENSMUSE00001263221,84,175,917,111,47,416,870,196,229,224,339,608,124,0,322,368,199,117,786,233,363,116,1044,64
ENSMUSE00001265862,259,338,1795,200,102,780,1699,478,488,436,633,1249,322,0,669,705,551,273,1634,505,821,310,2079,127
ENSMUSE00000751321,12,29,140,17,16,66,133,33,40,38,47,98,17,0,39,56,30,12,113,27,48,22,169,14
ENSMUSE00000896162,179,180,923,82,69,457,942,332,335,259,356,689,254,0,395,381,399,177,704,380,520,218,866,81
ENSMUSE00000788221,93,71,328,38,34,166,375,149,135,104,132,259,102,0,170,162,191,76,284,137,200,103,381,34
ENSMUSE00000858109,0,2,7,2,4,3,7,6,2,4,11,4,4,0,4,19,7,2,15,11,14,10,16,2
ENSMUSE00000726616,8,3,10,4,17,1,5,4,1,0,13,8,5,0,2,2,22,4,14,24,38,13,13,2
ENSMUSE00000286263,6,3,8,4,17,0,5,4,1,0,12,8,5,0,2,2,20,3,12,23,35,11,11,2
ENSMUSE00001380032,1,1,1,0,4,0,1,0,0,0,4,1,4,0,1,1,6,1,5,7,20,4,3,0
ENSMUSE00000799371,1,1,1,0,4,0,1,0,0,0,4,1,4,0,1,1,7,1,5,7,20,4,3,0
ENSMUSE00000353967,71,19,56,17,63,22,23,8,47,23,18,23,14,0,27,14,60,17,31,15,56,25,16,16
ENSMUSE00000783402,46,53,56,165,27,145,192,80,48,42,91,65,87,0,112,142,94,41,67,127,186,118,163,103
ENSMUSE00000285732,48,149,217,2,36,216,116,7,121,141,2,197,5,0,154,95,79,129,158,11,104,130,129,5
ENSMUSE00000378146,49,149,219,3,37,223,117,7,121,144,2,199,5,0,156,95,80,131,159,11,107,134,131,5
ENSMUSE00000111121,12,29,50,0,10,34,22,1,26,32,1,36,1,0,25,21,13,27,31,1,19,32,24,1
ENSMUSE00000285742,48,148,211,3,33,217,112,6,117,144,2,198,4,0,152,95,78,130,156,11,104,133,129,5
ENSMUSE00000339180,49,155,219,4,33,230,117,6,120,149,2,201,4,0,158,98,86,136,163,11,109,136,132,5
ENSMUSE00000798197,9,20,39,0,10,28,18,1,25,25,0,28,1,0,19,13,12,18,19,1,14,23,20,0
ENSMUSE00000412764,208,364,581,315,68,617,551,210,398,467,356,514,149,0,536,320,410,378,509,246,545,300,477,318
ENSMUSE00000742368,41,57,99,36,11,121,84,22,62,75,27,75,11,0,98,46,65,61,94,31,95,38,67,50
ENSMUSE00000810672,63,31,92,137,20,59,89,332,94,41,355,60,233,0,54,53,74,24,84,228,128,40,85,92
ENSMUSE00000337914,186,121,321,473,59,227,271,909,344,153,1084,200,597,0,183,148,300,95,256,855,419,128,339,290
ENSMUSE00000285284,52,27,91,106,20,50,75,271,80,40,324,59,224,0,47,43,58,28,64,237,106,26,83,78
ENSMUSE00000111164,74,66,152,252,27,116,115,306,186,80,460,93,201,0,82,64,154,48,106,397,192,59,168,135
ENSMUSE00000382080,24,12,33,26,4,22,17,67,57,19,52,36,32,0,23,15,46,14,20,39,79,10,7,19
ENSMUSE00000813838,901,606,692,542,321,1078,451,688,1367,717,813,647,551,0,973,288,1090,582,516,800,1450,455,397,368
ENSMUSE00000822971,832,570,668,499,290,1003,427,658,1280,676,778,602,518,0,910,265,993,537,494,770,1322,420,370,339
ENSMUSE00000814836,114,67,99,73,45,173,78,106,189,112,124,85,85,0,132,46,128,100,78,114,184,73,54,45
ENSMUSE00001315556,44,25,29,13,12,37,21,35,51,34,29,27,17,0,45,9,54,14,23,35,51,24,16,15
ENSMUSE00000747891,311,189,228,207,100,283,113,200,375,213,350,234,179,0,299,91,304,174,183,312,453,157,135,103
ENSMUSE00000661396,292,185,218,204,99,280,112,193,368,210,344,230,172,0,285,89,286,166,181,308,444,156,135,100
ENSMUSE00000522125,93,36,61,115,11,65,19,39,53,62,114,75,32,0,96,22,48,36,68,110,120,38,56,29
ENSMUSE00000673667,1,9,55,10,10,27,52,16,6,14,29,30,13,0,29,27,35,12,38,11,18,20,56,8
ENSMUSE00000745416,5,11,56,24,11,34,123,30,3,17,52,97,20,0,48,111,28,23,135,50,25,36,167,47
ENSMUSE00001253379,5,11,56,23,11,34,122,29,3,17,51,97,20,0,47,111,28,23,135,49,25,36,165,43
ENSMUSE00000765634,5,6,35,14,9,29,94,18,3,15,29,66,7,0,37,87,25,20,96,29,22,30,130,22
ENSMUSE00000673656,0,0,0,2,2,6,6,1,1,1,1,0,0,0,4,6,3,1,1,3,5,3,15,0
ENSMUSE00000284171,18,15,40,250,11,29,194,524,30,19,416,23,284,0,39,169,24,14,25,231,66,28,197,259
ENSMUSE00000284164,6,4,12,112,2,11,85,232,13,7,182,10,125,0,15,57,8,4,13,113,33,10,77,107
ENSMUSE00000661389,5,42,141,140,4,45,125,149,13,30,146,143,59,0,49,88,20,62,180,85,35,42,149,204
ENSMUSE00001208944,4,36,128,118,4,38,111,110,11,27,113,129,44,0,44,82,19,50,165,69,32,37,130,170
ENSMUSE00001288828,3,28,99,90,3,25,71,81,9,19,86,94,34,0,29,64,13,42,111,49,24,28,100,127
ENSMUSE00000769682,3,25,93,76,3,29,68,56,5,16,68,85,32,0,28,58,16,33,110,39,27,22,87,98
ENSMUSE00001303861,0,12,35,37,1,13,23,27,2,4,39,32,17,0,9,28,6,16,49,16,15,12,35,53
ENSMUSE00000915329,1,0,11,4,8,1,3,8,5,3,14,3,11,0,1,5,8,1,7,8,15,5,6,3
ENSMUSE00000801734,218,407,1517,1316,125,894,2416,1371,390,515,1884,1281,798,0,646,1124,441,412,1305,1670,979,583,2587,850
ENSMUSE00000739735,8,7,45,70,3,31,62,112,7,14,121,18,52,0,24,40,15,7,34,101,45,17,74,54
ENSMUSE00000661386,173,340,1250,876,102,730,2022,870,328,432,1312,1104,532,0,532,950,361,367,1118,1164,812,482,2197,544
ENSMUSE00001305308,11,40,138,123,8,73,210,121,31,39,244,121,72,0,54,100,25,35,106,208,81,34,218,66
ENSMUSE00001344267,156,286,1065,705,93,635,1723,686,289,372,987,961,436,0,457,822,325,309,973,903,709,435,1906,465
ENSMUSE00001263554,93,155,551,431,54,344,901,297,155,197,401,494,144,0,258,441,200,153,506,343,399,227,1016,264
ENSMUSE00000757381,0,6,16,10,2,13,43,16,3,5,10,9,8,0,8,15,6,9,22,10,12,9,31,4
ENSMUSE00000755838,1053,714,1871,982,406,1402,1619,1561,1537,931,2824,1513,1267,0,1111,858,1438,653,1568,2033,1974,601,1653,737
ENSMUSE00001231652,1053,714,1871,982,406,1402,1619,1561,1537,931,2824,1513,1267,0,1111,858,1438,653,1568,2033,1974,601,1653,737
ENSMUSE00000728911,623,299,681,518,239,567,566,502,655,408,844,493,548,0,477,369,641,262,530,553,820,266,523,443
ENSMUSE00001228275,926,656,1712,845,360,1312,1489,1445,1382,850,2540,1386,1137,0,1017,770,1318,591,1434,1896,1766,553,1544,624
ENSMUSE00001215766,144,83,159,128,53,167,147,134,183,103,182,120,130,0,118,109,189,73,141,144,193,68,138,101
ENSMUSE00000843718,148,171,477,136,49,321,405,337,303,224,546,399,218,0,248,200,264,134,418,477,384,129,451,71
ENSMUSE00001230214,328,326,921,377,120,624,847,850,673,422,1609,821,571,0,476,394,616,303,866,1246,854,269,901,216
ENSMUSE00000648274,98,24,40,141,45,45,42,164,150,36,158,38,92,0,40,36,128,52,40,121,160,45,86,106
ENSMUSE00000726609,27,3,13,44,13,9,12,37,39,12,37,8,21,0,2,7,25,8,16,25,39,14,24,45
ENSMUSE00001238850,91,23,37,130,44,43,40,151,139,33,145,35,89,0,40,34,122,49,35,113,144,40,78,89
ENSMUSE00000836621,75,22,30,111,39,37,31,130,121,26,130,32,77,0,38,31,108,45,27,99,125,34,68,68
ENSMUSE00000844463,12,4,5,12,14,2,3,22,20,7,30,4,20,0,5,7,15,7,2,17,22,4,20,10
ENSMUSE00000281896,20,5,18,17,6,15,23,17,31,17,33,11,20,0,18,26,24,13,17,18,26,21,29,20
ENSMUSE00000813034,1963,1271,3699,3719,730,2244,5977,2843,4667,1889,5918,3066,1916,0,2401,3625,4282,1629,3828,4828,6932,2281,9437,1988
ENSMUSE00000725806,235,168,369,618,87,267,635,614,538,208,948,274,405,0,218,380,504,207,400,904,754,250,933,368
ENSMUSE00000722553,2,3,3,6,0,3,7,12,7,2,14,1,8,0,2,4,8,0,5,12,6,3,20,10
ENSMUSE00000825019,204,145,310,429,73,228,509,339,484,180,798,222,204,0,210,300,399,123,306,535,665,182,728,245
ENSMUSE00000661381,596,392,1411,872,222,698,2414,513,1578,632,1164,1279,384,0,852,1392,1461,598,1632,967,2467,816,4088,419
ENSMUSE00000281496,69,64,81,37,29,65,59,54,137,62,85,56,44,0,41,42,121,39,43,54,106,31,36,46
ENSMUSE00000665085,32,39,132,44,16,88,90,94,58,57,175,74,73,0,69,65,41,39,82,80,64,28,65,45
ENSMUSE00000762506,358,393,538,443,175,623,458,688,656,396,604,477,536,0,490,404,508,346,451,545,630,334,533,416
ENSMUSE00000828466,360,397,542,446,176,626,461,699,662,398,616,483,538,0,491,407,513,351,456,560,636,337,538,417
ENSMUSE00000728796,45,29,62,59,21,46,39,69,73,42,42,43,25,0,45,45,56,24,55,40,61,36,32,55
ENSMUSE00001239195,356,396,536,445,176,620,457,685,648,395,610,478,535,0,487,401,506,348,454,556,633,334,535,413
ENSMUSE00001243389,356,396,536,445,176,620,457,685,648,395,610,478,535,0,487,401,506,348,454,556,633,334,535,413
ENSMUSE00000753094,21,26,41,34,18,33,25,40,35,22,39,28,20,0,33,30,30,21,30,27,44,13,28,43
ENSMUSE00001224794,31,35,27,35,19,36,27,33,43,17,25,28,26,0,27,24,42,27,28,31,51,23,35,44
ENSMUSE00001283341,275,320,438,347,127,518,381,579,523,324,536,394,479,0,408,320,402,290,358,483,507,271,459,308
ENSMUSE00001285263,44,53,57,63,34,59,47,65,69,34,54,47,57,0,46,50,61,42,42,41,53,41,46,38
ENSMUSE00000846679,11,4,5,9,4,9,9,8,22,10,12,5,6,0,9,5,11,9,5,9,11,6,7,5
ENSMUSE00001264710,26,18,38,26,8,43,25,48,33,29,28,26,43,0,30,19,12,19,25,47,38,17,25,29
ENSMUSE00000392806,7,13,17,10,4,17,4,30,26,20,20,8,24,0,15,4,21,13,6,17,31,8,1,5
ENSMUSE00000808000,58,41,36,70,27,88,62,221,124,53,305,58,195,0,69,36,104,37,30,174,143,38,73,64
ENSMUSE00000761021,25,31,23,40,15,46,34,129,67,30,195,37,102,0,36,15,54,17,14,120,78,24,28,45
ENSMUSE00000799251,32,1328,5668,113,24,3587,6594,128,47,1458,142,3889,175,0,3263,3918,82,1104,4350,156,86,900,5919,43
ENSMUSE00001300325,4,137,672,15,4,362,768,11,2,152,7,420,23,0,314,444,8,123,466,11,8,86,583,6
ENSMUSE00001235944,2,106,499,10,2,267,574,9,2,116,6,318,17,0,231,346,4,89,339,6,6,71,426,6
ENSMUSE00000836581,5,89,288,8,3,209,339,8,4,76,9,206,10,0,197,225,5,75,277,9,4,62,351,4
ENSMUSE00000749332,1,166,644,17,3,410,794,9,9,175,9,427,24,0,370,441,8,158,589,17,10,106,662,9
ENSMUSE00000777509,4,287,1135,13,3,785,1396,30,5,322,41,911,38,0,714,845,17,220,891,40,16,162,1342,6
ENSMUSE00000522487,2,11,58,2,0,51,83,0,0,16,1,51,2,0,25,31,1,16,51,1,1,11,67,0
ENSMUSE00000413238,5,84,439,3,3,251,491,7,4,98,20,296,13,0,214,259,4,61,297,30,7,55,429,3
ENSMUSE00000411405,7,0,1,1,6,2,5,2,5,2,6,1,0,0,3,2,11,2,7,6,9,5,12,0
ENSMUSE00000661364,815,584,1945,7501,535,1102,3399,7014,1591,662,10686,1126,6231,0,867,2039,1681,866,1079,9295,2834,1187,3627,3980
ENSMUSE00000661361,342,351,1154,602,130,890,1069,1490,685,433,3113,731,1187,0,582,485,605,304,797,2082,940,308,928,364
ENSMUSE00000799283,68,58,127,117,24,119,121,296,113,74,519,90,253,0,88,74,98,66,113,353,149,58,149,85
